REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RD,LU_AGR,1,2024,1.3122
RD,LU_AGR,1,2025,1.3651
RD,LU_AGR,1,2026,1.4131
RD,LU_AGR,1,2027,1.4615
RD,LU_AGR,1,2028,1.5137
RD,LU_AGR,1,2029,1.5623
RD,LU_AGR,1,2030,1.6098
RD,LU_AGR,1,2031,1.6498
RD,LU_AGR,1,2032,1.6903
RD,LU_AGR,1,2033,1.7314
RD,LU_AGR,1,2034,1.7731
RD,LU_AGR,1,2035,1.8155
RD,LU_AGR,1,2036,1.8459
RD,LU_AGR,1,2037,1.8765
RD,LU_AGR,1,2038,1.9074
RD,LU_AGR,1,2039,1.9385
RD,LU_AGR,1,2040,1.9698
RD,LU_AGR,1,2041,1.9884
RD,LU_AGR,1,2042,2.0069
RD,LU_AGR,1,2043,2.0253
RD,LU_AGR,1,2044,2.0436
RD,LU_AGR,1,2045,2.0617
RD,LU_AGR,1,2046,2.067
RD,LU_AGR,1,2047,2.072
RD,LU_AGR,1,2048,2.0765
RD,LU_AGR,1,2049,2.0806
RD,LU_AGR,1,2050,2.1504
RD,LU_GAN,1,2018,1.0185
RD,LU_GAN,1,2019,1.0185
RD,LU_GAN,1,2020,1.0185
RD,LU_GAN,1,2021,1.0185
RD,LU_GAN,1,2022,1.0185
RD,LU_GAN,1,2023,0.888
RD,LU_GAN,1,2024,0.927
RD,LU_GAN,1,2025,0.9634
RD,LU_GAN,1,2026,1.0001
RD,LU_GAN,1,2027,1.0388
RD,LU_GAN,1,2028,1.0758
RD,LU_GAN,1,2029,1.1123
RD,LU_GAN,1,2030,1.1454
RD,LU_GAN,1,2031,1.179
RD,LU_GAN,1,2032,1.2131
RD,LU_GAN,1,2033,1.2478
RD,LU_GAN,1,2034,1.2831
RD,LU_GAN,1,2035,1.3132
RD,LU_GAN,1,2036,1.3438
RD,LU_GAN,1,2037,1.3749
RD,LU_GAN,1,2038,1.4065
RD,LU_GAN,1,2039,1.4388
RD,LU_GAN,1,2040,1.4658
RD,LU_GAN,1,2041,1.4934
RD,LU_GAN,1,2042,1.5215
RD,LU_GAN,1,2043,1.5502
RD,LU_GAN,1,2044,1.5794
RD,LU_GAN,1,2045,1.6037
RD,LU_GAN,1,2046,1.6286
RD,LU_GAN,1,2047,1.654
RD,LU_GAN,1,2048,1.6800000000000002
RD,LU_GAN,1,2049,1.7066
RD,LU_GAN,1,2050,1.7338
RD,LU_MTS,1,2018,0.635549
RD,LU_MTS,1,2019,0.635549
RD,LU_MTS,1,2020,0.635549
RD,LU_MTS,1,2021,0.635549
RD,LU_MTS,1,2022,0.635549
RD,LU_MTS,1,2023,0.635549
RD,LU_MTS,1,2024,0.635549
RD,LU_MTS,1,2025,0.635549
RD,LU_MTS,1,2026,0.635549
RD,LU_MTS,1,2027,0.635549
RD,LU_MTS,1,2028,0.635549
RD,LU_MTS,1,2029,0.635549
RD,LU_MTS,1,2030,0.635549
RD,LU_MTS,1,2031,0.635549
RD,LU_MTS,1,2032,0.635549
RD,LU_MTS,1,2033,0.635549
RD,LU_MTS,1,2034,0.635549
RD,LU_MTS,1,2035,0.635549
RD,LU_MTS,1,2036,0.635549
RD,LU_MTS,1,2037,0.635549
RD,LU_MTS,1,2038,0.635549
RD,LU_MTS,1,2039,0.635549
RD,LU_MTS,1,2040,0.635549
RD,LU_MTS,1,2041,0.635549
RD,LU_MTS,1,2042,0.635549
RD,LU_MTS,1,2043,0.635549
RD,LU_MTS,1,2044,0.635549
RD,LU_MTS,1,2045,0.635549
RD,LU_MTS,1,2046,0.635549
RD,LU_MTS,1,2047,0.635549
RD,LU_MTS,1,2048,0.635549
RD,LU_MTS,1,2049,0.635549
RD,LU_MTS,1,2050,0.635549
RD,LU_SAB,1,2018,0.003
RD,LU_SAB,1,2019,0.003
RD,LU_SAB,1,2020,0.003
RD,LU_SAB,1,2021,0.003
RD,LU_SAB,1,2022,0.003
RD,LU_SAB,1,2023,0.003
RD,LU_SAB,1,2024,0.003
RD,LU_SAB,1,2025,0.003
RD,LU_SAB,1,2026,0.003
RD,LU_SAB,1,2027,0.003
RD,LU_SAB,1,2028,0.003
RD,LU_SAB,1,2029,0.003
RD,LU_SAB,1,2030,0.003
RD,LU_SAB,1,2031,0.003
RD,LU_SAB,1,2032,0.003
RD,LU_SAB,1,2033,0.003
RD,LU_SAB,1,2034,0.003
RD,LU_SAB,1,2035,0.003
RD,LU_SAB,1,2036,0.003
RD,LU_SAB,1,2037,0.003
RD,LU_SAB,1,2038,0.003
RD,LU_SAB,1,2039,0.003
RD,LU_SAB,1,2040,0.003
RD,LU_SAB,1,2041,0.003
RD,LU_SAB,1,2042,0.003
RD,LU_SAB,1,2043,0.003
RD,LU_SAB,1,2044,0.003
RD,LU_SAB,1,2045,0.003
RD,LU_SAB,1,2046,0.003
RD,LU_SAB,1,2047,0.003
RD,LU_SAB,1,2048,0.003
RD,LU_SAB,1,2049,0.003
RD,LU_SAB,1,2050,0.003
RD,LU_URB,1,2018,0.1019999999999999
RD,LU_URB,1,2019,0.1019999999999999
RD,LU_URB,1,2020,0.1019999999999999
RD,LU_URB,1,2021,0.1019999999999999
RD,LU_URB,1,2022,0.1019999999999999
RD,LU_URB,1,2023,0.1019999999999999
RD,LU_URB,1,2024,0.1019999999999999
RD,LU_URB,1,2025,0.1019999999999999
RD,LU_URB,1,2026,0.1019999999999999
RD,LU_URB,1,2027,0.1019999999999999
RD,LU_URB,1,2028,0.1019999999999999
RD,LU_URB,1,2029,0.1019999999999999
RD,LU_URB,1,2030,0.1019999999999999
RD,LU_URB,1,2031,0.1019999999999999
RD,LU_URB,1,2032,0.1019999999999999
RD,LU_URB,1,2033,0.1019999999999999
RD,LU_URB,1,2034,0.1019999999999999
RD,LU_URB,1,2035,0.1019999999999999
RD,LU_URB,1,2036,0.1019999999999999
RD,LU_URB,1,2037,0.1019999999999999
RD,LU_URB,1,2038,0.1019999999999999
RD,LU_URB,1,2039,0.1019999999999999
RD,LU_URB,1,2040,0.1019999999999999
RD,LU_URB,1,2041,0.1019999999999999
RD,LU_URB,1,2042,0.1019999999999999
RD,LU_URB,1,2043,0.1019999999999999
RD,LU_URB,1,2044,0.1019999999999999
RD,LU_URB,1,2045,0.1019999999999999
RD,LU_URB,1,2046,0.1019999999999999
RD,LU_URB,1,2047,0.1019999999999999
RD,LU_URB,1,2048,0.1019999999999999
RD,LU_URB,1,2049,0.1019999999999999
RD,LU_URB,1,2050,0.1019999999999999
RD,LU_OLU,1,2018,0.003
RD,LU_OLU,1,2019,0.003
RD,LU_OLU,1,2020,0.003
RD,LU_OLU,1,2021,0.003
RD,LU_OLU,1,2022,0.003
RD,LU_OLU,1,2023,0.003
RD,LU_OLU,1,2024,0.003
RD,LU_OLU,1,2025,0.003
RD,LU_OLU,1,2026,0.003
RD,LU_OLU,1,2027,0.003
RD,LU_OLU,1,2028,0.003
RD,LU_OLU,1,2029,0.003
RD,LU_OLU,1,2030,0.003
RD,LU_OLU,1,2031,0.003
RD,LU_OLU,1,2032,0.003
RD,LU_OLU,1,2033,0.003
RD,LU_OLU,1,2034,0.003
RD,LU_OLU,1,2035,0.003
RD,LU_OLU,1,2036,0.003
RD,LU_OLU,1,2037,0.003
RD,LU_OLU,1,2038,0.003
RD,LU_OLU,1,2039,0.003
RD,LU_OLU,1,2040,0.003
RD,LU_OLU,1,2041,0.003
RD,LU_OLU,1,2042,0.003
RD,LU_OLU,1,2043,0.003
RD,LU_OLU,1,2044,0.003
RD,LU_OLU,1,2045,0.003
RD,LU_OLU,1,2046,0.003
RD,LU_OLU,1,2047,0.003
RD,LU_OLU,1,2048,0.003
RD,LU_OLU,1,2049,0.003
RD,LU_OLU,1,2050,0.003
RD,LU_LATHUM,1,2018,0.7369999999999999
RD,LU_LATHUM,1,2019,0.7369999999999999
RD,LU_LATHUM,1,2020,0.7369999999999999
RD,LU_LATHUM,1,2021,0.7369999999999999
RD,LU_LATHUM,1,2022,0.7339999999999999
RD,LU_LATHUM,1,2023,0.7269999999999999
RD,LU_LATHUM,1,2024,0.7199999999999999
RD,LU_LATHUM,1,2025,0.7119999999999999
RD,LU_LATHUM,1,2026,0.7049999999999998
RD,LU_LATHUM,1,2027,0.67
RD,LU_LATHUM,1,2028,0.636
RD,LU_LATHUM,1,2029,0.6049999999999999
RD,LU_LATHUM,1,2030,0.574
RD,LU_LATHUM,1,2031,0.546
RD,LU_LATHUM,1,2032,0.518
RD,LU_LATHUM,1,2033,0.4919999999999999
RD,LU_LATHUM,1,2034,0.468
RD,LU_LATHUM,1,2035,0.444
RD,LU_LATHUM,1,2036,0.4219999999999999
RD,LU_LATHUM,1,2037,0.401
RD,LU_LATHUM,1,2038,0.377
RD,LU_LATHUM,1,2039,0.3539999999999999
RD,LU_LATHUM,1,2040,0.333
RD,LU_LATHUM,1,2041,0.313
RD,LU_LATHUM,1,2042,0.2939999999999999
RD,LU_LATHUM,1,2043,0.277
RD,LU_LATHUM,1,2044,0.26
RD,LU_LATHUM,1,2045,0.245
RD,LU_LATHUM,1,2046,0.23
RD,LU_LATHUM,1,2047,0.216
RD,LU_LATHUM,1,2048,0.203
RD,LU_LATHUM,1,2049,0.191
RD,LU_LATHUM,1,2050,0.1489999999999999
RD,LU_CLF,1,2018,0.13
RD,LU_CLF,1,2019,0.13
RD,LU_CLF,1,2020,0.13
RD,LU_CLF,1,2021,0.13
RD,LU_CLF,1,2022,0.129
RD,LU_CLF,1,2023,0.123
RD,LU_CLF,1,2024,0.116
RD,LU_CLF,1,2025,0.111
RD,LU_CLF,1,2026,0.105
RD,LU_CLF,1,2027,0.1
RD,LU_CLF,1,2028,0.095
RD,LU_CLF,1,2029,0.0899999999999999
RD,LU_CLF,1,2030,0.0859999999999999
RD,LU_CLF,1,2031,0.081
RD,LU_CLF,1,2032,0.0769999999999999
RD,LU_CLF,1,2033,0.0729999999999999
RD,LU_CLF,1,2034,0.07
RD,LU_CLF,1,2035,0.066
RD,LU_CLF,1,2036,0.063
RD,LU_CLF,1,2037,0.0599999999999999
RD,LU_CLF,1,2038,0.056
RD,LU_CLF,1,2039,0.0529999999999999
RD,LU_CLF,1,2040,0.05
RD,LU_CLF,1,2041,0.047
RD,LU_CLF,1,2042,0.0439999999999999
RD,LU_CLF,1,2043,0.041
RD,LU_CLF,1,2044,0.039
RD,LU_CLF,1,2045,0.0359999999999999
RD,LU_CLF,1,2046,0.034
RD,LU_CLF,1,2047,0.032
RD,LU_CLF,1,2048,0.0299999999999999
RD,LU_CLF,1,2049,0.028
RD,LU_CLF,1,2050,0.0219999999999999
RD,LU_LATSHUM,1,2018,0.276
RD,LU_LATSHUM,1,2019,0.276
RD,LU_LATSHUM,1,2020,0.276
RD,LU_LATSHUM,1,2021,0.276
RD,LU_LATSHUM,1,2022,0.275
RD,LU_LATSHUM,1,2023,0.274
RD,LU_LATSHUM,1,2024,0.272
RD,LU_LATSHUM,1,2025,0.271
RD,LU_LATSHUM,1,2026,0.27
RD,LU_LATSHUM,1,2027,0.257
RD,LU_LATSHUM,1,2028,0.2439999999999999
RD,LU_LATSHUM,1,2029,0.232
RD,LU_LATSHUM,1,2030,0.22
RD,LU_LATSHUM,1,2031,0.2089999999999999
RD,LU_LATSHUM,1,2032,0.199
RD,LU_LATSHUM,1,2033,0.189
RD,LU_LATSHUM,1,2034,0.1789999999999999
RD,LU_LATSHUM,1,2035,0.17
RD,LU_LATSHUM,1,2036,0.162
RD,LU_LATSHUM,1,2037,0.154
RD,LU_LATSHUM,1,2038,0.1449999999999999
RD,LU_LATSHUM,1,2039,0.136
RD,LU_LATSHUM,1,2040,0.128
RD,LU_LATSHUM,1,2041,0.12
RD,LU_LATSHUM,1,2042,0.113
RD,LU_LATSHUM,1,2043,0.106
RD,LU_LATSHUM,1,2044,0.1
RD,LU_LATSHUM,1,2045,0.094
RD,LU_LATSHUM,1,2046,0.0879999999999999
RD,LU_LATSHUM,1,2047,0.083
RD,LU_LATSHUM,1,2048,0.078
RD,LU_LATSHUM,1,2049,0.0729999999999999
RD,LU_LATSHUM,1,2050,0.057
RD,LU_DCON,1,2018,0.167
RD,LU_DCON,1,2019,0.167
RD,LU_DCON,1,2020,0.167
RD,LU_DCON,1,2021,0.167
RD,LU_DCON,1,2022,0.166
RD,LU_DCON,1,2023,0.165
RD,LU_DCON,1,2024,0.164
RD,LU_DCON,1,2025,0.163
RD,LU_DCON,1,2026,0.163
RD,LU_DCON,1,2027,0.155
RD,LU_DCON,1,2028,0.1469999999999999
RD,LU_DCON,1,2029,0.139
RD,LU_DCON,1,2030,0.132
RD,LU_DCON,1,2031,0.126
RD,LU_DCON,1,2032,0.12
RD,LU_DCON,1,2033,0.114
RD,LU_DCON,1,2034,0.108
RD,LU_DCON,1,2035,0.1029999999999999
RD,LU_DCON,1,2036,0.097
RD,LU_DCON,1,2037,0.0929999999999999
RD,LU_DCON,1,2038,0.0869999999999999
RD,LU_DCON,1,2039,0.082
RD,LU_DCON,1,2040,0.0769999999999999
RD,LU_DCON,1,2041,0.0719999999999999
RD,LU_DCON,1,2042,0.068
RD,LU_DCON,1,2043,0.064
RD,LU_DCON,1,2044,0.0599999999999999
RD,LU_DCON,1,2045,0.056
RD,LU_DCON,1,2046,0.0529999999999999
RD,LU_DCON,1,2047,0.05
RD,LU_DCON,1,2048,0.047
RD,LU_DCON,1,2049,0.0439999999999999
RD,LU_DCON,1,2050,0.034
RD,LU_SCON,1,2018,0.083
RD,LU_SCON,1,2019,0.083
RD,LU_SCON,1,2020,0.083
RD,LU_SCON,1,2021,0.083
RD,LU_SCON,1,2022,0.083
RD,LU_SCON,1,2023,0.081
RD,LU_SCON,1,2024,0.079
RD,LU_SCON,1,2025,0.0769999999999999
RD,LU_SCON,1,2026,0.0749999999999999
RD,LU_SCON,1,2027,0.0709999999999999
RD,LU_SCON,1,2028,0.068
RD,LU_SCON,1,2029,0.064
RD,LU_SCON,1,2030,0.0609999999999999
RD,LU_SCON,1,2031,0.058
RD,LU_SCON,1,2032,0.055
RD,LU_SCON,1,2033,0.0519999999999999
RD,LU_SCON,1,2034,0.05
RD,LU_SCON,1,2035,0.047
RD,LU_SCON,1,2036,0.0449999999999999
RD,LU_SCON,1,2037,0.0429999999999999
RD,LU_SCON,1,2038,0.04
RD,LU_SCON,1,2039,0.0379999999999999
RD,LU_SCON,1,2040,0.035
RD,LU_SCON,1,2041,0.033
RD,LU_SCON,1,2042,0.031
RD,LU_SCON,1,2043,0.029
RD,LU_SCON,1,2044,0.028
RD,LU_SCON,1,2045,0.0259999999999999
RD,LU_SCON,1,2046,0.024
RD,LU_SCON,1,2047,0.023
RD,LU_SCON,1,2048,0.0219999999999999
RD,LU_SCON,1,2049,0.02
RD,LU_SCON,1,2050,0.016
RD,LU_WET,1,2018,0.026435683
RD,LU_WET,1,2019,0.026435683
RD,LU_WET,1,2020,0.026435683
RD,LU_WET,1,2021,0.026435683
RD,LU_WET,1,2022,0.02632994
RD,LU_WET,1,2023,0.026435683
RD,LU_WET,1,2024,0.026435683
RD,LU_WET,1,2025,0.026435683
RD,LU_WET,1,2026,0.026435683
RD,LU_WET,1,2027,0.0251138989999999
RD,LU_WET,1,2028,0.023858204
RD,LU_WET,1,2029,0.0226652939999999
RD,LU_WET,1,2030,0.021532029
RD,LU_WET,1,2031,0.020455428
RD,LU_WET,1,2032,0.019432656
RD,LU_WET,1,2033,0.018461023
RD,LU_WET,1,2034,0.0175379719999999
RD,LU_WET,1,2035,0.016661074
RD,LU_WET,1,2036,0.01582802
RD,LU_WET,1,2037,0.0150366189999999
RD,LU_WET,1,2038,0.014134422
RD,LU_WET,1,2039,0.013286357
RD,LU_WET,1,2040,0.012489175
RD,LU_WET,1,2041,0.011739825
RD,LU_WET,1,2042,0.011035435
RD,LU_WET,1,2043,0.010373309
RD,LU_WET,1,2044,0.0097509109999999
RD,LU_WET,1,2045,0.009165856
RD,LU_WET,1,2046,0.008615905
RD,LU_WET,1,2047,0.00809895
RD,LU_WET,1,2048,0.007613013
RD,LU_WET,1,2049,0.007156232
RD,LU_WET,1,2050,0.0055818609999999
RD,LU_DRY,1,2018,0.4159999999999999
RD,LU_DRY,1,2019,0.4159999999999999
RD,LU_DRY,1,2020,0.4159999999999999
RD,LU_DRY,1,2021,0.4159999999999999
RD,LU_DRY,1,2022,0.4149999999999999
RD,LU_DRY,1,2023,0.4109999999999999
RD,LU_DRY,1,2024,0.4069999999999999
RD,LU_DRY,1,2025,0.404
RD,LU_DRY,1,2026,0.4
RD,LU_DRY,1,2027,0.38
RD,LU_DRY,1,2028,0.3609999999999999
RD,LU_DRY,1,2029,0.343
RD,LU_DRY,1,2030,0.326
RD,LU_DRY,1,2031,0.309
RD,LU_DRY,1,2032,0.2939999999999999
RD,LU_DRY,1,2033,0.279
RD,LU_DRY,1,2034,0.265
RD,LU_DRY,1,2035,0.252
RD,LU_DRY,1,2036,0.2389999999999999
RD,LU_DRY,1,2037,0.227
RD,LU_DRY,1,2038,0.214
RD,LU_DRY,1,2039,0.201
RD,LU_DRY,1,2040,0.189
RD,LU_DRY,1,2041,0.1779999999999999
RD,LU_DRY,1,2042,0.167
RD,LU_DRY,1,2043,0.157
RD,LU_DRY,1,2044,0.1479999999999999
RD,LU_DRY,1,2045,0.139
RD,LU_DRY,1,2046,0.13
RD,LU_DRY,1,2047,0.123
RD,LU_DRY,1,2048,0.115
RD,LU_DRY,1,2049,0.108
RD,LU_DRY,1,2050,0.084
RD,OSS_INORG,1,2018,0.2412
RD,OSS_INORG,1,2019,0.2518
RD,OSS_INORG,1,2020,0.2341
RD,OSS_INORG,1,2021,0.2574
RD,OSS_INORG,1,2022,0.2742
RD,OSS_INORG,1,2023,0.2842
RD,OSS_INORG,1,2024,0.2923999999999999
RD,OSS_INORG,1,2025,0.323251336097029
RD,OSS_INORG,1,2026,0.3297250473094159
RD,OSS_INORG,1,2027,0.335915939321326
RD,OSS_INORG,1,2028,0.3410841895199919
RD,OSS_INORG,1,2029,0.3468814949383199
RD,OSS_INORG,1,2030,0.352728200805136
RD,OSS_INORG,1,2031,0.3600553317677739
RD,OSS_INORG,1,2032,0.367067506376042
RD,OSS_INORG,1,2033,0.3737679904463809
RD,OSS_INORG,1,2034,0.3801606105052979
RD,OSS_INORG,1,2035,0.38624968246822
RD,OSS_INORG,1,2036,0.3947092984865089
RD,OSS_INORG,1,2037,0.4029414524996959
RD,OSS_INORG,1,2038,0.410945317345151
RD,OSS_INORG,1,2039,0.4187205221592669
RD,OSS_INORG,1,2040,0.426267114976345
RD,OSS_INORG,1,2041,0.436377513698644
RD,OSS_INORG,1,2042,0.446347426973744
RD,OSS_INORG,1,2043,0.45617333489636
RD,OSS_INORG,1,2044,0.4658520581624929
RD,OSS_INORG,1,2045,0.4753807403321089
RD,OSS_INORG,1,2046,0.4876282622805829
RD,OSS_INORG,1,2047,0.499829399648412
RD,OSS_INORG,1,2048,0.511979286145614
RD,OSS_INORG,1,2049,0.5240732727189669
RD,OSS_INORG,1,2050,0.536106920965947
RD,NO_OSS_BLEND,1,2018,3.199
RD,NO_OSS_BLEND,1,2019,3.2904
RD,NO_OSS_BLEND,1,2020,3.1677059983543394
RD,NO_OSS_BLEND,1,2021,3.5406
RD,NO_OSS_BLEND,1,2022,3.8343568302153392
RD,NO_OSS_BLEND,1,2023,3.9731
RD,NO_OSS_BLEND,1,2024,4.0882
RD,NO_OSS_BLEND,1,2025,4.484523068381449
RD,NO_OSS_BLEND,1,2026,4.66302484070518
RD,NO_OSS_BLEND,1,2027,4.8409302390449405
RD,NO_OSS_BLEND,1,2028,5.01294422021986
RD,NO_OSS_BLEND,1,2029,5.19020140185996
RD,NO_OSS_BLEND,1,2030,5.36894271913397
RD,NO_OSS_BLEND,1,2031,5.55921716384307
RD,NO_OSS_BLEND,1,2032,5.74869862123979
RD,NO_OSS_BLEND,1,2033,5.93682084603286
RD,NO_OSS_BLEND,1,2034,6.12390060998152
RD,NO_OSS_BLEND,1,2035,6.309603242517877
RD,NO_OSS_BLEND,1,2036,6.51467766934859
RD,NO_OSS_BLEND,1,2037,6.71936325186246
RD,NO_OSS_BLEND,1,2038,6.923440767147634
RD,NO_OSS_BLEND,1,2039,7.1268978922099
RD,NO_OSS_BLEND,1,2040,7.329666717956608
RD,NO_OSS_BLEND,1,2041,7.55439881821536
RD,NO_OSS_BLEND,1,2042,7.779397873429229
RD,NO_OSS_BLEND,1,2043,8.00470356574988
RD,NO_OSS_BLEND,1,2044,8.22997309337812
RD,NO_OSS_BLEND,1,2045,8.45511393386157
RD,NO_OSS_BLEND,1,2046,8.704552223298132
RD,NO_OSS_BLEND,1,2047,8.95503500912641
RD,NO_OSS_BLEND,1,2048,9.20636789277683
RD,NO_OSS_BLEND,1,2049,9.45872702167723
RD,NO_OSS_BLEND,1,2050,9.711896161373728
RD,NO_OSS_NO_COLL,1,2018,0.5793
RD,NO_OSS_NO_COLL,1,2019,0.6547
RD,NO_OSS_NO_COLL,1,2020,0.5005
RD,NO_OSS_NO_COLL,1,2021,0.4919999999999999
RD,NO_OSS_NO_COLL,1,2022,0.4620999999999999
RD,NO_OSS_NO_COLL,1,2023,0.4788999999999999
RD,NO_OSS_NO_COLL,1,2024,0.4927
RD,NO_OSS_NO_COLL,1,2025,0.540532806671912
RD,NO_OSS_NO_COLL,1,2026,0.562042197042476
RD,NO_OSS_NO_COLL,1,2027,0.583443864870073
RD,NO_OSS_NO_COLL,1,2028,0.6042195662026009
RD,NO_OSS_NO_COLL,1,2029,0.625590666688494
RD,NO_OSS_NO_COLL,1,2030,0.647051041763332
RD,NO_OSS_NO_COLL,1,2031,0.67011642884923
RD,NO_OSS_NO_COLL,1,2032,0.6928659836634479
RD,NO_OSS_NO_COLL,1,2033,0.715603660109562
RD,NO_OSS_NO_COLL,1,2034,0.7381068628420369
RD,NO_OSS_NO_COLL,1,2035,0.7604661656777929
RD,NO_OSS_NO_COLL,1,2036,0.785175231547228
RD,NO_OSS_NO_COLL,1,2037,0.8099204919660679
RD,NO_OSS_NO_COLL,1,2038,0.834428540406846
RD,NO_OSS_NO_COLL,1,2039,0.8589602622119809
RD,NO_OSS_NO_COLL,1,2040,0.883352031430582
RD,NO_OSS_NO_COLL,1,2041,0.910547474383495
RD,NO_OSS_NO_COLL,1,2042,0.937666851456306
RD,NO_OSS_NO_COLL,1,2043,0.964827997420486
RD,NO_OSS_NO_COLL,1,2044,0.991869524091837
RD,NO_OSS_NO_COLL,1,2045,1.01905278028133
RD,NO_OSS_NO_COLL,1,2046,1.04917911594504
RD,NO_OSS_NO_COLL,1,2047,1.07936423772282
RD,NO_OSS_NO_COLL,1,2048,1.1097098803031695
RD,NO_OSS_NO_COLL,1,2049,1.14009110113771
RD,NO_OSS_NO_COLL,1,2050,1.17049553923657
RD,INORG_DCOLL,1,2018,0.2412
RD,INORG_DCOLL,1,2019,0.2518
RD,INORG_DCOLL,1,2020,0.2341
RD,INORG_DCOLL,1,2021,0.2574
RD,INORG_DCOLL,1,2022,0.2742
RD,INORG_DCOLL,1,2023,0.2842
RD,INORG_DCOLL,1,2024,0.2923999999999999
RD,INORG_DCOLL,1,2025,0.323251336097029
RD,INORG_DCOLL,1,2026,0.3297250473094159
RD,INORG_DCOLL,1,2027,0.335915939321326
RD,INORG_DCOLL,1,2028,0.3410841895199919
RD,INORG_DCOLL,1,2029,0.3468814949383199
RD,INORG_DCOLL,1,2030,0.352728200805136
RD,INORG_DCOLL,1,2031,0.3600553317677739
RD,INORG_DCOLL,1,2032,0.367067506376042
RD,INORG_DCOLL,1,2033,0.3737679904463809
RD,INORG_DCOLL,1,2034,0.3801606105052979
RD,INORG_DCOLL,1,2035,0.38624968246822
RD,INORG_DCOLL,1,2036,0.3947092984865089
RD,INORG_DCOLL,1,2037,0.4029414524996959
RD,INORG_DCOLL,1,2038,0.410945317345151
RD,INORG_DCOLL,1,2039,0.4187205221592669
RD,INORG_DCOLL,1,2040,0.426267114976345
RD,INORG_DCOLL,1,2041,0.436377513698644
RD,INORG_DCOLL,1,2042,0.446347426973744
RD,INORG_DCOLL,1,2043,0.45617333489636
RD,INORG_DCOLL,1,2044,0.4658520581624929
RD,INORG_DCOLL,1,2045,0.4753807403321089
RD,INORG_DCOLL,1,2046,0.4876282622805829
RD,INORG_DCOLL,1,2047,0.499829399648412
RD,INORG_DCOLL,1,2048,0.511979286145614
RD,INORG_DCOLL,1,2049,0.5240732727189669
RD,INORG_DCOLL,1,2050,0.536106920965947
RD,BLEND_NO_DCOLL,1,2018,3.199
RD,BLEND_NO_DCOLL,1,2019,3.2904
RD,BLEND_NO_DCOLL,1,2020,3.1677059983543394
RD,BLEND_NO_DCOLL,1,2021,3.5406
RD,BLEND_NO_DCOLL,1,2022,3.8343568302153392
RD,BLEND_NO_DCOLL,1,2023,3.9731
RD,BLEND_NO_DCOLL,1,2024,4.0882
RD,BLEND_NO_DCOLL,1,2025,4.484523068381449
RD,BLEND_NO_DCOLL,1,2026,4.66302484070518
RD,BLEND_NO_DCOLL,1,2027,4.8409302390449405
RD,BLEND_NO_DCOLL,1,2028,5.01294422021986
RD,BLEND_NO_DCOLL,1,2029,5.19020140185996
RD,BLEND_NO_DCOLL,1,2030,5.36894271913397
RD,BLEND_NO_DCOLL,1,2031,5.55921716384307
RD,BLEND_NO_DCOLL,1,2032,5.74869862123979
RD,BLEND_NO_DCOLL,1,2033,5.93682084603286
RD,BLEND_NO_DCOLL,1,2034,6.12390060998152
RD,BLEND_NO_DCOLL,1,2035,6.309603242517877
RD,BLEND_NO_DCOLL,1,2036,6.51467766934859
RD,BLEND_NO_DCOLL,1,2037,6.71936325186246
RD,BLEND_NO_DCOLL,1,2038,6.923440767147634
RD,BLEND_NO_DCOLL,1,2039,7.1268978922099
RD,BLEND_NO_DCOLL,1,2040,7.329666717956608
RD,BLEND_NO_DCOLL,1,2041,7.55439881821536
RD,BLEND_NO_DCOLL,1,2042,7.779397873429229
RD,BLEND_NO_DCOLL,1,2043,8.00470356574988
RD,BLEND_NO_DCOLL,1,2044,8.22997309337812
RD,BLEND_NO_DCOLL,1,2045,8.45511393386157
RD,BLEND_NO_DCOLL,1,2046,8.704552223298132
RD,BLEND_NO_DCOLL,1,2047,8.95503500912641
RD,BLEND_NO_DCOLL,1,2048,9.20636789277683
RD,BLEND_NO_DCOLL,1,2049,9.45872702167723
RD,BLEND_NO_DCOLL,1,2050,9.711896161373728
RD,BLEND_NO_COLL,1,2018,0.5793
RD,BLEND_NO_COLL,1,2019,0.6547
RD,BLEND_NO_COLL,1,2020,0.5005
RD,BLEND_NO_COLL,1,2021,0.4919999999999999
RD,BLEND_NO_COLL,1,2022,0.4620999999999999
RD,BLEND_NO_COLL,1,2023,0.4788999999999999
RD,BLEND_NO_COLL,1,2024,0.4927
RD,BLEND_NO_COLL,1,2025,0.540532806671912
RD,BLEND_NO_COLL,1,2026,0.562042197042476
RD,BLEND_NO_COLL,1,2027,0.583443864870073
RD,BLEND_NO_COLL,1,2028,0.6042195662026009
RD,BLEND_NO_COLL,1,2029,0.625590666688494
RD,BLEND_NO_COLL,1,2030,0.647051041763332
RD,BLEND_NO_COLL,1,2031,0.67011642884923
RD,BLEND_NO_COLL,1,2032,0.6928659836634479
RD,BLEND_NO_COLL,1,2033,0.715603660109562
RD,BLEND_NO_COLL,1,2034,0.7381068628420369
RD,BLEND_NO_COLL,1,2035,0.7604661656777929
RD,BLEND_NO_COLL,1,2036,0.785175231547228
RD,BLEND_NO_COLL,1,2037,0.8099204919660679
RD,BLEND_NO_COLL,1,2038,0.834428540406846
RD,BLEND_NO_COLL,1,2039,0.8589602622119809
RD,BLEND_NO_COLL,1,2040,0.883352031430582
