REGION,TIMESLICE,FUEL,YEAR,VALUE
RD,All,E5INDDSL,2023,6.524619180217529
RD,All,E5INDDSL,2024,6.76372300007304
RD,All,E5INDDSL,2025,7.00402715615426
RD,All,E5INDDSL,2026,7.239685867583699
RD,All,E5INDDSL,2027,7.475344579013139
RD,All,E5INDDSL,2028,7.71100329044258
RD,All,E5INDDSL,2029,7.946662001872019
RD,All,E5INDDSL,2030,8.18232071330146
RD,All,E5INDDSL,2031,8.39592572345274
RD,All,E5INDDSL,2032,8.609530733604009
RD,All,E5INDDSL,2033,8.82313574375529
RD,All,E5INDDSL,2034,9.036740753906567
RD,All,E5INDDSL,2035,9.25034576405784
RD,All,E5INDDSL,2036,9.46395077420912
RD,All,E5INDDSL,2037,9.677555784360388
RD,All,E5INDDSL,2038,9.89116079451167
RD,All,E5INDDSL,2039,10.1047658046629
RD,All,E5INDDSL,2040,10.3183708148142
RD,All,E5INDDSL,2041,10.4774680577499
RD,All,E5INDDSL,2042,10.6365653006855
RD,All,E5INDDSL,2043,10.7956625436212
RD,All,E5INDDSL,2044,10.9547597865569
RD,All,E5INDDSL,2045,11.1138570294925
RD,All,E5INDDSL,2046,11.2729542724282
RD,All,E5INDDSL,2047,11.4320515153639
RD,All,E5INDDSL,2048,11.5911487582995
RD,All,E5INDDSL,2049,11.7502460012352
RD,All,E5INDDSL,2050,11.9093432441709
RD,All,E5INDGSL,2018,0.0008373599999999
RD,All,E5INDGSL,2019,0.0615910274011697
RD,All,E5INDGSL,2020,0.0568928155188027
RD,All,E5INDGSL,2021,0.0696242342109442
RD,All,E5INDGSL,2022,0.0860735395648817
RD,All,E5INDGSL,2023,0.0858208667620748
RD,All,E5INDGSL,2024,0.0889658927780512
RD,All,E5INDGSL,2025,0.0921267072856546
RD,All,E5INDGSL,2026,0.0952264184436986
RD,All,E5INDGSL,2027,0.0983261296017426
RD,All,E5INDGSL,2028,0.101425840759787
RD,All,E5INDGSL,2029,0.104525551917831
RD,All,E5INDGSL,2030,0.107625263075875
RD,All,E5INDGSL,2031,0.110434893279502
RD,All,E5INDGSL,2032,0.1132445234831289
RD,All,E5INDGSL,2033,0.116054153686756
RD,All,E5INDGSL,2034,0.118863783890383
RD,All,E5INDGSL,2035,0.121673414094011
RD,All,E5INDGSL,2036,0.124483044297638
RD,All,E5INDGSL,2037,0.127292674501265
RD,All,E5INDGSL,2038,0.130102304704892
RD,All,E5INDGSL,2039,0.1329119349085189
RD,All,E5INDGSL,2040,0.135721565112146
RD,All,E5INDGSL,2041,0.137814233344737
RD,All,E5INDGSL,2042,0.1399069015773279
RD,All,E5INDGSL,2043,0.141999569809919
RD,All,E5INDGSL,2044,0.14409223804251
RD,All,E5INDGSL,2045,0.146184906275101
RD,All,E5INDGSL,2046,0.1482775745076919
RD,All,E5INDGSL,2047,0.1503702427402829
RD,All,E5INDGSL,2048,0.152462910972874
RD,All,E5INDGSL,2049,0.154555579205465
RD,All,E5INDGSL,2050,0.156648247438056
RD,All,E5INDNGS,2018,3.8330154
RD,All,E5INDNGS,2019,4.03893106370492
RD,All,E5INDNGS,2020,4.22523204628071
RD,All,E5INDNGS,2021,3.34094149834626
RD,All,E5INDNGS,2022,3.87878719874835
RD,All,E5INDNGS,2023,3.8674008419428305
RD,All,E5INDNGS,2024,4.009127169362009
RD,All,E5INDNGS,2025,4.15156498372038
RD,All,E5INDNGS,2026,4.29124925859065
RD,All,E5INDNGS,2027,4.430933533460929
RD,All,E5INDNGS,2028,4.5706178083312
RD,All,E5INDNGS,2029,4.71030208320148
RD,All,E5INDNGS,2030,4.84998635807175
RD,All,E5INDNGS,2031,4.976598528573129
RD,All,E5INDNGS,2032,5.10321069907451
RD,All,E5INDNGS,2033,5.22982286957588
RD,All,E5INDNGS,2034,5.35643504007726
RD,All,E5INDNGS,2035,5.48304721057864
RD,All,E5INDNGS,2036,5.60965938108001
RD,All,E5INDNGS,2037,5.73627155158139
RD,All,E5INDNGS,2038,5.86288372208276
RD,All,E5INDNGS,2039,5.98949589258414
RD,All,E5INDNGS,2040,6.11610806308552
RD,All,E5INDNGS,2041,6.2104113157789
RD,All,E5INDNGS,2042,6.304714568472289
RD,All,E5INDNGS,2043,6.39901782116568
RD,All,E5INDNGS,2044,6.49332107385906
RD,All,E5INDNGS,2045,6.58762432655245
RD,All,E5INDNGS,2046,6.68192757924584
RD,All,E5INDNGS,2047,6.77623083193922
RD,All,E5INDNGS,2048,6.8705340846326095
RD,All,E5INDNGS,2049,6.964837337326
RD,All,E5INDNGS,2050,7.05914059001938
RD,All,E5INDLPG,2018,0.95333436
RD,All,E5INDLPG,2019,2.31572751052059
RD,All,E5INDLPG,2020,2.03527996586255
RD,All,E5INDLPG,2021,2.25866320542568
RD,All,E5INDLPG,2022,2.2356132806267106
RD,All,E5INDLPG,2023,2.22905053583354
RD,All,E5INDLPG,2024,2.3107372186953894
RD,All,E5INDLPG,2025,2.3928339806796
RD,All,E5INDLPG,2026,2.47334368744966
RD,All,E5INDLPG,2027,2.55385339421972
RD,All,E5INDLPG,2028,2.63436310098978
RD,All,E5INDLPG,2029,2.71487280775984
RD,All,E5INDLPG,2030,2.7953825145299
RD,All,E5INDLPG,2031,2.86835786361665
RD,All,E5INDLPG,2032,2.94133321270339
RD,All,E5INDLPG,2033,3.01430856179013
RD,All,E5INDLPG,2034,3.08728391087688
RD,All,E5INDLPG,2035,3.16025925996362
RD,All,E5INDLPG,2036,3.23323460905036
RD,All,E5INDLPG,2037,3.3062099581371
RD,All,E5INDLPG,2038,3.37918530722385
RD,All,E5INDLPG,2039,3.45216065631059
RD,All,E5INDLPG,2040,3.52513600539733
RD,All,E5INDLPG,2041,3.57948949099088
RD,All,E5INDLPG,2042,3.63384297658444
RD,All,E5INDLPG,2043,3.6881964621779906
RD,All,E5INDLPG,2044,3.74254994777155
RD,All,E5INDLPG,2045,3.7969034333651
RD,All,E5INDLPG,2046,3.85125691895866
RD,All,E5INDLPG,2047,3.9056104045522098
RD,All,E5INDLPG,2048,3.95996389014576
RD,All,E5INDLPG,2049,4.01431737573932
RD,All,E5INDLPG,2050,4.06867086133287
RD,All,E5INDELE,2018,25.35902892
RD,All,E5INDELE,2019,21.3382377044657
RD,All,E5INDELE,2020,21.2647199250604
RD,All,E5INDELE,2021,23.8229042351647
RD,All,E5INDELE,2022,24.5182452497816
RD,All,E5INDELE,2023,24.446270822117896
RD,All,E5INDELE,2024,25.3421386993594
RD,All,E5INDELE,2025,26.2425039646692
RD,All,E5INDELE,2026,26.7741311066122
RD,All,E5INDELE,2027,27.3057582485553
RD,All,E5INDELE,2028,27.837385390498305
RD,All,E5INDELE,2029,28.3690125324413
RD,All,E5INDELE,2030,28.9006396743844
RD,All,E5INDELE,2031,29.6551103981962
RD,All,E5INDELE,2032,30.409581122008
RD,All,E5INDELE,2033,31.164051845819895
RD,All,E5INDELE,2034,31.9185225696317
RD,All,E5INDELE,2035,32.6729932934436
RD,All,E5INDELE,2036,33.4274640172554
RD,All,E5INDELE,2037,34.1819347410673
RD,All,E5INDELE,2038,34.9364054648791
RD,All,E5INDELE,2039,35.690876188691
RD,All,E5INDELE,2040,36.4453469125028
RD,All,E5INDELE,2041,37.0072916531675
RD,All,E5INDELE,2042,37.5692363938322
RD,All,E5INDELE,2043,38.1311811344969
RD,All,E5INDELE,2044,38.6931258751616
RD,All,E5INDELE,2045,39.2550706158264
RD,All,E5INDELE,2046,39.8170153564911
RD,All,E5INDELE,2047,40.3789600971558
RD,All,E5INDELE,2048,40.9409048378205
RD,All,E5INDELE,2049,41.5028495784852
RD,All,E5INDELE,2050,42.0647943191499
RD,All,E5INDCOK,2018,7.9674804
RD,All,E5INDCOK,2019,16.8890353278968
RD,All,E5INDCOK,2020,16.5040878997069
RD,All,E5INDCOK,2021,18.638084577554896
RD,All,E5INDCOK,2022,18.790937415285
RD,All,E5INDCOK,2023,18.7357757610984
RD,All,E5INDCOK,2024,19.422374538544
RD,All,E5INDCOK,2025,20.1124201425002
RD,All,E5INDCOK,2026,20.7891261159122
RD,All,E5INDCOK,2027,21.465832089324095
RD,All,E5INDCOK,2028,22.1425380627361
RD,All,E5INDCOK,2029,22.819244036148
RD,All,E5INDCOK,2030,23.49595000956
RD,All,E5INDCOK,2031,24.1093276582932
RD,All,E5INDCOK,2032,24.7227053070264
RD,All,E5INDCOK,2033,25.3360829557596
RD,All,E5INDCOK,2034,25.9494606044928
RD,All,E5INDCOK,2035,26.562838253226
RD,All,E5INDCOK,2036,27.1762159019592
RD,All,E5INDCOK,2037,27.7895935506925
RD,All,E5INDCOK,2038,28.4029711994257
RD,All,E5INDCOK,2039,29.016348848158895
RD,All,E5INDCOK,2040,29.6297264968921
RD,All,E5INDCOK,2041,30.086582320277095
RD,All,E5INDCOK,2042,30.543438143662
RD,All,E5INDCOK,2043,31.000293967047
RD,All,E5INDCOK,2044,31.457149790432
RD,All,E5INDCOK,2045,31.9140056138169
RD,All,E5INDCOK,2046,32.3708614372019
RD,All,E5INDCOK,2047,32.8277172605868
RD,All,E5INDCOK,2048,33.2845730839718
RD,All,E5INDCOK,2049,33.7414289073568
RD,All,E5INDCOK,2050,34.1982847307417
RD,All,E5INDBIM,2018,11.40526188
RD,All,E5INDBIM,2019,10.6126105848427
RD,All,E5INDBIM,2020,9.96902846121018
RD,All,E5INDBIM,2021,9.36447518411346
RD,All,E5INDBIM,2022,7.102730984316209
RD,All,E5INDBIM,2023,7.251624341728438
RD,All,E5INDBIM,2024,7.597083064811129
RD,All,E5INDBIM,2025,7.94795761029666
RD,All,E5INDBIM,2026,8.30223402512769
RD,All,E5INDBIM,2027,8.65651043995872
RD,All,E5INDBIM,2028,9.010786854789748
RD,All,E5INDBIM,2029,9.36506326962078
RD,All,E5INDBIM,2030,9.719339684451809
RD,All,E5INDBIM,2031,10.0600067899452
RD,All,E5INDBIM,2032,10.4006738954385
RD,All,E5INDBIM,2033,10.7413410009319
RD,All,E5INDBIM,2034,11.0820081064253
RD,All,E5INDBIM,2035,11.4226752119186
RD,All,E5INDBIM,2036,11.763342317412
RD,All,E5INDBIM,2037,12.1040094229054
RD,All,E5INDBIM,2038,12.4446765283987
RD,All,E5INDBIM,2039,12.7853436338921
RD,All,E5INDBIM,2040,13.1260107393854
RD,All,E5INDBIM,2041,13.3943439631093
RD,All,E5INDBIM,2042,13.6626771868332
RD,All,E5INDBIM,2043,13.931010410557
RD,All,E5INDBIM,2044,14.1993436342809
RD,All,E5INDBIM,2045,14.4676768580047
RD,All,E5INDBIM,2046,14.7360100817286
RD,All,E5INDBIM,2047,15.0043433054525
RD,All,E5INDBIM,2048,15.2726765291763
RD,All,E5INDBIM,2049,15.5410097529002
RD,All,E5INDBIM,2050,15.809342976624
RD,All,E5INDCOA,2018,4.05240372
RD,All,E5INDCOA,2019,3.92637258327807
RD,All,E5INDCOA,2020,3.80615059109754
RD,All,E5INDCOA,2021,3.68960968803865
RD,All,E5INDCOA,2022,3.68960968803865
RD,All,E5INDCOA,2023,3.6787786704477297
RD,All,E5INDCOA,2024,3.81359267387248
RD,All,E5INDCOA,2025,3.94908346335669
RD,All,E5INDCOA,2026,4.08195500990463
RD,All,E5INDCOA,2027,4.21482655645256
RD,All,E5INDCOA,2028,4.347698103000489
RD,All,E5INDCOA,2029,4.48056964954843
RD,All,E5INDCOA,2030,4.61344119609636
RD,All,E5INDCOA,2031,4.73387819533577
RD,All,E5INDCOA,2032,4.85431519457518
RD,All,E5INDCOA,2033,4.97475219381459
RD,All,E5INDCOA,2034,5.09518919305399
RD,All,E5INDCOA,2035,5.2156261922934
RD,All,E5INDCOA,2036,5.336063191532809
RD,All,E5INDCOA,2037,5.45650019077222
RD,All,E5INDCOA,2038,5.57693719001162
RD,All,E5INDCOA,2039,5.69737418925103
RD,All,E5INDCOA,2040,5.81781118849044
RD,All,E5INDCOA,2041,5.90751505130182
RD,All,E5INDCOA,2042,5.997218914113209
RD,All,E5INDCOA,2043,6.08692277692459
RD,All,E5INDCOA,2044,6.17662663973598
RD,All,E5INDCOA,2045,6.26633050254736
RD,All,E5INDCOA,2046,6.35603436535875
RD,All,E5INDCOA,2047,6.445738228170129
RD,All,E5INDCOA,2048,6.53544209098151
RD,All,E5INDCOA,2049,6.6251459537929005
RD,All,E5INDCOA,2050,6.71484981660428
RD,All,E5INDFOI,2018,7.10876772
RD,All,E5INDFOI,2019,9.75476737355795
RD,All,E5INDFOI,2020,13.681269558873
RD,All,E5INDFOI,2021,16.0607876108971
RD,All,E5INDFOI,2022,21.0416601289944
RD,All,E5INDFOI,2023,20.9798913755844
RD,All,E5INDFOI,2024,21.748728916826
RD,All,E5INDFOI,2025,22.5214261352278
RD,All,E5INDFOI,2026,23.2791859417297
RD,All,E5INDFOI,2027,24.036945748231496
RD,All,E5INDFOI,2028,24.7947055547334
RD,All,E5INDFOI,2029,25.5524653612352
RD,All,E5INDFOI,2030,26.310225167737105
RD,All,E5INDFOI,2031,26.9970713707832
RD,All,E5INDFOI,2032,27.683917573829305
RD,All,E5INDFOI,2033,28.370763776875496
RD,All,E5INDFOI,2034,29.0576099799216
RD,All,E5INDFOI,2035,29.744456182967696
RD,All,E5INDFOI,2036,30.4313023860139
RD,All,E5INDFOI,2037,31.11814858906
RD,All,E5INDFOI,2038,31.8049947921061
RD,All,E5INDFOI,2039,32.4918409951523
RD,All,E5INDFOI,2040,33.1786871981984
RD,All,E5INDFOI,2041,33.6902638561994
RD,All,E5INDFOI,2042,34.2018405142005
RD,All,E5INDFOI,2043,34.7134171722015
RD,All,E5INDFOI,2044,35.2249938302026
RD,All,E5INDFOI,2045,35.7365704882036
RD,All,E5INDFOI,2046,36.2481471462047
RD,All,E5INDFOI,2047,36.7597238042057
RD,All,E5INDFOI,2048,37.2713004622067
RD,All,E5INDFOI,2049,37.7828771202078
RD,All,E5INDFOI,2050,38.2944537782088
RD,All,E5RESLPG,2018,22.10253588
RD,All,E5RESLPG,2019,20.4865636982016
RD,All,E5RESLPG,2020,18.0055263302301
RD,All,E5RESLPG,2021,19.981732488178295
RD,All,E5RESLPG,2022,19.7778165479445
RD,All,E5RESLPG,2023,20.0698640697481
RD,All,E5RESLPG,2024,20.907275284070895
RD,All,E5RESLPG,2025,21.7530133960265
RD,All,E5RESLPG,2026,22.5936662892316
RD,All,E5RESLPG,2027,23.434319182436695
RD,All,E5RESLPG,2028,24.274972075641905
RD,All,E5RESLPG,2029,25.115624968847
RD,All,E5RESLPG,2030,25.9562778620521
RD,All,E5RESLPG,2031,26.7393699784662
RD,All,E5RESLPG,2032,27.5224620948802
RD,All,E5RESLPG,2033,28.3055542112943
RD,All,E5RESLPG,2034,29.0886463277083
RD,All,E5RESLPG,2035,29.8717384441224
RD,All,E5RESLPG,2036,30.6548305605364
RD,All,E5RESLPG,2037,31.4379226769504
RD,All,E5RESLPG,2038,32.2210147933645
RD,All,E5RESLPG,2039,33.0041069097785
RD,All,E5RESLPG,2040,33.7871990261926
RD,All,E5RESLPG,2041,34.385773507629
RD,All,E5RESLPG,2042,34.9843479890654
RD,All,E5RESLPG,2043,35.5829224705019
RD,All,E5RESLPG,2044,36.1814969519383
RD,All,E5RESLPG,2045,36.7800714333747
RD,All,E5RESLPG,2046,37.3786459148111
RD,All,E5RESLPG,2047,37.9772203962476
RD,All,E5RESLPG,2048,38.575794877684
RD,All,E5RESLPG,2049,39.1743693591204
RD,All,E5RESLPG,2050,39.7729438405568
RD,All,E5RESELE,2018,18.44620344
RD,All,E5RESELE,2019,19.0495940361509
RD,All,E5RESELE,2020,18.9839614440171
RD,All,E5RESELE,2021,21.267766379180095
RD,All,E5RESELE,2022,21.8885282353648
RD,All,E5RESELE,2023,22.211743409879695
RD,All,E5RESELE,2024,23.1385241273003
RD,All,E5RESELE,2025,24.0745203985968
RD,All,E5RESELE,2026,24.928888750657105
RD,All,E5RESELE,2027,25.7832571027174
RD,All,E5RESELE,2028,26.637625454777705
RD,All,E5RESELE,2029,27.4919938068379
RD,All,E5RESELE,2030,28.3463621588982
RD,All,E5RESELE,2031,29.2024158699313
RD,All,E5RESELE,2032,30.0584695809644
RD,All,E5RESELE,2033,30.9145232919976
RD,All,E5RESELE,2034,31.770577003030695
RD,All,E5RESELE,2035,32.6266307140638
RD,All,E5RESELE,2036,33.4826844250969
RD,All,E5RESELE,2037,34.33873813613
RD,All,E5RESELE,2038,35.1947918471631
RD,All,E5RESELE,2039,36.0508455581962
RD,All,E5RESELE,2040,36.9068992692293
RD,All,E5RESELE,2041,37.5607424029671
RD,All,E5RESELE,2042,38.2145855367048
RD,All,E5RESELE,2043,38.8684286704425
RD,All,E5RESELE,2044,39.5222718041802
RD,All,E5RESELE,2045,40.1761149379179
RD,All,E5RESELE,2046,40.8299580716556
RD,All,E5RESELE,2047,41.4838012053933
RD,All,E5RESELE,2048,42.137644339131
RD,All,E5RESELE,2049,42.7914874728687
RD,All,E5RESELE,2050,43.4453306066064
RD,All,E5RESKER,2019,0.0789807511480996
RD,All,E5RESKER,2020,0.304424646915812
RD,All,E5RESKER,2021,0.314615607041194
RD,All,E5RESKER,2022,0.460511029160221
RD,All,E5RESKER,2023,0.467311127871999
RD,All,E5RESKER,2024,0.4868095947125259
RD,All,E5RESKER,2025,0.5065019468684139
RD,All,E5RESKER,2026,0.526075893672802
RD,All,E5RESKER,2027,0.54564984047719
RD,All,E5RESKER,2028,0.5652237872815788
RD,All,E5RESKER,2029,0.584797734085966
RD,All,E5RESKER,2030,0.6043716808903549
RD,All,E5RESKER,2031,0.6226053699117329
RD,All,E5RESKER,2032,0.6408390589331109
RD,All,E5RESKER,2033,0.659072747954489
RD,All,E5RESKER,2034,0.677306436975867
RD,All,E5RESKER,2035,0.695540125997245
RD,All,E5RESKER,2036,0.713773815018624
RD,All,E5RESKER,2037,0.732007504040002
RD,All,E5RESKER,2038,0.75024119306138
RD,All,E5RESKER,2039,0.768474882082758
RD,All,E5RESKER,2040,0.786708571104136
RD,All,E5RESKER,2041,0.800645910941783
RD,All,E5RESKER,2042,0.81458325077943
RD,All,E5RESKER,2043,0.828520590617076
RD,All,E5RESKER,2044,0.842457930454723
RD,All,E5RESKER,2045,0.85639527029237
RD,All,E5RESKER,2046,0.870332610130017
RD,All,E5RESKER,2047,0.884269949967663
RD,All,E5RESKER,2048,0.89820728980531
RD,All,E5RESKER,2049,0.9121446296429568
RD,All,E5RESKER,2050,0.9260819694806028
RD,All,E5RESFIR,2018,12.4724772
RD,All,E5RESFIR,2019,18.2841283082596
RD,All,E5RESFIR,2020,18.5188133229823
RD,All,E5RESFIR,2021,18.7516979822882
RD,All,E5RESFIR,2022,18.9054825751697
RD,All,E5RESFIR,2023,19.1846488482108
RD,All,E5RESFIR,2024,19.9851246278427
RD,All,E5RESFIR,2025,20.793560033236
RD,All,E5RESFIR,2026,21.597134512032895
RD,All,E5RESFIR,2027,22.400708990829905
RD,All,E5RESFIR,2028,23.2042834696268
RD,All,E5RESFIR,2029,24.007857948423695
RD,All,E5RESFIR,2030,24.8114324272206
RD,All,E5RESFIR,2031,25.559984944417305
RD,All,E5RESFIR,2032,26.308537461614
RD,All,E5RESFIR,2033,27.0570899788107
RD,All,E5RESFIR,2034,27.8056424960074
RD,All,E5RESFIR,2035,28.5541950132041
RD,All,E5RESFIR,2036,29.3027475304008
RD,All,E5RESFIR,2037,30.0513000475975
RD,All,E5RESFIR,2038,30.7998525647942
RD,All,E5RESFIR,2039,31.548405081991
RD,All,E5RESFIR,2040,32.2969575991877
