REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
RD,All,DIRECT_DISC,DIRECTW,2043,1.96348423604948
RD,All,DIRECT_DISC,DIRECTW,2044,2.02010406380177
RD,All,DIRECT_DISC,DIRECTW,2045,2.07667504110067
RD,All,DIRECT_DISC,DIRECTW,2046,2.13716096652995
RD,All,DIRECT_DISC,DIRECTW,2047,2.19779266743339
RD,All,DIRECT_DISC,DIRECTW,2048,2.2587963600032106
RD,All,DIRECT_DISC,DIRECTW,2049,2.3198676893867294
RD,All,DIRECT_DISC,DIRECTW,2050,2.3813754781159098
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2018,3.608708
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2019,3.765366
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2020,3.41847
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2021,4.435652
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2022,4.415431
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2023,4.5153680000000005
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2024,4.696335
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2025,5.24446526169994
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2026,5.60633081444016
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2027,5.96391945890764
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2028,6.31708719395739
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2029,6.66590622004742
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2030,7.01037653717772
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2031,7.350498145348292
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2032,7.686271044559129
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2033,8.017764636871219
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2034,8.34483971839161
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2035,8.66756609095226
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2036,8.98594375455319
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2037,9.29997270919438
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2038,9.609720358081821
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2039,9.91505149503256
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2040,10.2160339230236
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2041,10.5126676420548
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2042,10.8049526521264
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2043,11.0928889532382
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2044,11.3765415499703
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2045,11.6557800333916
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2046,11.9306698078533
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2047,12.2012108733552
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2048,12.4674032298974
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2049,12.7293098832048
RD,All,PROD_CLK_TRAD,RAW_MAT_CLK,2050,12.9868044220565
RD,All,PROD_CEM,RAW_MAT_CEM,2018,1.465992
RD,All,PROD_CEM,RAW_MAT_CEM,2019,1.523934
RD,All,PROD_CEM,RAW_MAT_CEM,2020,1.39563
RD,All,PROD_CEM,RAW_MAT_CEM,2021,1.771848
RD,All,PROD_CEM,RAW_MAT_CEM,2022,1.764369
RD,All,PROD_CEM,RAW_MAT_CEM,2023,1.8013320000000002
RD,All,PROD_CEM,RAW_MAT_CEM,2024,1.8682650000000005
RD,All,PROD_CEM,RAW_MAT_CEM,2025,2.11323473830006
RD,All,PROD_CEM,RAW_MAT_CEM,2026,2.295269185559839
RD,All,PROD_CEM,RAW_MAT_CEM,2027,2.481680541092361
RD,All,PROD_CEM,RAW_MAT_CEM,2028,2.672412806042608
RD,All,PROD_CEM,RAW_MAT_CEM,2029,2.867493779952584
RD,All,PROD_CEM,RAW_MAT_CEM,2030,3.0669234628222783
RD,All,PROD_CEM,RAW_MAT_CEM,2031,3.270701854651711
RD,All,PROD_CEM,RAW_MAT_CEM,2032,3.4788289554408727
RD,All,PROD_CEM,RAW_MAT_CEM,2033,3.691335363128781
RD,All,PROD_CEM,RAW_MAT_CEM,2034,3.9081602816083914
RD,All,PROD_CEM,RAW_MAT_CEM,2035,4.12933390904774
RD,All,PROD_CEM,RAW_MAT_CEM,2036,4.354856245446817
RD,All,PROD_CEM,RAW_MAT_CEM,2037,4.584727290805625
RD,All,PROD_CEM,RAW_MAT_CEM,2038,4.818979641918174
RD,All,PROD_CEM,RAW_MAT_CEM,2039,5.057548504967441
RD,All,PROD_CEM,RAW_MAT_CEM,2040,5.300466076976436
RD,All,PROD_CEM,RAW_MAT_CEM,2041,5.547732357945144
RD,All,PROD_CEM,RAW_MAT_CEM,2042,5.799347347873596
RD,All,PROD_CEM,RAW_MAT_CEM,2043,6.055311046761776
RD,All,PROD_CEM,RAW_MAT_CEM,2044,6.315658450029726
RD,All,PROD_CEM,RAW_MAT_CEM,2045,6.580319966608348
RD,All,PROD_CEM,RAW_MAT_CEM,2046,6.8493301921467165
RD,All,PROD_CEM,RAW_MAT_CEM,2047,7.122689126644815
RD,All,PROD_CEM,RAW_MAT_CEM,2048,7.400396770102641
RD,All,PROD_CEM,RAW_MAT_CEM,2049,7.682490116795224
RD,All,PROD_CEM,RAW_MAT_CEM,2050,7.968895577943511
RD,All,PROD_CEM,CLK_PROD,2018,3.963608
RD,All,PROD_CEM,CLK_PROD,2019,4.120266
RD,All,PROD_CEM,CLK_PROD,2020,3.77337
RD,All,PROD_CEM,CLK_PROD,2021,4.790552
RD,All,PROD_CEM,CLK_PROD,2022,4.770331
RD,All,PROD_CEM,CLK_PROD,2023,4.870268
RD,All,PROD_CEM,CLK_PROD,2024,5.051235
RD,All,PROD_CEM,CLK_PROD,2025,5.5993652616999405
RD,All,PROD_CEM,CLK_PROD,2026,5.961230814440161
RD,All,PROD_CEM,CLK_PROD,2027,6.318819458907639
RD,All,PROD_CEM,CLK_PROD,2028,6.671987193957393
RD,All,PROD_CEM,CLK_PROD,2029,7.020806220047415
RD,All,PROD_CEM,CLK_PROD,2030,7.365276537177722
RD,All,PROD_CEM,CLK_PROD,2031,7.705398145348288
RD,All,PROD_CEM,CLK_PROD,2032,8.041171044559126
RD,All,PROD_CEM,CLK_PROD,2033,8.372664636871217
RD,All,PROD_CEM,CLK_PROD,2034,8.69973971839161
RD,All,PROD_CEM,CLK_PROD,2035,9.022466090952259
RD,All,PROD_CEM,CLK_PROD,2036,9.340843754553182
RD,All,PROD_CEM,CLK_PROD,2037,9.654872709194375
RD,All,PROD_CEM,CLK_PROD,2038,9.964620358081824
RD,All,PROD_CEM,CLK_PROD,2039,10.26995149503256
RD,All,PROD_CEM,CLK_PROD,2040,10.570933923023563
RD,All,PROD_CEM,CLK_PROD,2041,10.867567642054857
RD,All,PROD_CEM,CLK_PROD,2042,11.159852652126403
RD,All,PROD_CEM,CLK_PROD,2043,11.447788953238224
RD,All,PROD_CEM,CLK_PROD,2044,11.731441549970274
RD,All,PROD_CEM,CLK_PROD,2045,12.010680033391653
RD,All,PROD_CEM,CLK_PROD,2046,12.285569807853282
RD,All,PROD_CEM,CLK_PROD,2047,12.556110873355186
RD,All,PROD_CEM,CLK_PROD,2048,12.822303229897358
RD,All,PROD_CEM,CLK_PROD,2049,13.084209883204776
RD,All,PROD_CEM,CLK_PROD,2050,13.341704422056488
RD,All,T5DSLCOM,E1DSL,2018,1.130436
RD,All,T5DSLCOM,E1DSL,2019,1.34051519973021
RD,All,T5DSLCOM,E1DSL,2020,1.15598149483875
RD,All,T5DSLCOM,E1DSL,2021,1.3158819494067
RD,All,T5DSLCOM,E1DSL,2022,1.22802746872552
RD,All,T5DSLCOM,E1DSL,2023,1.22254665169204
RD,All,T5DSLCOM,E1DSL,2024,1.26429917581606
RD,All,T5DSLCOM,E1DSL,2025,1.3061603371669
RD,All,T5DSLCOM,E1DSL,2026,1.34694080441192
RD,All,T5DSLCOM,E1DSL,2027,1.38772127165693
RD,All,T5DSLCOM,E1DSL,2028,1.42850173890195
RD,All,T5DSLCOM,E1DSL,2029,1.46928220614696
RD,All,T5DSLCOM,E1DSL,2030,1.51006267339198
RD,All,T5DSLCOM,E1DSL,2031,1.54653323223098
RD,All,T5DSLCOM,E1DSL,2032,1.58300379106998
RD,All,T5DSLCOM,E1DSL,2033,1.61947434990898
RD,All,T5DSLCOM,E1DSL,2034,1.6559449087479798
RD,All,T5DSLCOM,E1DSL,2035,1.69241546758699
RD,All,T5DSLCOM,E1DSL,2036,1.72888602642599
RD,All,T5DSLCOM,E1DSL,2037,1.76535658526499
RD,All,T5DSLCOM,E1DSL,2038,1.8018271441039897
RD,All,T5DSLCOM,E1DSL,2039,1.8382977029429897
RD,All,T5DSLCOM,E1DSL,2040,1.8747682617819896
RD,All,T5DSLCOM,E1DSL,2041,1.90158750048656
RD,All,T5DSLCOM,E1DSL,2042,1.92840673919112
RD,All,T5DSLCOM,E1DSL,2043,1.95522597789569
RD,All,T5DSLCOM,E1DSL,2044,1.98204521660025
RD,All,T5DSLCOM,E1DSL,2045,2.0088644553048094
RD,All,T5DSLCOM,E1DSL,2046,2.03568369400938
RD,All,T5DSLCOM,E1DSL,2047,2.06250293271394
RD,All,T5DSLCOM,E1DSL,2048,2.0893221714185106
RD,All,T5DSLCOM,E1DSL,2049,2.11614141012307
RD,All,T5DSLCOM,E1DSL,2050,2.14296064882763
RD,All,T5GSLCOM,E1GSL,2018,0.03223836
RD,All,T5GSLCOM,E1GSL,2019,0.0011545953256971
RD,All,T5GSLCOM,E1GSL,2020,0.0010665218885846
RD,All,T5GSLCOM,E1GSL,2021,0.001305187115188
RD,All,T5GSLCOM,E1GSL,2022,0.0016135484443297
RD,All,T5GSLCOM,E1GSL,2023,0.0016063470062322
RD,All,T5GSLCOM,E1GSL,2024,0.0016612071148721
RD,All,T5GSLCOM,E1GSL,2025,0.001716209965782
RD,All,T5GSLCOM,E1GSL,2026,0.0017697928547303
RD,All,T5GSLCOM,E1GSL,2027,0.0018233757436786
RD,All,T5GSLCOM,E1GSL,2028,0.001876958632627
RD,All,T5GSLCOM,E1GSL,2029,0.0019305415215754
RD,All,T5GSLCOM,E1GSL,2030,0.0019841244105237
RD,All,T5GSLCOM,E1GSL,2031,0.0020320443593662
RD,All,T5GSLCOM,E1GSL,2032,0.0020799643082087
RD,All,T5GSLCOM,E1GSL,2033,0.0021278842570511
RD,All,T5GSLCOM,E1GSL,2034,0.0021758042058937
RD,All,T5GSLCOM,E1GSL,2035,0.0022237241547361
RD,All,T5GSLCOM,E1GSL,2036,0.0022716441035787
RD,All,T5GSLCOM,E1GSL,2037,0.0023195640524211
RD,All,T5GSLCOM,E1GSL,2038,0.0023674840012637
RD,All,T5GSLCOM,E1GSL,2039,0.0024154039501061
RD,All,T5GSLCOM,E1GSL,2040,0.0024633238989485
RD,All,T5GSLCOM,E1GSL,2041,0.0024985626391169
RD,All,T5GSLCOM,E1GSL,2042,0.002533801379285
RD,All,T5GSLCOM,E1GSL,2043,0.0025690401194533
RD,All,T5GSLCOM,E1GSL,2044,0.0026042788596215
RD,All,T5GSLCOM,E1GSL,2045,0.0026395175997897
RD,All,T5GSLCOM,E1GSL,2046,0.002674756339958
RD,All,T5GSLCOM,E1GSL,2047,0.0027099950801262
RD,All,T5GSLCOM,E1GSL,2048,0.0027452338202943
RD,All,T5GSLCOM,E1GSL,2049,0.0027804725604625
RD,All,T5GSLCOM,E1GSL,2050,0.0028157113006308
RD,All,T5NGSCOM,E1NGS,2018,0.09504036
RD,All,T5LPGCOM,E1LPG,2018,2.09633076
RD,All,T5LPGCOM,E1LPG,2019,2.57732989885163
RD,All,T5LPGCOM,E1LPG,2020,2.26520084281075
RD,All,T5LPGCOM,E1LPG,2021,2.51381917100904
RD,All,T5LPGCOM,E1LPG,2022,2.4881653494429
RD,All,T5LPGCOM,E1LPG,2023,2.4770604031964494
RD,All,T5LPGCOM,E1LPG,2024,2.56165719473646
RD,All,T5LPGCOM,E1LPG,2025,2.64647410137186
RD,All,T5LPGCOM,E1LPG,2026,2.72910136185036
RD,All,T5LPGCOM,E1LPG,2027,2.81172862232886
RD,All,T5LPGCOM,E1LPG,2028,2.89435588280736
RD,All,T5LPGCOM,E1LPG,2029,2.97698314328586
RD,All,T5LPGCOM,E1LPG,2030,3.05961040376436
RD,All,T5LPGCOM,E1LPG,2031,3.1335051521222295
RD,All,T5LPGCOM,E1LPG,2032,3.2073999004801
RD,All,T5LPGCOM,E1LPG,2033,3.28129464883797
RD,All,T5LPGCOM,E1LPG,2034,3.35518939719583
RD,All,T5LPGCOM,E1LPG,2035,3.4290841455537
RD,All,T5LPGCOM,E1LPG,2036,3.5029788939115702
RD,All,T5LPGCOM,E1LPG,2037,3.5768736422694403
RD,All,T5LPGCOM,E1LPG,2038,3.6507683906273
RD,All,T5LPGCOM,E1LPG,2039,3.7246631389851697
RD,All,T5LPGCOM,E1LPG,2040,3.79855788734304
RD,All,T5LPGCOM,E1LPG,2041,3.85289763310816
RD,All,T5LPGCOM,E1LPG,2042,3.9072373788732895
RD,All,T5LPGCOM,E1LPG,2043,3.9615771246384095
RD,All,T5LPGCOM,E1LPG,2044,4.01591687040354
RD,All,T5LPGCOM,E1LPG,2045,4.07025661616866
RD,All,T5LPGCOM,E1LPG,2046,4.12459636193379
RD,All,T5LPGCOM,E1LPG,2047,4.1789361076989096
RD,All,T5LPGCOM,E1LPG,2048,4.23327585346403
RD,All,T5LPGCOM,E1LPG,2049,4.28761559922916
RD,All,T5LPGCOM,E1LPG,2050,4.34195534499428
RD,All,T5ELECOM,E3ELE,2018,16.1066196
RD,All,T5ELECOM,E3ELE,2019,15.85141820049
RD,All,T5ELECOM,E3ELE,2020,15.7968044557813
RD,All,T5ELECOM,E3ELE,2021,17.6971886344105
RD,All,T5ELECOM,E3ELE,2022,18.2137327542812
RD,All,T5ELECOM,E3ELE,2023,18.1324429303438
RD,All,T5ELECOM,E3ELE,2024,18.7517037657719
RD,All,T5ELECOM,E3ELE,2025,19.3725758757576
RD,All,T5ELECOM,E3ELE,2026,19.7402114569572
RD,All,T5ELECOM,E3ELE,2027,20.1078470381568
RD,All,T5ELECOM,E3ELE,2028,20.4754826193564
RD,All,T5ELECOM,E3ELE,2029,20.843118200556
RD,All,T5ELECOM,E3ELE,2030,21.2107537817556
RD,All,T5ELECOM,E3ELE,2031,21.7312481174202
RD,All,T5ELECOM,E3ELE,2032,22.251742453084695
RD,All,T5ELECOM,E3ELE,2033,22.7722367887492
RD,All,T5ELECOM,E3ELE,2034,23.292731124413695
RD,All,T5ELECOM,E3ELE,2035,23.8132254600782
RD,All,T5ELECOM,E3ELE,2036,24.333719795742695
RD,All,T5ELECOM,E3ELE,2037,24.8542141314072
RD,All,T5ELECOM,E3ELE,2038,25.374708467071695
RD,All,T5ELECOM,E3ELE,2039,25.8952028027362
RD,All,T5ELECOM,E3ELE,2040,26.415697138400695
RD,All,T5ELECOM,E3ELE,2041,26.793583249204
RD,All,T5ELECOM,E3ELE,2042,27.1714693600073
RD,All,T5ELECOM,E3ELE,2043,27.5493554708105
RD,All,T5ELECOM,E3ELE,2044,27.9272415816138
RD,All,T5ELECOM,E3ELE,2045,28.305127692417095
RD,All,T5ELECOM,E3ELE,2046,28.6830138032204
RD,All,T5ELECOM,E3ELE,2047,29.0608999140237
RD,All,T5ELECOM,E3ELE,2048,29.438786024827
RD,All,T5ELECOM,E3ELE,2049,29.816672135630295
RD,All,T5ELECOM,E3ELE,2050,30.1945582464336
RD,All,T5FIRCOM,E1FIR,2018,0.02470212
RD,All,T5FIRCOM,E1FIR,2019,0.0025934812963599
RD,All,T5FIRCOM,E1FIR,2020,0.0026267697958692
RD,All,T5FIRCOM,E1FIR,2021,0.0026598029270056
RD,All,T5FIRCOM,E1FIR,2022,0.002681616242827
RD,All,T5FIRCOM,E1FIR,2023,0.002669647904695
RD,All,T5FIRCOM,E1FIR,2024,0.0027608219620524
RD,All,T5FIRCOM,E1FIR,2025,0.0028522332481033
RD,All,T5FIRCOM,E1FIR,2026,0.0029412846464958
RD,All,T5FIRCOM,E1FIR,2027,0.0030303360448882
RD,All,T5FIRCOM,E1FIR,2028,0.0031193874432806
RD,All,T5FIRCOM,E1FIR,2029,0.003208438841673
RD,All,T5FIRCOM,E1FIR,2030,0.0032974902400654
RD,All,T5FIRCOM,E1FIR,2031,0.0033771301874268
RD,All,T5FIRCOM,E1FIR,2032,0.0034567701347882
RD,All,T5FIRCOM,E1FIR,2033,0.0035364100821495
RD,All,T5FIRCOM,E1FIR,2034,0.003616050029511
RD,All,T5FIRCOM,E1FIR,2035,0.0036956899768724
RD,All,T5FIRCOM,E1FIR,2036,0.0037753299242338
RD,All,T5FIRCOM,E1FIR,2037,0.0038549698715951
RD,All,T5FIRCOM,E1FIR,2038,0.0039346098189566
RD,All,T5FIRCOM,E1FIR,2039,0.0040142497663179
RD,All,T5FIRCOM,E1FIR,2040,0.0040938897136793
RD,All,T5FIRCOM,E1FIR,2041,0.0041524542881388
RD,All,T5FIRCOM,E1FIR,2042,0.0042110188625981
RD,All,T5FIRCOM,E1FIR,2043,0.0042695834370577
RD,All,T5FIRCOM,E1FIR,2044,0.0043281480115171
RD,All,T5FIRCOM,E1FIR,2045,0.0043867125859765
RD,All,T5FIRCOM,E1FIR,2046,0.0044452771604359
RD,All,T5FIRCOM,E1FIR,2047,0.0045038417348954
RD,All,T5FIRCOM,E1FIR,2048,0.0045624063093549
RD,All,T5FIRCOM,E1FIR,2049,0.0046209708838142
RD,All,T5FIRCOM,E1FIR,2050,0.0046795354582736
RD,All,T5DSLIND,E1DSL,2018,4.92283944
RD,All,T5DSLIND,E1DSL,2019,7.14324582542041
RD,All,T5DSLIND,E1DSL,2020,6.159915224334649
RD,All,T5DSLIND,E1DSL,2021,7.0119818437995
RD,All,T5DSLIND,E1DSL,2022,6.54382888850542
RD,All,T5DSLIND,E1DSL,2023,6.524619180217529
RD,All,T5DSLIND,E1DSL,2024,6.76372300007304
RD,All,T5DSLIND,E1DSL,2025,7.00402715615426
RD,All,T5DSLIND,E1DSL,2026,7.239685867583699
RD,All,T5DSLIND,E1DSL,2027,7.475344579013139
RD,All,T5DSLIND,E1DSL,2028,7.71100329044258
RD,All,T5DSLIND,E1DSL,2029,7.946662001872019
RD,All,T5DSLIND,E1DSL,2030,8.18232071330146
RD,All,T5DSLIND,E1DSL,2031,8.39592572345274
RD,All,T5DSLIND,E1DSL,2032,8.609530733604009
RD,All,T5DSLIND,E1DSL,2033,8.82313574375529
RD,All,T5DSLIND,E1DSL,2034,9.036740753906567
RD,All,T5DSLIND,E1DSL,2035,9.25034576405784
RD,All,T5DSLIND,E1DSL,2036,9.46395077420912
RD,All,T5DSLIND,E1DSL,2037,9.677555784360388
RD,All,T5DSLIND,E1DSL,2038,9.89116079451167
RD,All,T5DSLIND,E1DSL,2039,10.1047658046629
RD,All,T5DSLIND,E1DSL,2040,10.3183708148142
RD,All,T5DSLIND,E1DSL,2041,10.4774680577499
RD,All,T5DSLIND,E1DSL,2042,10.6365653006855
RD,All,T5DSLIND,E1DSL,2043,10.7956625436212
RD,All,T5DSLIND,E1DSL,2044,10.9547597865569
RD,All,T5DSLIND,E1DSL,2045,11.1138570294925
RD,All,T5DSLIND,E1DSL,2046,11.2729542724282
RD,All,T5DSLIND,E1DSL,2047,11.4320515153639
RD,All,T5DSLIND,E1DSL,2048,11.5911487582995
RD,All,T5DSLIND,E1DSL,2049,11.7502460012352
RD,All,T5DSLIND,E1DSL,2050,11.9093432441709
RD,All,T5GSLIND,E1GSL,2018,0.0008373599999999
RD,All,T5GSLIND,E1GSL,2019,0.0615910274011697
RD,All,T5GSLIND,E1GSL,2020,0.0568928155188027
RD,All,T5GSLIND,E1GSL,2021,0.0696242342109442
RD,All,T5GSLIND,E1GSL,2022,0.0860735395648817
RD,All,T5GSLIND,E1GSL,2023,0.0858208667620748
RD,All,T5GSLIND,E1GSL,2024,0.0889658927780512
RD,All,T5GSLIND,E1GSL,2025,0.0921267072856546
RD,All,T5GSLIND,E1GSL,2026,0.0952264184436986
RD,All,T5GSLIND,E1GSL,2027,0.0983261296017426
RD,All,T5GSLIND,E1GSL,2028,0.101425840759787
RD,All,T5GSLIND,E1GSL,2029,0.104525551917831
RD,All,T5GSLIND,E1GSL,2030,0.107625263075875
RD,All,T5GSLIND,E1GSL,2031,0.110434893279502
RD,All,T5GSLIND,E1GSL,2032,0.1132445234831289
RD,All,T5GSLIND,E1GSL,2033,0.116054153686756
RD,All,T5GSLIND,E1GSL,2034,0.118863783890383
RD,All,T5GSLIND,E1GSL,2035,0.121673414094011
RD,All,T5GSLIND,E1GSL,2036,0.124483044297638
RD,All,T5GSLIND,E1GSL,2037,0.127292674501265
RD,All,T5GSLIND,E1GSL,2038,0.130102304704892
RD,All,T5GSLIND,E1GSL,2039,0.1329119349085189
RD,All,T5GSLIND,E1GSL,2040,0.135721565112146
RD,All,T5GSLIND,E1GSL,2041,0.137814233344737
RD,All,T5GSLIND,E1GSL,2042,0.1399069015773279
RD,All,T5GSLIND,E1GSL,2043,0.141999569809919
RD,All,T5GSLIND,E1GSL,2044,0.14409223804251
RD,All,T5GSLIND,E1GSL,2045,0.146184906275101
RD,All,T5GSLIND,E1GSL,2046,0.1482775745076919
RD,All,T5GSLIND,E1GSL,2047,0.1503702427402829
RD,All,T5GSLIND,E1GSL,2048,0.152462910972874
RD,All,T5GSLIND,E1GSL,2049,0.154555579205465
RD,All,T5GSLIND,E1GSL,2050,0.156648247438056
RD,All,T5NGSIND,E1NGS,2018,3.8330154
RD,All,T5NGSIND,E1NGS,2019,4.03893106370492
RD,All,T5NGSIND,E1NGS,2020,4.22523204628071
RD,All,T5NGSIND,E1NGS,2021,3.34094149834626
RD,All,T5NGSIND,E1NGS,2022,3.87878719874835
RD,All,T5NGSIND,E1NGS,2023,3.8674008419428305
RD,All,T5NGSIND,E1NGS,2024,4.009127169362009
RD,All,T5NGSIND,E1NGS,2025,4.15156498372038
RD,All,T5NGSIND,E1NGS,2026,4.29124925859065
RD,All,T5NGSIND,E1NGS,2027,4.430933533460929
RD,All,T5NGSIND,E1NGS,2028,4.5706178083312
RD,All,T5NGSIND,E1NGS,2029,4.71030208320148
RD,All,T5NGSIND,E1NGS,2030,4.84998635807175
RD,All,T5NGSIND,E1NGS,2031,4.976598528573129
RD,All,T5NGSIND,E1NGS,2032,5.10321069907451
RD,All,T5NGSIND,E1NGS,2033,5.22982286957588
RD,All,T5NGSIND,E1NGS,2034,5.35643504007726
RD,All,T5NGSIND,E1NGS,2035,5.48304721057864
RD,All,T5NGSIND,E1NGS,2036,5.60965938108001
RD,All,T5NGSIND,E1NGS,2037,5.73627155158139
RD,All,T5NGSIND,E1NGS,2038,5.86288372208276
RD,All,T5NGSIND,E1NGS,2039,5.98949589258414
RD,All,T5NGSIND,E1NGS,2040,6.11610806308552
RD,All,T5NGSIND,E1NGS,2041,6.2104113157789
RD,All,T5NGSIND,E1NGS,2042,6.304714568472289
RD,All,T5NGSIND,E1NGS,2043,6.39901782116568
RD,All,T5NGSIND,E1NGS,2044,6.49332107385906
RD,All,T5NGSIND,E1NGS,2045,6.58762432655245
RD,All,T5NGSIND,E1NGS,2046,6.68192757924584
RD,All,T5NGSIND,E1NGS,2047,6.77623083193922
RD,All,T5NGSIND,E1NGS,2048,6.8705340846326095
RD,All,T5NGSIND,E1NGS,2049,6.964837337326
RD,All,T5NGSIND,E1NGS,2050,7.05914059001938
RD,All,T5LPGIND,E1LPG,2018,0.95333436
RD,All,T5LPGIND,E1LPG,2019,2.31572751052059
RD,All,T5LPGIND,E1LPG,2020,2.03527996586255
RD,All,T5LPGIND,E1LPG,2021,2.25866320542568
RD,All,T5LPGIND,E1LPG,2022,2.2356132806267106
RD,All,T5LPGIND,E1LPG,2023,2.22905053583354
RD,All,T5LPGIND,E1LPG,2024,2.3107372186953894
RD,All,T5LPGIND,E1LPG,2025,2.3928339806796
RD,All,T5LPGIND,E1LPG,2026,2.47334368744966
RD,All,T5LPGIND,E1LPG,2027,2.55385339421972
RD,All,T5LPGIND,E1LPG,2028,2.63436310098978
RD,All,T5LPGIND,E1LPG,2029,2.71487280775984
RD,All,T5LPGIND,E1LPG,2030,2.7953825145299
RD,All,T5LPGIND,E1LPG,2031,2.86835786361665
RD,All,T5LPGIND,E1LPG,2032,2.94133321270339
RD,All,T5LPGIND,E1LPG,2033,3.01430856179013
RD,All,T5LPGIND,E1LPG,2034,3.08728391087688
RD,All,T5LPGIND,E1LPG,2035,3.16025925996362
RD,All,T5LPGIND,E1LPG,2036,3.23323460905036
RD,All,T5LPGIND,E1LPG,2037,3.3062099581371
RD,All,T5LPGIND,E1LPG,2038,3.37918530722385
RD,All,T5LPGIND,E1LPG,2039,3.45216065631059
RD,All,T5LPGIND,E1LPG,2040,3.52513600539733
RD,All,T5LPGIND,E1LPG,2041,3.57948949099088
RD,All,T5LPGIND,E1LPG,2042,3.63384297658444
RD,All,T5LPGIND,E1LPG,2043,3.6881964621779906
RD,All,T5LPGIND,E1LPG,2044,3.74254994777155
RD,All,T5LPGIND,E1LPG,2045,3.7969034333651
RD,All,T5LPGIND,E1LPG,2046,3.85125691895866
RD,All,T5LPGIND,E1LPG,2047,3.9056104045522098
RD,All,T5LPGIND,E1LPG,2048,3.95996389014576
RD,All,T5LPGIND,E1LPG,2049,4.01431737573932
RD,All,T5LPGIND,E1LPG,2050,4.06867086133287
RD,All,T5ELEIND,E3ELE,2018,25.35902892
RD,All,T5ELEIND,E3ELE,2019,21.3382377044657
RD,All,T5ELEIND,E3ELE,2020,21.2647199250604
RD,All,T5ELEIND,E3ELE,2021,23.8229042351647
RD,All,T5ELEIND,E3ELE,2022,24.5182452497816
RD,All,T5ELEIND,E3ELE,2023,24.446270822117896
RD,All,T5ELEIND,E3ELE,2024,25.3421386993594
RD,All,T5ELEIND,E3ELE,2025,26.2425039646692
RD,All,T5ELEIND,E3ELE,2026,26.7741311066122
RD,All,T5ELEIND,E3ELE,2027,27.3057582485553
RD,All,T5ELEIND,E3ELE,2028,27.837385390498305
RD,All,T5ELEIND,E3ELE,2029,28.3690125324413
RD,All,T5ELEIND,E3ELE,2030,28.9006396743844
RD,All,T5ELEIND,E3ELE,2031,29.6551103981962
RD,All,T5ELEIND,E3ELE,2032,30.409581122008
RD,All,T5ELEIND,E3ELE,2033,31.164051845819895
RD,All,T5ELEIND,E3ELE,2034,31.9185225696317
RD,All,T5ELEIND,E3ELE,2035,32.6729932934436
RD,All,T5ELEIND,E3ELE,2036,33.4274640172554
RD,All,T5ELEIND,E3ELE,2037,34.1819347410673
RD,All,T5ELEIND,E3ELE,2038,34.9364054648791
RD,All,T5ELEIND,E3ELE,2039,35.690876188691
RD,All,T5ELEIND,E3ELE,2040,36.4453469125028
RD,All,T5ELEIND,E3ELE,2041,37.0072916531675
RD,All,T5ELEIND,E3ELE,2042,37.5692363938322
RD,All,T5ELEIND,E3ELE,2043,38.1311811344969
RD,All,T5ELEIND,E3ELE,2044,38.6931258751616
RD,All,T5ELEIND,E3ELE,2045,39.2550706158264
RD,All,T5ELEIND,E3ELE,2046,39.8170153564911
RD,All,T5ELEIND,E3ELE,2047,40.3789600971558
RD,All,T5ELEIND,E3ELE,2048,40.9409048378205
RD,All,T5ELEIND,E3ELE,2049,41.5028495784852
RD,All,T5ELEIND,E3ELE,2050,42.0647943191499
