,Parameter,REGION,MODE_OF_OPERATION,TECHNOLOGY,FUEL,EMISSION,YEAR,TIMESLICE,VALUE
23754,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2018.0,All,7.7471999999999985
23755,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2019.0,All,7.9104
23756,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2020.0,All,5.964480000000001
23757,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2021.0,All,6.894880000000001
23758,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2022.0,All,7.836159999999999
23759,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2023.0,All,8.00835584
23760,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2024.0,All,8.20497792
23761,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2025.0,All,8.39724672
23762,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2026.0,All,8.58418176
23763,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2027.0,All,8.76457758
23764,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2028.0,All,8.9368552
23765,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2029.0,All,9.10165329
23766,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2030.0,All,9.25967847
23767,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2031.0,All,9.411698800000002
23768,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2032.0,All,9.5570589
23769,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2033.0,All,9.69244853
23770,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2034.0,All,9.80886244
23771,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2035.0,All,9.953983500000003
23772,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2036.0,All,9.92050486
23773,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2037.0,All,10.157198180000002
23774,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2038.0,All,10.042703739999997
23775,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2039.0,All,9.892185929999997
23776,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2040.0,All,9.76056568
23777,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2041.0,All,9.689645769999998
23778,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2042.0,All,9.690352540000005
23779,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2043.0,All,9.75150141
23780,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2044.0,All,9.854846730000002
23781,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2045.0,All,9.983845440000003
23782,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2046.0,All,10.12892798
23783,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2047.0,All,10.282517820000002
23784,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2048.0,All,10.16913261
23785,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2049.0,All,10.30785445
23786,RateOfProductionByTechnology,CR,,Techs_SUVMIV,E6TDPASPRI,,2050.0,All,10.46216992
23787,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2018.0,All,14.4027
23788,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2019.0,All,14.706
23789,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2020.0,All,11.0883
23790,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2021.0,All,12.8181
23791,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2022.0,All,14.791719999999998
23792,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2023.0,All,15.116784160000002
23793,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2024.0,All,15.48816208
23794,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2025.0,All,15.851293279999998
23795,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2026.0,All,16.203778240000002
23796,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2027.0,All,16.543012420000004
23797,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2028.0,All,16.868384799999998
23798,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2029.0,All,17.179346709999997
23799,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2030.0,All,17.477791529999998
23800,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2031.0,All,17.764691199999998
23801,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2032.0,All,18.0392111
23802,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2033.0,All,18.29475147
23803,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2034.0,All,18.42517756
23804,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2035.0,All,18.60838449
23805,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2036.0,All,18.72415192
23806,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2037.0,All,18.36408042
23807,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2038.0,All,18.15633962
23808,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2039.0,All,17.88441368
23809,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2040.0,All,17.646589379999998
23810,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2041.0,All,17.51816224
23811,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2042.0,All,17.51922544
23812,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2043.0,All,17.62934404
23813,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2044.0,All,17.81611444
23814,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2045.0,All,18.05162034
23815,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2046.0,All,18.31421178
23816,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2047.0,All,18.59164557
23817,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2048.0,All,19.14739425
23818,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2049.0,All,19.45457582
23819,RateOfProductionByTechnology,CR,,Techs_Sedan,E6TDPASPRI,,2050.0,All,19.745663760000006
23820,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2018.0,All,3.59942
23821,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2019.0,All,3.67521
23822,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2020.0,All,2.77112
23823,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2021.0,All,3.20342
23824,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2022.0,All,3.67752
23825,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2023.0,All,3.75826
23826,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2024.0,All,3.85066
23827,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2025.0,All,3.9408600000000007
23828,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2026.0,All,4.02864
23829,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2027.0,All,4.11301
23830,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2028.0,All,4.19386
23831,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2029.0,All,4.2713
23832,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2030.0,All,4.345330000000001
23833,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2031.0,All,4.41661
23834,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2032.0,All,4.485030000000001
23835,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2033.0,All,4.5485
23836,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2034.0,All,4.69326
23837,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2035.0,All,4.642532010000001
23838,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2036.0,All,4.65584322
23839,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2037.0,All,4.635821400000001
23840,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2038.0,All,4.5834566400000005
23841,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2039.0,All,4.514700390000001
23842,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2040.0,All,4.45474494
23843,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2041.0,All,4.42229199
23844,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2042.0,All,4.42262202
23845,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2043.0,All,4.45045455
23846,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2044.0,All,4.497538830000001
23847,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2045.0,All,4.55683422
23848,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2046.0,All,4.62306024
23849,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2047.0,All,4.69313661
23850,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2048.0,All,4.76497314
23851,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2049.0,All,4.83746973
23852,RateOfProductionByTechnology,CR,,Techs_Motos,E6TDPASPRI,,2050.0,All,4.90996632
23853,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2018.0,All,6.22193
23854,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2019.0,All,6.354760150000001
23855,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2020.0,All,4.790500000000001
23856,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2021.0,All,5.53839
23857,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2022.0,All,6.3803698
23858,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2023.0,All,6.55763003
23859,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2024.0,All,6.7359269600000005
23860,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2025.0,All,6.91523844
23861,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2026.0,All,6.28962007
23862,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2027.0,All,6.46432003
23863,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2028.0,All,6.64165411
23864,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2029.0,All,6.82458932
23865,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2030.0,All,7.01431622
23866,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2031.0,All,7.21570266
23867,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2032.0,All,7.44107848
23868,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2033.0,All,7.703623999999999
23869,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2034.0,All,8.03037611
23870,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2035.0,All,8.460419099999998
23871,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2036.0,All,9.046623210000002
23872,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2037.0,All,9.83225551
23873,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2038.0,All,10.80693045
23874,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2039.0,All,11.87771436
23875,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2040.0,All,12.90774144
23876,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2041.0,All,13.79390015
23877,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2042.0,All,14.50140146
23878,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2043.0,All,15.062280520000002
23879,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2044.0,All,15.51257336
23880,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2045.0,All,15.89486808
23881,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2046.0,All,16.23662624
23882,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2047.0,All,16.54925264
23883,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2048.0,All,16.847707999999997
23884,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2049.0,All,17.13377705
23885,RateOfProductionByTechnology,CR,,Techs_Buses,E6TDPASPUB,,2050.0,All,17.41138109
23886,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2018.0,All,1.856444999999999
23887,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2019.0,All,1.89586485
23888,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2020.0,All,1.4289693
23889,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2021.0,All,1.6524485999999998
23890,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2022.0,All,1.8768552
23891,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2023.0,All,1.92960557
23892,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2024.0,All,1.98012604
23893,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2025.0,All,2.03214789
23894,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2026.0,All,1.8489387
23895,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2027.0,All,1.8993164
23896,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2028.0,All,1.95121758
23897,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2029.0,All,2.00319606
23898,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2030.0,All,2.0577063
23899,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2031.0,All,2.1162828
23900,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2032.0,All,2.18150514
23901,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2033.0,All,2.2585472
23902,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2034.0,All,2.35277639
23903,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2035.0,All,2.47877746
23904,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2036.0,All,2.64962217
23905,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2037.0,All,2.87920963
23906,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2038.0,All,3.1624726
23907,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2039.0,All,3.47627538
23908,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2040.0,All,3.7782583
23909,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2041.0,All,4.03447399
23910,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2042.0,All,4.24236288
23911,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2043.0,All,4.40287344
23912,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2044.0,All,4.53576192
23913,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2045.0,All,4.647012
23914,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2046.0,All,4.743888
23915,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2047.0,All,4.83552736
23916,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2048.0,All,4.9201305600000005
23917,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2049.0,All,5.0032623
23918,RateOfProductionByTechnology,CR,,Techs_Microbuses,E6TDPASPUB,,2050.0,All,5.08470156
23919,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2018.0,All,0.138025
23920,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2019.0,All,0.1409749999999999
23921,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2020.0,All,0.1065249999999999
23922,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2021.0,All,0.122675
23923,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2022.0,All,0.1396749999999999
23924,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2023.0,All,0.1435644
23925,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2024.0,All,0.1474469999999999
23926,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2025.0,All,0.15131367
23927,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2026.0,All,0.13764123
23928,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2027.0,All,0.14146357
23929,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2028.0,All,0.1453283099999999
23930,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2029.0,All,0.14931462
23931,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2030.0,All,0.15347748
23932,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2031.0,All,0.15781454
23933,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2032.0,All,0.1627163799999999
23934,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2033.0,All,0.1674287999999999
23935,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2034.0,All,0.1745474999999999
23936,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2035.0,All,0.1839034399999999
23937,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2036.0,All,0.1966546199999999
23938,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2037.0,All,0.21363486
23939,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2038.0,All,0.23479695
23940,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2039.0,All,0.25811026
23941,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2040.0,All,0.28050026
23942,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2041.0,All,0.29972586
23943,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2042.0,All,0.31513566
23944,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2043.0,All,0.3271460399999999
23945,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2044.0,All,0.33696472
23946,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2045.0,All,0.3453199199999999
23947,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2046.0,All,0.3526857599999999
23948,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2047.0,All,0.3595199999999999
23949,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2048.0,All,0.3659614399999999
23950,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2049.0,All,0.3720606499999999
23951,RateOfProductionByTechnology,CR,,Techs_Taxis,E6TDPASPUB,,2050.0,All,0.37811735
23952,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2018.0,All,0.1
23953,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2019.0,All,0.1
23954,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2020.0,All,0.1
23955,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2021.0,All,0.1
23956,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2022.0,All,0.1
23957,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2023.0,All,0.1
23958,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2024.0,All,0.1
23959,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2025.0,All,0.1
23960,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2026.0,All,1.16
23961,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2027.0,All,1.1721
23962,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2028.0,All,1.1841
23963,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2029.0,All,1.1962
23964,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2030.0,All,1.2082
23965,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2031.0,All,1.2203
23966,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2032.0,All,1.2292
23967,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2033.0,All,1.2381
23968,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2034.0,All,1.247
23969,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2035.0,All,1.2559
23970,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2036.0,All,1.2648
23971,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2037.0,All,1.2703
23972,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2038.0,All,1.2758
23973,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2039.0,All,1.2814
23974,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2040.0,All,1.2869
23975,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2041.0,All,1.2924
23976,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2042.0,All,1.297
23977,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2043.0,All,1.3016
23978,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2044.0,All,1.3062
23979,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2045.0,All,1.3108
23980,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2046.0,All,1.3154
23981,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2047.0,All,1.3204
23982,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2048.0,All,1.3254
23983,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2049.0,All,1.3305
23984,RateOfProductionByTechnology,CR,,Techs_Trains,E6TDPASPUB,,2050.0,All,1.3355
23985,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2022.0,All,0.0038999999999999
23986,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2023.0,All,0.0080999999999999
23987,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2024.0,All,0.0125
23988,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2025.0,All,0.0171
23989,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2026.0,All,0.0221
23990,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2027.0,All,0.0273
23991,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2028.0,All,0.0328
23992,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2029.0,All,0.0388
23993,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2030.0,All,0.0449999999999999
23994,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2031.0,All,0.0516
23995,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2032.0,All,0.0587
23996,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2033.0,All,0.0661999999999999
23997,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2034.0,All,0.0742
23998,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2035.0,All,0.0827999999999999
23999,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2036.0,All,0.0918
24000,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2037.0,All,0.1016101599999999
24001,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2038.0,All,0.1119111899999999
24002,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2039.0,All,0.1229122899999999
24003,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2040.0,All,0.1346134599999999
24004,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2041.0,All,0.14711471
24005,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2042.0,All,0.1605160499999999
24006,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2043.0,All,0.1747174699999999
24007,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2044.0,All,0.1900189999999999
24008,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2045.0,All,0.20632063
24009,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2046.0,All,0.22372237
24010,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2047.0,All,0.2423242299999999
24011,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2048.0,All,0.26222622
24012,RateOfProductionByTechnology,CR,,Techs_Trains_Freight,E6TDFREHEA,,2049.0,All,0.2835283499999999
