,Parameter,REGION,MODE_OF_OPERATION,TECHNOLOGY,FUEL,EMISSION,YEAR,TIMESLICE,VALUE
0,AccumulatedNewCapacity,CR,,DIST_DSL,,,2018.0,,41.87096993003235
1,AccumulatedNewCapacity,CR,,DIST_DSL,,,2019.0,,41.40342991580872
2,AccumulatedNewCapacity,CR,,DIST_DSL,,,2020.0,,37.00212186182796
3,AccumulatedNewCapacity,CR,,DIST_DSL,,,2021.0,,39.091629700000006
4,AccumulatedNewCapacity,CR,,DIST_DSL,,,2022.0,,41.240835159472304
5,AccumulatedNewCapacity,CR,,DIST_DSL,,,2023.0,,40.416508663692056
6,AccumulatedNewCapacity,CR,,DIST_DSL,,,2024.0,,39.67423634633164
7,AccumulatedNewCapacity,CR,,DIST_DSL,,,2025.0,,38.844585355440586
8,AccumulatedNewCapacity,CR,,DIST_DSL,,,2026.0,,37.14844162005378
9,AccumulatedNewCapacity,CR,,DIST_DSL,,,2027.0,,36.16595235290256
10,AccumulatedNewCapacity,CR,,DIST_DSL,,,2028.0,,35.20759664121995
11,AccumulatedNewCapacity,CR,,DIST_DSL,,,2029.0,,34.221350194307526
12,AccumulatedNewCapacity,CR,,DIST_DSL,,,2030.0,,32.67570600385109
13,AccumulatedNewCapacity,CR,,DIST_DSL,,,2031.0,,31.896585724982256
14,AccumulatedNewCapacity,CR,,DIST_DSL,,,2032.0,,31.0394647694612
15,AccumulatedNewCapacity,CR,,DIST_DSL,,,2033.0,,29.74291707115455
16,AccumulatedNewCapacity,CR,,DIST_DSL,,,2034.0,,28.050229151802125
17,AccumulatedNewCapacity,CR,,DIST_DSL,,,2035.0,,26.101999932472005
18,AccumulatedNewCapacity,CR,,DIST_DSL,,,2036.0,,24.296532255797214
19,AccumulatedNewCapacity,CR,,DIST_DSL,,,2037.0,,22.53120049055708
20,AccumulatedNewCapacity,CR,,DIST_DSL,,,2038.0,,19.579367453562377
21,AccumulatedNewCapacity,CR,,DIST_DSL,,,2039.0,,16.600847112361112
22,AccumulatedNewCapacity,CR,,DIST_DSL,,,2040.0,,14.59640590029466
23,AccumulatedNewCapacity,CR,,DIST_DSL,,,2041.0,,12.266995181731286
24,AccumulatedNewCapacity,CR,,DIST_DSL,,,2042.0,,10.894055249551322
25,AccumulatedNewCapacity,CR,,DIST_DSL,,,2043.0,,9.907678475109776
26,AccumulatedNewCapacity,CR,,DIST_DSL,,,2044.0,,9.104047767782994
27,AccumulatedNewCapacity,CR,,DIST_DSL,,,2045.0,,8.39772196728116
28,AccumulatedNewCapacity,CR,,DIST_DSL,,,2046.0,,7.779983575905232
29,AccumulatedNewCapacity,CR,,DIST_DSL,,,2047.0,,7.158013480334254
30,AccumulatedNewCapacity,CR,,DIST_DSL,,,2048.0,,6.830735858482673
31,AccumulatedNewCapacity,CR,,DIST_DSL,,,2049.0,,6.553476837911198
32,AccumulatedNewCapacity,CR,,DIST_DSL,,,2050.0,,6.2274988457494285
33,AccumulatedNewCapacity,CR,,DIST_GSL,,,2018.0,,41.58767322
34,AccumulatedNewCapacity,CR,,DIST_GSL,,,2019.0,,43.02150771
35,AccumulatedNewCapacity,CR,,DIST_GSL,,,2020.0,,33.41172868
36,AccumulatedNewCapacity,CR,,DIST_GSL,,,2021.0,,37.461439760000005
37,AccumulatedNewCapacity,CR,,DIST_GSL,,,2022.0,,41.86970926933333
38,AccumulatedNewCapacity,CR,,DIST_GSL,,,2023.0,,41.87955988416798
39,AccumulatedNewCapacity,CR,,DIST_GSL,,,2024.0,,41.85105642145736
40,AccumulatedNewCapacity,CR,,DIST_GSL,,,2025.0,,41.723082033880985
41,AccumulatedNewCapacity,CR,,DIST_GSL,,,2026.0,,41.632056605278194
42,AccumulatedNewCapacity,CR,,DIST_GSL,,,2027.0,,41.616419550607375
43,AccumulatedNewCapacity,CR,,DIST_GSL,,,2028.0,,41.62423007935029
44,AccumulatedNewCapacity,CR,,DIST_GSL,,,2029.0,,41.49652691516536
45,AccumulatedNewCapacity,CR,,DIST_GSL,,,2030.0,,41.24946769880976
46,AccumulatedNewCapacity,CR,,DIST_GSL,,,2031.0,,41.42952485764873
47,AccumulatedNewCapacity,CR,,DIST_GSL,,,2032.0,,41.1363874698954
48,AccumulatedNewCapacity,CR,,DIST_GSL,,,2033.0,,40.45260887436143
49,AccumulatedNewCapacity,CR,,DIST_GSL,,,2034.0,,38.90407309638386
50,AccumulatedNewCapacity,CR,,DIST_GSL,,,2035.0,,36.705796382315
51,AccumulatedNewCapacity,CR,,DIST_GSL,,,2036.0,,33.011113316657216
52,AccumulatedNewCapacity,CR,,DIST_GSL,,,2037.0,,27.98030021371031
53,AccumulatedNewCapacity,CR,,DIST_GSL,,,2038.0,,23.52253391213354
54,AccumulatedNewCapacity,CR,,DIST_GSL,,,2039.0,,19.161151599454648
55,AccumulatedNewCapacity,CR,,DIST_GSL,,,2040.0,,15.427883080476466
56,AccumulatedNewCapacity,CR,,DIST_GSL,,,2041.0,,12.805446633290998
57,AccumulatedNewCapacity,CR,,DIST_GSL,,,2042.0,,10.843844381470507
58,AccumulatedNewCapacity,CR,,DIST_GSL,,,2043.0,,9.347418340469924
59,AccumulatedNewCapacity,CR,,DIST_GSL,,,2044.0,,8.311325688262537
60,AccumulatedNewCapacity,CR,,DIST_GSL,,,2045.0,,7.460206172135126
61,AccumulatedNewCapacity,CR,,DIST_GSL,,,2046.0,,7.557607232549326
62,AccumulatedNewCapacity,CR,,DIST_GSL,,,2047.0,,7.935677673045578
63,AccumulatedNewCapacity,CR,,DIST_GSL,,,2048.0,,7.940818441702298
64,AccumulatedNewCapacity,CR,,DIST_GSL,,,2049.0,,7.787852384207862
65,AccumulatedNewCapacity,CR,,DIST_GSL,,,2050.0,,7.974342820549261
66,AccumulatedNewCapacity,CR,,DIST_LPG,,,2021.0,,0.1646999999999998
67,AccumulatedNewCapacity,CR,,DIST_LPG,,,2022.0,,0.4657
68,AccumulatedNewCapacity,CR,,DIST_LPG,,,2023.0,,1.4496292400000002
69,AccumulatedNewCapacity,CR,,DIST_LPG,,,2024.0,,2.4437390800000003
70,AccumulatedNewCapacity,CR,,DIST_LPG,,,2025.0,,3.347367799999999
71,AccumulatedNewCapacity,CR,,DIST_LPG,,,2026.0,,4.2752728699999984
72,AccumulatedNewCapacity,CR,,DIST_LPG,,,2027.0,,5.23305044
73,AccumulatedNewCapacity,CR,,DIST_LPG,,,2028.0,,6.207104019999999
74,AccumulatedNewCapacity,CR,,DIST_LPG,,,2029.0,,7.214542749999999
75,AccumulatedNewCapacity,CR,,DIST_LPG,,,2030.0,,8.252352819999999
76,AccumulatedNewCapacity,CR,,DIST_LPG,,,2031.0,,8.310566149999996
77,AccumulatedNewCapacity,CR,,DIST_LPG,,,2032.0,,8.35687103
78,AccumulatedNewCapacity,CR,,DIST_LPG,,,2033.0,,8.39033457
79,AccumulatedNewCapacity,CR,,DIST_LPG,,,2034.0,,8.410547900000001
80,AccumulatedNewCapacity,CR,,DIST_LPG,,,2035.0,,8.050174882397297
81,AccumulatedNewCapacity,CR,,DIST_LPG,,,2036.0,,7.122269812397297
82,AccumulatedNewCapacity,CR,,DIST_LPG,,,2037.0,,6.164492242397296
83,AccumulatedNewCapacity,CR,,DIST_LPG,,,2038.0,,5.1904386623972965
84,AccumulatedNewCapacity,CR,,DIST_LPG,,,2039.0,,4.182999932397296
85,AccumulatedNewCapacity,CR,,DIST_LPG,,,2040.0,,3.145189862397297
86,AccumulatedNewCapacity,CR,,DIST_LPG,,,2041.0,,2.9222765323973
87,AccumulatedNewCapacity,CR,,DIST_LPG,,,2042.0,,2.574971652397295
88,AccumulatedNewCapacity,CR,,DIST_LPG,,,2043.0,,2.4574040054838733
89,AccumulatedNewCapacity,CR,,DIST_LPG,,,2044.0,,2.6073644800000007
90,AccumulatedNewCapacity,CR,,DIST_LPG,,,2045.0,,2.8075562000000005
91,AccumulatedNewCapacity,CR,,DIST_LPG,,,2046.0,,2.8075562000000005
92,AccumulatedNewCapacity,CR,,DIST_LPG,,,2047.0,,2.8075562000000005
93,AccumulatedNewCapacity,CR,,DIST_LPG,,,2048.0,,2.8075562000000005
94,AccumulatedNewCapacity,CR,,DIST_LPG,,,2049.0,,2.8075562000000005
95,AccumulatedNewCapacity,CR,,DIST_LPG,,,2050.0,,2.8075562000000005
96,AccumulatedNewCapacity,CR,,DIST_FOI,,,2018.0,,5.1845
97,AccumulatedNewCapacity,CR,,DIST_FOI,,,2019.0,,4.6132
98,AccumulatedNewCapacity,CR,,DIST_FOI,,,2020.0,,4.1614
99,AccumulatedNewCapacity,CR,,DIST_FOI,,,2021.0,,4.2846
100,AccumulatedNewCapacity,CR,,DIST_FOI,,,2022.0,,4.50515
101,AccumulatedNewCapacity,CR,,DIST_FOI,,,2023.0,,4.3036
102,AccumulatedNewCapacity,CR,,DIST_FOI,,,2024.0,,4.0984
103,AccumulatedNewCapacity,CR,,DIST_FOI,,,2025.0,,3.8503
104,AccumulatedNewCapacity,CR,,DIST_FOI,,,2026.0,,3.60435
105,AccumulatedNewCapacity,CR,,DIST_FOI,,,2027.0,,3.36055
106,AccumulatedNewCapacity,CR,,DIST_FOI,,,2028.0,,3.1187500000000004
107,AccumulatedNewCapacity,CR,,DIST_FOI,,,2029.0,,2.8791
108,AccumulatedNewCapacity,CR,,DIST_FOI,,,2030.0,,2.6413
109,AccumulatedNewCapacity,CR,,DIST_FOI,,,2031.0,,2.5199
110,AccumulatedNewCapacity,CR,,DIST_FOI,,,2032.0,,2.4003
111,AccumulatedNewCapacity,CR,,DIST_FOI,,,2033.0,,2.2826
112,AccumulatedNewCapacity,CR,,DIST_FOI,,,2034.0,,2.1668
113,AccumulatedNewCapacity,CR,,DIST_FOI,,,2035.0,,2.0528
114,AccumulatedNewCapacity,CR,,DIST_FOI,,,2036.0,,1.9409
115,AccumulatedNewCapacity,CR,,DIST_FOI,,,2037.0,,1.8308
116,AccumulatedNewCapacity,CR,,DIST_FOI,,,2038.0,,1.7228
117,AccumulatedNewCapacity,CR,,DIST_FOI,,,2039.0,,1.6167
118,AccumulatedNewCapacity,CR,,DIST_FOI,,,2040.0,,1.5128
119,AccumulatedNewCapacity,CR,,DIST_FOI,,,2041.0,,1.411
120,AccumulatedNewCapacity,CR,,DIST_FOI,,,2042.0,,1.3115
121,AccumulatedNewCapacity,CR,,DIST_FOI,,,2043.0,,1.2143
122,AccumulatedNewCapacity,CR,,DIST_FOI,,,2044.0,,1.1196
123,AccumulatedNewCapacity,CR,,DIST_FOI,,,2045.0,,1.0274
124,AccumulatedNewCapacity,CR,,DIST_FOI,,,2046.0,,0.9379
125,AccumulatedNewCapacity,CR,,DIST_FOI,,,2047.0,,0.8511999999999998
126,AccumulatedNewCapacity,CR,,DIST_FOI,,,2048.0,,0.7673999999999999
127,AccumulatedNewCapacity,CR,,DIST_FOI,,,2049.0,,0.6867999999999999
128,AccumulatedNewCapacity,CR,,DIST_FOI,,,2050.0,,0.6094
129,AccumulatedNewCapacity,CR,,PPHROR,,,2020.0,,0.019
130,AccumulatedNewCapacity,CR,,PPHROR,,,2021.0,,0.019
131,AccumulatedNewCapacity,CR,,PPHROR,,,2022.0,,0.019
132,AccumulatedNewCapacity,CR,,PPHROR,,,2023.0,,0.019
133,AccumulatedNewCapacity,CR,,PPHROR,,,2024.0,,0.019
134,AccumulatedNewCapacity,CR,,PPHROR,,,2025.0,,0.019
135,AccumulatedNewCapacity,CR,,PPHROR,,,2026.0,,0.019
136,AccumulatedNewCapacity,CR,,PPHROR,,,2027.0,,0.019
137,AccumulatedNewCapacity,CR,,PPHROR,,,2028.0,,0.019
138,AccumulatedNewCapacity,CR,,PPHROR,,,2029.0,,0.019
139,AccumulatedNewCapacity,CR,,PPHROR,,,2030.0,,0.019
140,AccumulatedNewCapacity,CR,,PPHROR,,,2031.0,,0.019
141,AccumulatedNewCapacity,CR,,PPHROR,,,2032.0,,0.019
142,AccumulatedNewCapacity,CR,,PPHROR,,,2033.0,,0.019
143,AccumulatedNewCapacity,CR,,PPHROR,,,2034.0,,0.019
144,AccumulatedNewCapacity,CR,,PPHROR,,,2035.0,,0.019
145,AccumulatedNewCapacity,CR,,PPHROR,,,2036.0,,0.019
146,AccumulatedNewCapacity,CR,,PPHROR,,,2037.0,,0.019
147,AccumulatedNewCapacity,CR,,PPHROR,,,2038.0,,0.019
148,AccumulatedNewCapacity,CR,,PPHROR,,,2039.0,,0.019
149,AccumulatedNewCapacity,CR,,PPHROR,,,2040.0,,0.019
150,AccumulatedNewCapacity,CR,,PPHROR,,,2041.0,,0.019
151,AccumulatedNewCapacity,CR,,PPHROR,,,2042.0,,0.019
152,AccumulatedNewCapacity,CR,,PPHROR,,,2043.0,,0.019
153,AccumulatedNewCapacity,CR,,PPHROR,,,2044.0,,0.019
154,AccumulatedNewCapacity,CR,,PPHROR,,,2045.0,,0.019
155,AccumulatedNewCapacity,CR,,PPHROR,,,2046.0,,0.019
156,AccumulatedNewCapacity,CR,,PPHROR,,,2047.0,,0.019
157,AccumulatedNewCapacity,CR,,PPHROR,,,2048.0,,0.019
158,AccumulatedNewCapacity,CR,,PPHROR,,,2049.0,,0.019
159,AccumulatedNewCapacity,CR,,PPHROR,,,2050.0,,0.019
160,AccumulatedNewCapacity,CR,,PPGEO,,,2019.0,,0.055
161,AccumulatedNewCapacity,CR,,PPGEO,,,2020.0,,0.055
162,AccumulatedNewCapacity,CR,,PPGEO,,,2021.0,,0.055
163,AccumulatedNewCapacity,CR,,PPGEO,,,2022.0,,0.055
164,AccumulatedNewCapacity,CR,,PPGEO,,,2023.0,,0.055
165,AccumulatedNewCapacity,CR,,PPGEO,,,2024.0,,0.055
166,AccumulatedNewCapacity,CR,,PPGEO,,,2025.0,,0.055
167,AccumulatedNewCapacity,CR,,PPGEO,,,2026.0,,0.11
168,AccumulatedNewCapacity,CR,,PPGEO,,,2027.0,,0.11
169,AccumulatedNewCapacity,CR,,PPGEO,,,2028.0,,0.11
170,AccumulatedNewCapacity,CR,,PPGEO,,,2029.0,,0.11
171,AccumulatedNewCapacity,CR,,PPGEO,,,2030.0,,0.165
172,AccumulatedNewCapacity,CR,,PPGEO,,,2031.0,,0.165
173,AccumulatedNewCapacity,CR,,PPGEO,,,2032.0,,0.165
174,AccumulatedNewCapacity,CR,,PPGEO,,,2033.0,,0.165
175,AccumulatedNewCapacity,CR,,PPGEO,,,2034.0,,0.165
176,AccumulatedNewCapacity,CR,,PPGEO,,,2035.0,,0.165
177,AccumulatedNewCapacity,CR,,PPGEO,,,2036.0,,0.165
178,AccumulatedNewCapacity,CR,,PPGEO,,,2037.0,,0.165
179,AccumulatedNewCapacity,CR,,PPGEO,,,2038.0,,0.165
180,AccumulatedNewCapacity,CR,,PPGEO,,,2039.0,,0.165
181,AccumulatedNewCapacity,CR,,PPGEO,,,2040.0,,0.165
182,AccumulatedNewCapacity,CR,,PPGEO,,,2041.0,,0.165
183,AccumulatedNewCapacity,CR,,PPGEO,,,2042.0,,0.165
184,AccumulatedNewCapacity,CR,,PPGEO,,,2043.0,,0.165
185,AccumulatedNewCapacity,CR,,PPGEO,,,2044.0,,0.165
186,AccumulatedNewCapacity,CR,,PPGEO,,,2045.0,,0.165
187,AccumulatedNewCapacity,CR,,PPGEO,,,2046.0,,0.165
188,AccumulatedNewCapacity,CR,,PPGEO,,,2047.0,,0.165
189,AccumulatedNewCapacity,CR,,PPGEO,,,2048.0,,0.165
190,AccumulatedNewCapacity,CR,,PPGEO,,,2049.0,,0.117145409750654
191,AccumulatedNewCapacity,CR,,PPGEO,,,2050.0,,0.117145409750654
192,AccumulatedNewCapacity,CR,,PPWNDON,,,2019.0,,0.021
193,AccumulatedNewCapacity,CR,,PPWNDON,,,2020.0,,0.021
194,AccumulatedNewCapacity,CR,,PPWNDON,,,2021.0,,0.021
195,AccumulatedNewCapacity,CR,,PPWNDON,,,2022.0,,0.021
196,AccumulatedNewCapacity,CR,,PPWNDON,,,2023.0,,0.021
197,AccumulatedNewCapacity,CR,,PPWNDON,,,2024.0,,0.0336096690070519
198,AccumulatedNewCapacity,CR,,PPWNDON,,,2025.0,,0.1344606379575034
199,AccumulatedNewCapacity,CR,,PPWNDON,,,2026.0,,0.168734247151048
200,AccumulatedNewCapacity,CR,,PPWNDON,,,2027.0,,0.2725861914071749
201,AccumulatedNewCapacity,CR,,PPWNDON,,,2028.0,,0.3548506056447486
202,AccumulatedNewCapacity,CR,,PPWNDON,,,2029.0,,0.4259073816826534
203,AccumulatedNewCapacity,CR,,PPWNDON,,,2030.0,,0.4288062168709427
204,AccumulatedNewCapacity,CR,,PPWNDON,,,2031.0,,0.518109543938573
205,AccumulatedNewCapacity,CR,,PPWNDON,,,2032.0,,0.622300861100881
206,AccumulatedNewCapacity,CR,,PPWNDON,,,2033.0,,0.7510477128371343
207,AccumulatedNewCapacity,CR,,PPWNDON,,,2034.0,,0.9120871556093254
208,AccumulatedNewCapacity,CR,,PPWNDON,,,2035.0,,1.1461231837452663
209,AccumulatedNewCapacity,CR,,PPWNDON,,,2036.0,,1.4263637428120464
210,AccumulatedNewCapacity,CR,,PPWNDON,,,2037.0,,1.7319949191319286
211,AccumulatedNewCapacity,CR,,PPWNDON,,,2038.0,,2.0663900004965883
212,AccumulatedNewCapacity,CR,,PPWNDON,,,2039.0,,2.416222260465326
213,AccumulatedNewCapacity,CR,,PPWNDON,,,2040.0,,2.7371644045983854
214,AccumulatedNewCapacity,CR,,PPWNDON,,,2041.0,,3.031652986804996
215,AccumulatedNewCapacity,CR,,PPWNDON,,,2042.0,,3.2975681381561217
216,AccumulatedNewCapacity,CR,,PPWNDON,,,2043.0,,3.5419049904369486
217,AccumulatedNewCapacity,CR,,PPWNDON,,,2044.0,,3.772941422816036
218,AccumulatedNewCapacity,CR,,PPWNDON,,,2045.0,,4.005167512090692
219,AccumulatedNewCapacity,CR,,PPWNDON,,,2046.0,,4.220155834345367
220,AccumulatedNewCapacity,CR,,PPWNDON,,,2047.0,,4.4389888055072175
221,AccumulatedNewCapacity,CR,,PPWNDON,,,2048.0,,4.661968886852532
222,AccumulatedNewCapacity,CR,,PPWNDON,,,2049.0,,4.97022217807054
223,AccumulatedNewCapacity,CR,,PPWNDON,,,2050.0,,5.109729982121896
224,AccumulatedNewCapacity,CR,,PPPVT,,,2019.0,,0.005
225,AccumulatedNewCapacity,CR,,PPPVT,,,2020.0,,0.005
226,AccumulatedNewCapacity,CR,,PPPVT,,,2021.0,,0.005
227,AccumulatedNewCapacity,CR,,PPPVT,,,2022.0,,0.005
228,AccumulatedNewCapacity,CR,,PPPVT,,,2023.0,,0.005
229,AccumulatedNewCapacity,CR,,PPPVT,,,2024.0,,0.005
230,AccumulatedNewCapacity,CR,,PPPVT,,,2025.0,,0.005
231,AccumulatedNewCapacity,CR,,PPPVT,,,2026.0,,0.005
232,AccumulatedNewCapacity,CR,,PPPVT,,,2027.0,,0.005
233,AccumulatedNewCapacity,CR,,PPPVT,,,2028.0,,0.0634863375430539
234,AccumulatedNewCapacity,CR,,PPPVT,,,2029.0,,0.1658236538107185
235,AccumulatedNewCapacity,CR,,PPPVT,,,2030.0,,0.2658236538107184
236,AccumulatedNewCapacity,CR,,PPPVT,,,2031.0,,0.3658236538107184
237,AccumulatedNewCapacity,CR,,PPPVT,,,2032.0,,0.4658236538107184
238,AccumulatedNewCapacity,CR,,PPPVT,,,2033.0,,0.5658236538107184
239,AccumulatedNewCapacity,CR,,PPPVT,,,2034.0,,0.6658236538107184
240,AccumulatedNewCapacity,CR,,PPPVT,,,2035.0,,0.6658236538107184
241,AccumulatedNewCapacity,CR,,PPPVT,,,2036.0,,0.6658236538107184
242,AccumulatedNewCapacity,CR,,PPPVT,,,2037.0,,0.6658236538107184
243,AccumulatedNewCapacity,CR,,PPPVT,,,2038.0,,0.6658236538107184
244,AccumulatedNewCapacity,CR,,PPPVT,,,2039.0,,0.6658236538107184
245,AccumulatedNewCapacity,CR,,PPPVT,,,2040.0,,0.6658236538107184
246,AccumulatedNewCapacity,CR,,PPPVT,,,2041.0,,0.6658236538107184
247,AccumulatedNewCapacity,CR,,PPPVT,,,2042.0,,0.6658236538107184
248,AccumulatedNewCapacity,CR,,PPPVT,,,2043.0,,0.6658236538107184
249,AccumulatedNewCapacity,CR,,PPPVT,,,2044.0,,0.6608236538107183
250,AccumulatedNewCapacity,CR,,PPPVT,,,2045.0,,0.6608236538107183
251,AccumulatedNewCapacity,CR,,PPPVT,,,2046.0,,0.6608236538107183
252,AccumulatedNewCapacity,CR,,PPPVT,,,2047.0,,0.6608236538107183
253,AccumulatedNewCapacity,CR,,PPPVT,,,2048.0,,0.6608236538107183
254,AccumulatedNewCapacity,CR,,PPPVT,,,2049.0,,0.6608236538107183
255,AccumulatedNewCapacity,CR,,PPPVT,,,2050.0,,0.6608236538107183
256,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2023.0,,0.0006615391418973
257,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2024.0,,0.0011899845501835
258,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2025.0,,0.0018723499069568
259,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2026.0,,0.002732819014411
260,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2027.0,,0.0043305716918055
261,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2028.0,,0.0072266262987059
262,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2029.0,,0.011652890921866
263,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2030.0,,0.0189051942242389
264,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2031.0,,0.030285177045177
265,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2032.0,,0.0483916101624559
266,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2033.0,,0.0765116222145276
267,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2034.0,,0.1198272687356866
268,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2035.0,,0.1815101683847753
269,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2036.0,,0.2694135467311387
270,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2037.0,,0.385487093851054
271,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2038.0,,0.5245886890334651
272,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2039.0,,0.6739612121565552
273,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2040.0,,0.8158279896083278
274,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2041.0,,0.9371629869294146
275,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2042.0,,1.034215548792464
276,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2043.0,,1.1100569663607076
277,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2044.0,,1.1705904940741954
278,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2045.0,,1.220604257937014
279,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2046.0,,1.264611286449316
280,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2047.0,,1.3051525405937343
281,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2048.0,,1.344243667968663
282,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2049.0,,1.382973259984165
283,AccumulatedNewCapacity,CR,,PPPVTHYD,,,2050.0,,1.421701688440176
284,AccumulatedNewCapacity,CR,,PPPVD,,,2050.0,,0.2999999999999999
285,AccumulatedNewCapacity,CR,,DIST_BM,,,2018.0,,99999.0
286,AccumulatedNewCapacity,CR,,DIST_BM,,,2019.0,,99999.0
287,AccumulatedNewCapacity,CR,,DIST_BM,,,2020.0,,99999.0
288,AccumulatedNewCapacity,CR,,DIST_BM,,,2021.0,,99999.0
289,AccumulatedNewCapacity,CR,,DIST_BM,,,2022.0,,99999.0
290,AccumulatedNewCapacity,CR,,DIST_BM,,,2023.0,,99999.0
291,AccumulatedNewCapacity,CR,,DIST_BM,,,2024.0,,99999.0
292,AccumulatedNewCapacity,CR,,DIST_BM,,,2025.0,,99999.0
293,AccumulatedNewCapacity,CR,,DIST_BM,,,2026.0,,99999.0
294,AccumulatedNewCapacity,CR,,DIST_BM,,,2027.0,,99999.0
295,AccumulatedNewCapacity,CR,,DIST_BM,,,2028.0,,99999.0
296,AccumulatedNewCapacity,CR,,DIST_BM,,,2029.0,,99999.0
297,AccumulatedNewCapacity,CR,,DIST_BM,,,2030.0,,99999.0
298,AccumulatedNewCapacity,CR,,DIST_BM,,,2031.0,,99999.0
299,AccumulatedNewCapacity,CR,,DIST_BM,,,2032.0,,99999.0
300,AccumulatedNewCapacity,CR,,DIST_BM,,,2033.0,,99999.0
301,AccumulatedNewCapacity,CR,,DIST_BM,,,2034.0,,99999.0
302,AccumulatedNewCapacity,CR,,DIST_BM,,,2035.0,,99999.0
303,AccumulatedNewCapacity,CR,,DIST_BM,,,2036.0,,99999.0
304,AccumulatedNewCapacity,CR,,DIST_BM,,,2037.0,,99999.0
305,AccumulatedNewCapacity,CR,,DIST_BM,,,2038.0,,99999.0
306,AccumulatedNewCapacity,CR,,DIST_BM,,,2039.0,,99999.0
307,AccumulatedNewCapacity,CR,,DIST_BM,,,2040.0,,99999.0
308,AccumulatedNewCapacity,CR,,DIST_BM,,,2041.0,,99999.0
309,AccumulatedNewCapacity,CR,,DIST_BM,,,2042.0,,99999.0
310,AccumulatedNewCapacity,CR,,DIST_BM,,,2043.0,,99999.0
311,AccumulatedNewCapacity,CR,,DIST_BM,,,2044.0,,99999.0
312,AccumulatedNewCapacity,CR,,DIST_BM,,,2045.0,,99999.0
313,AccumulatedNewCapacity,CR,,DIST_BM,,,2046.0,,99999.0
314,AccumulatedNewCapacity,CR,,DIST_BM,,,2047.0,,99999.0
315,AccumulatedNewCapacity,CR,,DIST_BM,,,2048.0,,99999.0
316,AccumulatedNewCapacity,CR,,DIST_BM,,,2049.0,,99999.0
317,AccumulatedNewCapacity,CR,,DIST_BM,,,2050.0,,99999.0
318,AccumulatedNewCapacity,CR,,DIST_BF,,,2018.0,,99999.0
319,AccumulatedNewCapacity,CR,,DIST_BF,,,2019.0,,99999.0
320,AccumulatedNewCapacity,CR,,DIST_BF,,,2020.0,,99999.0
321,AccumulatedNewCapacity,CR,,DIST_BF,,,2021.0,,99999.0
322,AccumulatedNewCapacity,CR,,DIST_BF,,,2022.0,,99999.0
323,AccumulatedNewCapacity,CR,,DIST_BF,,,2023.0,,99999.0
324,AccumulatedNewCapacity,CR,,DIST_BF,,,2024.0,,99999.0
325,AccumulatedNewCapacity,CR,,DIST_BF,,,2025.0,,99999.0
326,AccumulatedNewCapacity,CR,,DIST_BF,,,2026.0,,99999.0
327,AccumulatedNewCapacity,CR,,DIST_BF,,,2027.0,,99999.0
328,AccumulatedNewCapacity,CR,,DIST_BF,,,2028.0,,99999.0
329,AccumulatedNewCapacity,CR,,DIST_BF,,,2029.0,,99999.0
330,AccumulatedNewCapacity,CR,,DIST_BF,,,2030.0,,99999.0
331,AccumulatedNewCapacity,CR,,DIST_BF,,,2031.0,,99999.0
332,AccumulatedNewCapacity,CR,,DIST_BF,,,2032.0,,99999.0
333,AccumulatedNewCapacity,CR,,DIST_BF,,,2033.0,,99999.0
334,AccumulatedNewCapacity,CR,,DIST_BF,,,2034.0,,99999.0
335,AccumulatedNewCapacity,CR,,DIST_BF,,,2035.0,,99999.0
336,AccumulatedNewCapacity,CR,,DIST_BF,,,2036.0,,99999.0
337,AccumulatedNewCapacity,CR,,DIST_BF,,,2037.0,,99999.0
338,AccumulatedNewCapacity,CR,,DIST_BF,,,2038.0,,99999.0
339,AccumulatedNewCapacity,CR,,DIST_BF,,,2039.0,,99999.0
340,AccumulatedNewCapacity,CR,,DIST_BF,,,2040.0,,99999.0
