,REGION,MODE_OF_OPERATION,TECHNOLOGY,FUEL,EMISSION,YEAR,TIMESLICE,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
6099,CR,1.0,T4LPG_LIG,,CO2e,2026.0,,,,,,0.060882702573,,,,,,,,,,,,,,,,,,,,
6100,CR,1.0,T4LPG_LIG,,CO2e,2027.0,,,,,,0.0781376648249999,,,,,,,,,,,,,,,,,,,,
6101,CR,1.0,T4LPG_LIG,,CO2e,2028.0,,,,,,0.095569949574,,,,,,,,,,,,,,,,,,,,
6102,CR,1.0,T4LPG_LIG,,CO2e,2029.0,,,,,,0.114154470969,,,,,,,,,,,,,,,,,,,,
6103,CR,1.0,T4LPG_LIG,,CO2e,2030.0,,,,,,0.133637246985,,,,,,,,,,,,,,,,,,,,
6104,CR,1.0,T4LPG_LIG,,CO2e,2031.0,,,,,,0.132546611835,,,,,,,,,,,,,,,,,,,,
6105,CR,1.0,T4LPG_LIG,,CO2e,2032.0,,,,,,0.13146171687,,,,,,,,,,,,,,,,,,,,
6106,CR,1.0,T4LPG_LIG,,CO2e,2033.0,,,,,,0.13037108172,,,,,,,,,,,,,,,,,,,,
6107,CR,1.0,T4LPG_LIG,,CO2e,2034.0,,,,,,0.12928044657,,,,,,,,,,,,,,,,,,,,
6108,CR,1.0,T4LPG_LIG,,CO2e,2035.0,,,,,,0.12818981142,,,,,,,,,,,,,,,,,,,,
6109,CR,1.0,T4LPG_LIG,,CO2e,2036.0,,,,,,0.12709917627,,,,,,,,,,,,,,,,,,,,
6110,CR,1.0,T4LPG_LIG,,CO2e,2037.0,,,,,,0.1260085411199999,,,,,,,,,,,,,,,,,,,,
6111,CR,1.0,T4LPG_LIG,,CO2e,2038.0,,,,,,0.124923646155,,,,,,,,,,,,,,,,,,,,
6112,CR,1.0,T4LPG_LIG,,CO2e,2039.0,,,,,,0.1086340157613104,,,,,,,,,,,,,,,,,,,,
6113,CR,1.0,T4LPG_LIG,,CO2e,2040.0,,,,,,0.0450618543723105,,,,,,,,,,,,,,,,,,,,
6114,CR,1.0,T4LPG_LIG,,CO2e,2041.0,,,,,,0.0337624785813107,,,,,,,,,,,,,,,,,,,,
6115,CR,1.0,T4LPG_LIG,,CO2e,2042.0,,,,,,0.0159114826053104,,,,,,,,,,,,,,,,,,,,
6116,CR,1.0,T4LPG_LIG,,CO2e,2043.0,,,,,,0.0137691711438389,,,,,,,,,,,,,,,,,,,,
6117,CR,1.0,T4LPG_LIG,,CO2e,2044.0,,,,,,0.0297677328960001,,,,,,,,,,,,,,,,,,,,
6118,CR,1.0,T4LPG_LIG,,CO2e,2045.0,,,,,,0.05035162374,,,,,,,,,,,,,,,,,,,,
6119,CR,1.0,T4LPG_LIG,,CO2e,2046.0,,,,,,0.0344360764439999,,,,,,,,,,,,,,,,,,,,
6120,CR,1.0,T4LPG_LIG,,CO2e,2047.0,,,,,,0.017578253484,,,,,,,,,,,,,,,,,,,,
6121,CR,1.0,T4LPG_LIG,,CO2e,2048.0,,,,,,0.0182663123987018,,,,,,,,,,,,,,,,,,,,
6122,CR,1.0,T4LPG_LIG,,CO2e,2049.0,,,,,,0.0310429453069698,,,,,,,,,,,,,,,,,,,,
6123,CR,1.0,T4LPG_LIG,,CO2e,2050.0,,,,,,0.0384702733766938,,,,,,,,,,,,,,,,,,,,
6124,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2023.0,,,,,,0.01425775428,,,,,,,,,,,,,,,,,,,,
6125,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2024.0,,,,,,0.02912216868,,,,,,,,,,,,,,,,,,,,
6126,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2025.0,,,,,,0.04464990519,,,,,,,,,,,,,,,,,,,,
6127,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2026.0,,,,,,0.060882702573,,,,,,,,,,,,,,,,,,,,
6128,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2027.0,,,,,,0.0781376648249999,,,,,,,,,,,,,,,,,,,,
6129,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2028.0,,,,,,0.095569949574,,,,,,,,,,,,,,,,,,,,
6130,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2029.0,,,,,,0.114154470969,,,,,,,,,,,,,,,,,,,,
6131,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2030.0,,,,,,0.133637246985,,,,,,,,,,,,,,,,,,,,
6132,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2031.0,,,,,,0.132546611835,,,,,,,,,,,,,,,,,,,,
6133,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2032.0,,,,,,0.13146171687,,,,,,,,,,,,,,,,,,,,
6134,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2033.0,,,,,,0.13037108172,,,,,,,,,,,,,,,,,,,,
6135,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2034.0,,,,,,0.12928044657,,,,,,,,,,,,,,,,,,,,
6136,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2035.0,,,,,,0.12818981142,,,,,,,,,,,,,,,,,,,,
6137,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2036.0,,,,,,0.12709917627,,,,,,,,,,,,,,,,,,,,
6138,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2037.0,,,,,,0.1260085411199999,,,,,,,,,,,,,,,,,,,,
6139,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2038.0,,,,,,0.124923646155,,,,,,,,,,,,,,,,,,,,
6140,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2039.0,,,,,,0.1086340157613104,,,,,,,,,,,,,,,,,,,,
6141,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2040.0,,,,,,0.0450618543723105,,,,,,,,,,,,,,,,,,,,
6142,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2041.0,,,,,,0.0337624785813107,,,,,,,,,,,,,,,,,,,,
6143,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2042.0,,,,,,0.0159114826053104,,,,,,,,,,,,,,,,,,,,
6144,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2043.0,,,,,,0.0137691711438389,,,,,,,,,,,,,,,,,,,,
6145,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2044.0,,,,,,0.0297677328960001,,,,,,,,,,,,,,,,,,,,
6146,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2045.0,,,,,,0.05035162374,,,,,,,,,,,,,,,,,,,,
6147,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2046.0,,,,,,0.0344360764439999,,,,,,,,,,,,,,,,,,,,
6148,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2047.0,,,,,,0.017578253484,,,,,,,,,,,,,,,,,,,,
6149,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2048.0,,,,,,0.0182663123987018,,,,,,,,,,,,,,,,,,,,
6150,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2049.0,,,,,,0.0310429453069698,,,,,,,,,,,,,,,,,,,,
6151,CR,1.0,T4LPG_LIG,,CO2e_LightCargo,2050.0,,,,,,0.0384702733766938,,,,,,,,,,,,,,,,,,,,
6152,CR,1.0,T4LPG_LIG,,CO2e_Freight,2023.0,,,,,,0.01425775428,,,,,,,,,,,,,,,,,,,,
6153,CR,1.0,T4LPG_LIG,,CO2e_Freight,2024.0,,,,,,0.02912216868,,,,,,,,,,,,,,,,,,,,
6154,CR,1.0,T4LPG_LIG,,CO2e_Freight,2025.0,,,,,,0.04464990519,,,,,,,,,,,,,,,,,,,,
6155,CR,1.0,T4LPG_LIG,,CO2e_Freight,2026.0,,,,,,0.060882702573,,,,,,,,,,,,,,,,,,,,
6156,CR,1.0,T4LPG_LIG,,CO2e_Freight,2027.0,,,,,,0.0781376648249999,,,,,,,,,,,,,,,,,,,,
6157,CR,1.0,T4LPG_LIG,,CO2e_Freight,2028.0,,,,,,0.095569949574,,,,,,,,,,,,,,,,,,,,
6158,CR,1.0,T4LPG_LIG,,CO2e_Freight,2029.0,,,,,,0.114154470969,,,,,,,,,,,,,,,,,,,,
6159,CR,1.0,T4LPG_LIG,,CO2e_Freight,2030.0,,,,,,0.133637246985,,,,,,,,,,,,,,,,,,,,
6160,CR,1.0,T4LPG_LIG,,CO2e_Freight,2031.0,,,,,,0.132546611835,,,,,,,,,,,,,,,,,,,,
6161,CR,1.0,T4LPG_LIG,,CO2e_Freight,2032.0,,,,,,0.13146171687,,,,,,,,,,,,,,,,,,,,
6162,CR,1.0,T4LPG_LIG,,CO2e_Freight,2033.0,,,,,,0.13037108172,,,,,,,,,,,,,,,,,,,,
6163,CR,1.0,T4LPG_LIG,,CO2e_Freight,2034.0,,,,,,0.12928044657,,,,,,,,,,,,,,,,,,,,
6164,CR,1.0,T4LPG_LIG,,CO2e_Freight,2035.0,,,,,,0.12818981142,,,,,,,,,,,,,,,,,,,,
6165,CR,1.0,T4LPG_LIG,,CO2e_Freight,2036.0,,,,,,0.12709917627,,,,,,,,,,,,,,,,,,,,
6166,CR,1.0,T4LPG_LIG,,CO2e_Freight,2037.0,,,,,,0.1260085411199999,,,,,,,,,,,,,,,,,,,,
6167,CR,1.0,T4LPG_LIG,,CO2e_Freight,2038.0,,,,,,0.124923646155,,,,,,,,,,,,,,,,,,,,
6168,CR,1.0,T4LPG_LIG,,CO2e_Freight,2039.0,,,,,,0.1086340157613104,,,,,,,,,,,,,,,,,,,,
6169,CR,1.0,T4LPG_LIG,,CO2e_Freight,2040.0,,,,,,0.0450618543723105,,,,,,,,,,,,,,,,,,,,
6170,CR,1.0,T4LPG_LIG,,CO2e_Freight,2041.0,,,,,,0.0337624785813107,,,,,,,,,,,,,,,,,,,,
6171,CR,1.0,T4LPG_LIG,,CO2e_Freight,2042.0,,,,,,0.0159114826053104,,,,,,,,,,,,,,,,,,,,
6172,CR,1.0,T4LPG_LIG,,CO2e_Freight,2043.0,,,,,,0.0137691711438389,,,,,,,,,,,,,,,,,,,,
6173,CR,1.0,T4LPG_LIG,,CO2e_Freight,2044.0,,,,,,0.0297677328960001,,,,,,,,,,,,,,,,,,,,
6174,CR,1.0,T4LPG_LIG,,CO2e_Freight,2045.0,,,,,,0.05035162374,,,,,,,,,,,,,,,,,,,,
6175,CR,1.0,T4LPG_LIG,,CO2e_Freight,2046.0,,,,,,0.0344360764439999,,,,,,,,,,,,,,,,,,,,
6176,CR,1.0,T4LPG_LIG,,CO2e_Freight,2047.0,,,,,,0.017578253484,,,,,,,,,,,,,,,,,,,,
6177,CR,1.0,T4LPG_LIG,,CO2e_Freight,2048.0,,,,,,0.0182663123987018,,,,,,,,,,,,,,,,,,,,
6178,CR,1.0,T4LPG_LIG,,CO2e_Freight,2049.0,,,,,,0.0310429453069698,,,,,,,,,,,,,,,,,,,,
6179,CR,1.0,T4LPG_LIG,,CO2e_Freight,2050.0,,,,,,0.0384702733766938,,,,,,,,,,,,,,,,,,,,
6180,CR,1.0,Techs_SUVMIV,,Accidents,2018.0,,,,,,0.4352957999999999,,,,,,,,,,,,,,,,,,,,
6181,CR,1.0,Techs_SUVMIV,,Accidents,2019.0,,,,,,0.4444655999999999,,,,,,,,,,,,,,,,,,,,
6182,CR,1.0,Techs_SUVMIV,,Accidents,2020.0,,,,,,0.33512922,,,,,,,,,,,,,,,,,,,,
6183,CR,1.0,Techs_SUVMIV,,Accidents,2021.0,,,,,,0.3874060699999999,,,,,,,,,,,,,,,,,,,,
6184,CR,1.0,Techs_SUVMIV,,Accidents,2022.0,,,,,,0.4402942399999999,,,,,,,,,,,,,,,,,,,,
6185,CR,1.0,Techs_SUVMIV,,Accidents,2023.0,,,,,,0.44978032,,,,,,,,,,,,,,,,,,,,
6186,CR,1.0,Techs_SUVMIV,,Accidents,2024.0,,,,,,0.4611324799999999,,,,,,,,,,,,,,,,,,,,
6187,CR,1.0,Techs_SUVMIV,,Accidents,2025.0,,,,,,0.47174418,,,,,,,,,,,,,,,,,,,,
6188,CR,1.0,Techs_SUVMIV,,Accidents,2026.0,,,,,,0.4825576799999999,,,,,,,,,,,,,,,,,,,,
6189,CR,1.0,Techs_SUVMIV,,Accidents,2027.0,,,,,,0.4924717799999999,,,,,,,,,,,,,,,,,,,,
6190,CR,1.0,Techs_SUVMIV,,Accidents,2028.0,,,,,,0.501956,,,,,,,,,,,,,,,,,,,,
6191,CR,1.0,Techs_SUVMIV,,Accidents,2029.0,,,,,,0.51153,,,,,,,,,,,,,,,,,,,,
6192,CR,1.0,Techs_SUVMIV,,Accidents,2030.0,,,,,,0.52021242,,,,,,,,,,,,,,,,,,,,
6193,CR,1.0,Techs_SUVMIV,,Accidents,2031.0,,,,,,0.5285564800000001,,,,,,,,,,,,,,,,,,,,
6194,CR,1.0,Techs_SUVMIV,,Accidents,2032.0,,,,,,0.5370407,,,,,,,,,,,,,,,,,,,,
6195,CR,1.0,Techs_SUVMIV,,Accidents,2033.0,,,,,,0.5444501299999999,,,,,,,,,,,,,,,,,,,,
6196,CR,1.0,Techs_SUVMIV,,Accidents,2034.0,,,,,,0.55130816,,,,,,,,,,,,,,,,,,,,
6197,CR,1.0,Techs_SUVMIV,,Accidents,2035.0,,,,,,0.5592357000000002,,,,,,,,,,,,,,,,,,,,
6198,CR,1.0,Techs_SUVMIV,,Accidents,2036.0,,,,,,0.557161,,,,,,,,,,,,,,,,,,,,
6199,CR,1.0,Techs_SUVMIV,,Accidents,2037.0,,,,,,0.5707729044803953,,,,,,,,,,,,,,,,,,,,
6200,CR,1.0,Techs_SUVMIV,,Accidents,2038.0,,,,,,0.5641463092078812,,,,,,,,,,,,,,,,,,,,
6201,CR,1.0,Techs_SUVMIV,,Accidents,2039.0,,,,,,0.5559919771995673,,,,,,,,,,,,,,,,,,,,
6202,CR,1.0,Techs_SUVMIV,,Accidents,2040.0,,,,,,0.5484102405356622,,,,,,,,,,,,,,,,,,,,
6203,CR,1.0,Techs_SUVMIV,,Accidents,2041.0,,,,,,0.5442473326195724,,,,,,,,,,,,,,,,,,,,
6204,CR,1.0,Techs_SUVMIV,,Accidents,2042.0,,,,,,0.5445719375523153,,,,,,,,,,,,,,,,,,,,
6205,CR,1.0,Techs_SUVMIV,,Accidents,2043.0,,,,,,0.5478320326227897,,,,,,,,,,,,,,,,,,,,
6206,CR,1.0,Techs_SUVMIV,,Accidents,2044.0,,,,,,0.5534383534527387,,,,,,,,,,,,,,,,,,,,
6207,CR,1.0,Techs_SUVMIV,,Accidents,2045.0,,,,,,0.5609670591201866,,,,,,,,,,,,,,,,,,,,
6208,CR,1.0,Techs_SUVMIV,,Accidents,2046.0,,,,,,0.5689432612597642,,,,,,,,,,,,,,,,,,,,
6209,CR,1.0,Techs_SUVMIV,,Accidents,2047.0,,,,,,0.5778551950801234,,,,,,,,,,,,,,,,,,,,
6210,CR,1.0,Techs_SUVMIV,,Accidents,2048.0,,,,,,0.5713096699999999,,,,,,,,,,,,,,,,,,,,
6211,CR,1.0,Techs_SUVMIV,,Accidents,2049.0,,,,,,0.5789312100000001,,,,,,,,,,,,,,,,,,,,
6212,CR,1.0,Techs_SUVMIV,,Accidents,2050.0,,,,,,0.58787904,,,,,,,,,,,,,,,,,,,,
6213,CR,1.0,Techs_SUVMIV,,Congestion,2018.0,,,,,,0.2227319999999999,,,,,,,,,,,,,,,,,,,,
6214,CR,1.0,Techs_SUVMIV,,Congestion,2019.0,,,,,,0.2274239999999999,,,,,,,,,,,,,,,,,,,,
6215,CR,1.0,Techs_SUVMIV,,Congestion,2020.0,,,,,,0.1714788,,,,,,,,,,,,,,,,,,,,
6216,CR,1.0,Techs_SUVMIV,,Congestion,2021.0,,,,,,0.1982278,,,,,,,,,,,,,,,,,,,,
6217,CR,1.0,Techs_SUVMIV,,Congestion,2022.0,,,,,,0.2252895999999999,,,,,,,,,,,,,,,,,,,,
6218,CR,1.0,Techs_SUVMIV,,Congestion,2023.0,,,,,,0.2266143999999999,,,,,,,,,,,,,,,,,,,,
6219,CR,1.0,Techs_SUVMIV,,Congestion,2024.0,,,,,,0.2285785999999999,,,,,,,,,,,,,,,,,,,,
6220,CR,1.0,Techs_SUVMIV,,Congestion,2025.0,,,,,,0.2303634,,,,,,,,,,,,,,,,,,,,
6221,CR,1.0,Techs_SUVMIV,,Congestion,2026.0,,,,,,0.2319503999999999,,,,,,,,,,,,,,,,,,,,
6222,CR,1.0,Techs_SUVMIV,,Congestion,2027.0,,,,,,0.2333027999999999,,,,,,,,,,,,,,,,,,,,
6223,CR,1.0,Techs_SUVMIV,,Congestion,2028.0,,,,,,0.234416,,,,,,,,,,,,,,,,,,,,
6224,CR,1.0,Techs_SUVMIV,,Congestion,2029.0,,,,,,0.2353038,,,,,,,,,,,,,,,,,,,,
6225,CR,1.0,Techs_SUVMIV,,Congestion,2030.0,,,,,,0.2359938,,,,,,,,,,,,,,,,,,,,
6226,CR,1.0,Techs_SUVMIV,,Congestion,2031.0,,,,,,0.2365136,,,,,,,,,,,,,,,,,,,,
6227,CR,1.0,Techs_SUVMIV,,Congestion,2032.0,,,,,,0.236854,,,,,,,,,,,,,,,,,,,,
6228,CR,1.0,Techs_SUVMIV,,Congestion,2033.0,,,,,,0.2369414,,,,,,,,,,,,,,,,,,,,
6229,CR,1.0,Techs_SUVMIV,,Congestion,2034.0,,,,,,0.2365688,,,,,,,,,,,,,,,,,,,,
6230,CR,1.0,Techs_SUVMIV,,Congestion,2035.0,,,,,,0.236877,,,,,,,,,,,,,,,,,,,,
6231,CR,1.0,Techs_SUVMIV,,Congestion,2036.0,,,,,,0.2329946,,,,,,,,,,,,,,,,,,,,
6232,CR,1.0,Techs_SUVMIV,,Congestion,2037.0,,,,,,0.2354758170950509,,,,,,,,,,,,,,,,,,,,
6233,CR,1.0,Techs_SUVMIV,,Congestion,2038.0,,,,,,0.2298558921484724,,,,,,,,,,,,,,,,,,,,
6234,CR,1.0,Techs_SUVMIV,,Congestion,2039.0,,,,,,0.2235632076152106,,,,,,,,,,,,,,,,,,,,
6235,CR,1.0,Techs_SUVMIV,,Congestion,2040.0,,,,,,0.2178486275012129,,,,,,,,,,,,,,,,,,,,
6236,CR,1.0,Techs_SUVMIV,,Congestion,2041.0,,,,,,0.2136124343046103,,,,,,,,,,,,,,,,,,,,
6237,CR,1.0,Techs_SUVMIV,,Congestion,2042.0,,,,,,0.2110388300539722,,,,,,,,,,,,,,,,,,,,
6238,CR,1.0,Techs_SUVMIV,,Congestion,2043.0,,,,,,0.2098274229862475,,,,,,,,,,,,,,,,,,,,
6239,CR,1.0,Techs_SUVMIV,,Congestion,2044.0,,,,,,0.2095322161220245,,,,,,,,,,,,,,,,,,,,
6240,CR,1.0,Techs_SUVMIV,,Congestion,2045.0,,,,,,0.2097925586953543,,,,,,,,,,,,,,,,,,,,
6241,CR,1.0,Techs_SUVMIV,,Congestion,2046.0,,,,,,0.2103809486973404,,,,,,,,,,,,,,,,,,,,
6242,CR,1.0,Techs_SUVMIV,,Congestion,2047.0,,,,,,0.2111305716734366,,,,,,,,,,,,,,,,,,,,
6243,CR,1.0,Techs_SUVMIV,,Congestion,2048.0,,,,,,0.2064434,,,,,,,,,,,,,,,,,,,,
6244,CR,1.0,Techs_SUVMIV,,Congestion,2049.0,,,,,,0.2069218,,,,,,,,,,,,,,,,,,,,
6245,CR,1.0,Techs_SUVMIV,,Congestion,2050.0,,,,,,0.2076992,,,,,,,,,,,,,,,,,,,,
6246,CR,1.0,Techs_Sedan,,Accidents,2018.0,,,,,,0.80943174,,,,,,,,,,,,,,,,,,,,
6247,CR,1.0,Techs_Sedan,,Accidents,2019.0,,,,,,0.8264772,,,,,,,,,,,,,,,,,,,,
6248,CR,1.0,Techs_Sedan,,Accidents,2020.0,,,,,,0.6231624599999999,,,,,,,,,,,,,,,,,,,,
6249,CR,1.0,Techs_Sedan,,Accidents,2021.0,,,,,,0.72037722,,,,,,,,,,,,,,,,,,,,
6250,CR,1.0,Techs_Sedan,,Accidents,2022.0,,,,,,0.8312946639999998,,,,,,,,,,,,,,,,,,,,
6251,CR,1.0,Techs_Sedan,,Accidents,2023.0,,,,,,0.8490792152860893,,,,,,,,,,,,,,,,,,,,
6252,CR,1.0,Techs_Sedan,,Accidents,2024.0,,,,,,0.8704587215503875,,,,,,,,,,,,,,,,,,,,
6253,CR,1.0,Techs_Sedan,,Accidents,2025.0,,,,,,0.8903748070127225,,,,,,,,,,,,,,,,,,,,
6254,CR,1.0,Techs_Sedan,,Accidents,2026.0,,,,,,0.9107010702556392,,,,,,,,,,,,,,,,,,,,
6255,CR,1.0,Techs_Sedan,,Accidents,2027.0,,,,,,0.929210622936856,,,,,,,,,,,,,,,,,,,,
6256,CR,1.0,Techs_Sedan,,Accidents,2028.0,,,,,,0.9480194364819656,,,,,,,,,,,,,,,,,,,,
6257,CR,1.0,Techs_Sedan,,Accidents,2029.0,,,,,,0.9649929780750552,,,,,,,,,,,,,,,,,,,,
6258,CR,1.0,Techs_Sedan,,Accidents,2030.0,,,,,,0.9822929936191716,,,,,,,,,,,,,,,,,,,,
6259,CR,1.0,Techs_Sedan,,Accidents,2031.0,,,,,,0.9979116786201268,,,,,,,,,,,,,,,,,,,,
6260,CR,1.0,Techs_Sedan,,Accidents,2032.0,,,,,,1.0138698037928853,,,,,,,,,,,,,,,,,,,,
6261,CR,1.0,Techs_Sedan,,Accidents,2033.0,,,,,,1.027725112338869,,,,,,,,,,,,,,,,,,,,
6262,CR,1.0,Techs_Sedan,,Accidents,2034.0,,,,,,1.0355854509143785,,,,,,,,,,,,,,,,,,,,
6263,CR,1.0,Techs_Sedan,,Accidents,2035.0,,,,,,1.0453802445129958,,,,,,,,,,,,,,,,,,,,
6264,CR,1.0,Techs_Sedan,,Accidents,2036.0,,,,,,1.0523540344973312,,,,,,,,,,,,,,,,,,,,
6265,CR,1.0,Techs_Sedan,,Accidents,2037.0,,,,,,1.03163445,,,,,,,,,,,,,,,,,,,,
6266,CR,1.0,Techs_Sedan,,Accidents,2038.0,,,,,,1.02046299,,,,,,,,,,,,,,,,,,,,
6267,CR,1.0,Techs_Sedan,,Accidents,2039.0,,,,,,1.00472128,,,,,,,,,,,,,,,,,,,,
6268,CR,1.0,Techs_Sedan,,Accidents,2040.0,,,,,,0.99183294,,,,,,,,,,,,,,,,,,,,
6269,CR,1.0,Techs_Sedan,,Accidents,2041.0,,,,,,0.98417648,,,,,,,,,,,,,,,,,,,,
6270,CR,1.0,Techs_Sedan,,Accidents,2042.0,,,,,,0.98469336,,,,,,,,,,,,,,,,,,,,
6271,CR,1.0,Techs_Sedan,,Accidents,2043.0,,,,,,0.99045212,,,,,,,,,,,,,,,,,,,,
6272,CR,1.0,Techs_Sedan,,Accidents,2044.0,,,,,,1.0013988,,,,,,,,,,,,,,,,,,,,
6273,CR,1.0,Techs_Sedan,,Accidents,2045.0,,,,,,1.01415574,,,,,,,,,,,,,,,,,,,,
6274,CR,1.0,Techs_Sedan,,Accidents,2046.0,,,,,,1.02936402,,,,,,,,,,,,,,,,,,,,
6275,CR,1.0,Techs_Sedan,,Accidents,2047.0,,,,,,1.0445242,,,,,,,,,,,,,,,,,,,,
6276,CR,1.0,Techs_Sedan,,Accidents,2048.0,,,,,,1.0762128105493576,,,,,,,,,,,,,,,,,,,,
6277,CR,1.0,Techs_Sedan,,Accidents,2049.0,,,,,,1.0930350982050925,,,,,,,,,,,,,,,,,,,,
6278,CR,1.0,Techs_Sedan,,Accidents,2050.0,,,,,,1.1098584657257289,,,,,,,,,,,,,,,,,,,,
6279,CR,1.0,Techs_Sedan,,Congestion,2018.0,,,,,,0.4416828,,,,,,,,,,,,,,,,,,,,
6280,CR,1.0,Techs_Sedan,,Congestion,2019.0,,,,,,0.450984,,,,,,,,,,,,,,,,,,,,
6281,CR,1.0,Techs_Sedan,,Congestion,2020.0,,,,,,0.3400411999999999,,,,,,,,,,,,,,,,,,,,
6282,CR,1.0,Techs_Sedan,,Congestion,2021.0,,,,,,0.3930884,,,,,,,,,,,,,,,,,,,,
6283,CR,1.0,Techs_Sedan,,Congestion,2022.0,,,,,,0.4536127466666665,,,,,,,,,,,,,,,,,,,,
6284,CR,1.0,Techs_Sedan,,Congestion,2023.0,,,,,,0.4562808867191601,,,,,,,,,,,,,,,,,,,,
6285,CR,1.0,Techs_Sedan,,Congestion,2024.0,,,,,,0.4602425424289405,,,,,,,,,,,,,,,,,,,,
6286,CR,1.0,Techs_Sedan,,Congestion,2025.0,,,,,,0.463841915318066,,,,,,,,,,,,,,,,,,,,
6287,CR,1.0,Techs_Sedan,,Congestion,2026.0,,,,,,0.4670261898746867,,,,,,,,,,,,,,,,,,,,
6288,CR,1.0,Techs_Sedan,,Congestion,2027.0,,,,,,0.4697108643417074,,,,,,,,,,,,,,,,,,,,
6289,CR,1.0,Techs_Sedan,,Congestion,2028.0,,,,,,0.4719577281187275,,,,,,,,,,,,,,,,,,,,
6290,CR,1.0,Techs_Sedan,,Congestion,2029.0,,,,,,0.4737425506024817,,,,,,,,,,,,,,,,,,,,
6291,CR,1.0,Techs_Sedan,,Congestion,2030.0,,,,,,0.4751364637905561,,,,,,,,,,,,,,,,,,,,
6292,CR,1.0,Techs_Sedan,,Congestion,2031.0,,,,,,0.4761819213332555,,,,,,,,,,,,,,,,,,,,
6293,CR,1.0,Techs_Sedan,,Congestion,2032.0,,,,,,0.4768712778575942,,,,,,,,,,,,,,,,,,,,
6294,CR,1.0,Techs_Sedan,,Congestion,2033.0,,,,,,0.477046974445893,,,,,,,,,,,,,,,,,,,,
6295,CR,1.0,Techs_Sedan,,Congestion,2034.0,,,,,,0.4739993108662826,,,,,,,,,,,,,,,,,,,,
6296,CR,1.0,Techs_Sedan,,Congestion,2035.0,,,,,,0.4723722126483085,,,,,,,,,,,,,,,,,,,,
6297,CR,1.0,Techs_Sedan,,Congestion,2036.0,,,,,,0.4690725347565623,,,,,,,,,,,,,,,,,,,,
6298,CR,1.0,Techs_Sedan,,Congestion,2037.0,,,,,,0.4541165999999999,,,,,,,,,,,,,,,,,,,,
6299,CR,1.0,Techs_Sedan,,Congestion,2038.0,,,,,,0.4432606,,,,,,,,,,,,,,,,,,,,
6300,CR,1.0,Techs_Sedan,,Congestion,2039.0,,,,,,0.4311304,,,,,,,,,,,,,,,,,,,,
6301,CR,1.0,Techs_Sedan,,Congestion,2040.0,,,,,,0.4201133999999999,,,,,,,,,,,,,,,,,,,,
6302,CR,1.0,Techs_Sedan,,Congestion,2041.0,,,,,,0.4119391999999999,,,,,,,,,,,,,,,,,,,,
6303,CR,1.0,Techs_Sedan,,Congestion,2042.0,,,,,,0.4069712,,,,,,,,,,,,,,,,,,,,
6304,CR,1.0,Techs_Sedan,,Congestion,2043.0,,,,,,0.4046252,,,,,,,,,,,,,,,,,,,,
6305,CR,1.0,Techs_Sedan,,Congestion,2044.0,,,,,,0.4040732,,,,,,,,,,,,,,,,,,,,
6306,CR,1.0,Techs_Sedan,,Congestion,2045.0,,,,,,0.4046067999999999,,,,,,,,,,,,,,,,,,,,
6307,CR,1.0,Techs_Sedan,,Congestion,2046.0,,,,,,0.4057476,,,,,,,,,,,,,,,,,,,,
