PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
VariableCost,BAU,CR,DIST_CRU,,,1,2018,,,,,,15.06
VariableCost,BAU,CR,DIST_CRU,,,1,2019,,,,,,15.06
VariableCost,BAU,CR,DIST_CRU,,,1,2020,,,,,,15.06
VariableCost,BAU,CR,DIST_CRU,,,1,2021,,,,,,15.06
VariableCost,BAU,CR,DIST_CRU,,,1,2022,,,,,,15.06
VariableCost,BAU,CR,DIST_CRU,,,1,2023,,,,,,15.06
VariableCost,BAU,CR,DIST_CRU,,,1,2024,,,,,,14.94
VariableCost,BAU,CR,DIST_CRU,,,1,2025,,,,,,14.82
VariableCost,BAU,CR,DIST_CRU,,,1,2026,,,,,,14.7
VariableCost,BAU,CR,DIST_CRU,,,1,2027,,,,,,14.58
VariableCost,BAU,CR,DIST_CRU,,,1,2028,,,,,,14.46
VariableCost,BAU,CR,DIST_CRU,,,1,2029,,,,,,14.34
VariableCost,BAU,CR,DIST_CRU,,,1,2030,,,,,,14.22
VariableCost,BAU,CR,DIST_CRU,,,1,2031,,,,,,14.2078
VariableCost,BAU,CR,DIST_CRU,,,1,2032,,,,,,14.1956
VariableCost,BAU,CR,DIST_CRU,,,1,2033,,,,,,14.1833
VariableCost,BAU,CR,DIST_CRU,,,1,2034,,,,,,14.1711
VariableCost,BAU,CR,DIST_CRU,,,1,2035,,,,,,14.1589
VariableCost,BAU,CR,DIST_CRU,,,1,2036,,,,,,14.1467
VariableCost,BAU,CR,DIST_CRU,,,1,2037,,,,,,14.1344
VariableCost,BAU,CR,DIST_CRU,,,1,2038,,,,,,14.1222
VariableCost,BAU,CR,DIST_CRU,,,1,2039,,,,,,14.11
VariableCost,BAU,CR,DIST_CRU,,,1,2040,,,,,,14.0978
VariableCost,BAU,CR,DIST_CRU,,,1,2041,,,,,,14.0856
VariableCost,BAU,CR,DIST_CRU,,,1,2042,,,,,,14.0733
VariableCost,BAU,CR,DIST_CRU,,,1,2043,,,,,,14.0611
VariableCost,BAU,CR,DIST_CRU,,,1,2044,,,,,,14.0489
VariableCost,BAU,CR,DIST_CRU,,,1,2045,,,,,,14.0367
VariableCost,BAU,CR,DIST_CRU,,,1,2046,,,,,,14.0244
VariableCost,BAU,CR,DIST_CRU,,,1,2047,,,,,,14.0122
VariableCost,BAU,CR,DIST_CRU,,,1,2048,,,,,,14.0
