REGION,TECHNOLOGY,YEAR,VALUE
RD,PPHDAM,2018,40.599258
RD,PPHDAM,2019,40.599258
RD,PPHDAM,2020,40.599258
RD,PPHDAM,2021,40.599258
RD,PPHDAM,2022,40.599258
RD,PPHDAM,2023,40.599258
RD,PPHDAM,2024,40.599258
RD,PPHDAM,2025,40.599258
RD,PPHDAM,2026,41.90623730053514
RD,PPHDAM,2027,43.33621050997438
RD,PPHDAM,2028,44.797301059519725
RD,PPHDAM,2029,46.28993673337838
RD,PPHDAM,2030,47.83895575399647
RD,PPHDAM,2031,49.39690923800351
RD,PPHDAM,2032,50.987764662595055
RD,PPHDAM,2033,52.6119830305712
RD,PPHDAM,2034,54.27003399754789
RD,PPHDAM,2035,55.962396075925845
RD,PPHDAM,2036,57.68955684465661
RD,PPHDAM,2037,59.45201316499847
RD,PPHDAM,2038,61.250271402463405
RD,PPHDAM,2039,63.1184676006337
RD,PPHDAM,2040,64.99105389344892
RD,PPHDAM,2041,66.90105202419842
RD,PPHDAM,2042,68.85043747111153
RD,PPHDAM,2043,70.83693651873584
RD,PPHDAM,2044,72.86252258174973
RD,PPHDAM,2045,74.9277761603817
RD,PPHDAM,2046,77.03328930710369
RD,PPHDAM,2047,79.17966591543704
RD,PPHDAM,2048,81.41288673734893
RD,PPHDAM,2049,83.64433111834684
RD,PPHDAM,2050,85.91856387017853
RD,PPWNDON,2018,4.89541544
RD,PPWNDON,2019,9.749729011261207
RD,PPWNDON,2020,9.658424109955117
RD,PPWNDON,2021,9.568897926165931
RD,PPWNDON,2022,10.67443347984532
RD,PPWNDON,2023,10.571305007201978
RD,PPWNDON,2024,11.8913611
RD,PPWNDON,2025,31.322643269230767
RD,PPWNDON,2026,37.27273950759026
RD,PPWNDON,2027,43.187956448526606
RD,PPWNDON,2028,87.26791470531955
RD,PPWNDON,2029,131.08986079538207
RD,PPWNDON,2030,174.65441016073478
RD,PPWNDON,2031,186.3354630581069
RD,PPWNDON,2032,197.94622564262025
RD,PPWNDON,2033,209.48413728791937
RD,PPWNDON,2034,220.95179334098736
RD,PPWNDON,2035,232.3475155568312
RD,PPWNDON,2036,243.6707038174512
RD,PPWNDON,2037,254.92368856678144
RD,PPWNDON,2038,266.1037355753285
RD,PPWNDON,2039,277.2136137932134
RD,PPWNDON,2040,288.25051954968745
RD,PPWNDON,2041,299.21678086331167
RD,PPWNDON,2042,310.11105574052806
RD,PPWNDON,2043,320.9332409395331
RD,PPWNDON,2044,331.68534414785046
RD,PPWNDON,2045,342.3653116516776
RD,PPWNDON,2046,352.9727734660033
RD,PPWNDON,2047,363.5092874665136
RD,PPWNDON,2048,373.9745259328358
RD,PPWNDON,2049,384.36885130597005
RD,PPWNDON,2050,394.69003061615
RD,PPPVT,2018,1.4846832
RD,PPPVT,2019,3.1159856581291074
RD,PPPVT,2020,2.8328388297524847
RD,PPPVT,2021,5.363206128477334
RD,PPPVT,2022,5.9318149722369276
RD,PPPVT,2023,9.306179215979869
RD,PPPVT,2024,21.87911366
RD,PPPVT,2025,99.38157397946166
RD,PPPVT,2026,108.5164662074244
RD,PPPVT,2027,112.710328315155
RD,PPPVT,2028,123.71672142173746
RD,PPPVT,2029,134.5851808521495
RD,PPPVT,2030,145.31623880597013
RD,PPPVT,2031,155.90931515339966
RD,PPPVT,2032,166.3650379544585
RD,PPPVT,2033,176.6827312189055
RD,PPPVT,2034,186.86311886720247
RD,PPPVT,2035,196.9054290486669
RD,PPPVT,2036,206.81048154420205
RD,PPPVT,2037,216.57740864268405
RD,PPPVT,2038,226.20712598545728
RD,PPPVT,2039,235.69867000095675
RD,PPPVT,2040,245.05305219096823
RD,PPPVT,2041,254.2692131234852
RD,PPPVT,2042,263.34826016073475
RD,PPPVT,2043,272.2890380102692
RD,PPPVT,2044,281.09274989475693
RD,PPPVT,2045,289.75814466130885
RD,PPPVT,2046,298.28652139303483
RD,PPPVT,2047,306.6765330766042
RD,PPPVT,2048,314.9295746555684
RD,PPPVT,2049,323.0442032561552
RD,PPPVT,2050,331.0219096823575
RD,PPBIM,2018,1.0548
RD,PPBIM,2019,1.0548
RD,PPBIM,2020,1.0548
RD,PPBIM,2021,1.0548
RD,PPBIM,2022,1.0548
RD,PPBIM,2023,1.0548
RD,PPBIM,2024,1.0548
RD,PPBIM,2025,1.0548
RD,PPBIM,2026,1.070487
RD,PPBIM,2027,3.9254414729238425
RD,PPBIM,2028,3.9821344156620744
RD,PPBIM,2029,4.038838200424162
RD,PPBIM,2030,4.095531143162392
RD,PPBIM,2031,4.152224085900626
RD,PPBIM,2032,4.208917028638857
RD,PPBIM,2033,4.265609971377089
RD,PPBIM,2034,4.322302914115321
RD,PPBIM,2035,4.378995856853553
RD,PPBIM,2036,4.43569964161564
RD,PPBIM,2037,4.492392584353873
RD,PPBIM,2038,4.549085527092104
RD,PPBIM,2039,4.605778469830336
RD,PPBIM,2040,4.662471412568568
RD,PPBIM,2041,4.7191643553068
RD,PPBIM,2042,4.775868140068886
RD,PPBIM,2043,4.8325610828071195
RD,PPBIM,2044,4.88925402554535
RD,PPBIM,2045,4.945946968283582
RD,PPBIM,2046,5.002639911021814
RD,PPBIM,2047,5.059332853760046
RD,PPBIM,2048,5.116025796498278
RD,PPBIM,2049,5.1727295812603655
RD,PPBIM,2050,5.229422523998597
RD,PPCOA,2018,25.584
RD,PPCOA,2019,88.40409945013843
RD,PPCOA,2020,88.41019803833005
RD,PPCOA,2021,88.41432818322563
RD,PPCOA,2022,88.41432818322563
RD,PPCOA,2023,88.41432818322563
