Strategy,Future.ID,Technology,Fuel,Fuel_Surname,Year,Age,Actor,Actor_Type,Owner,GorS,DAI,Customs,SC,VAT-Imports,Total Import Taxes,GE,Vehicle Purchase,Property Tax,IUC,VAT-Electricity,H2,VKT,Energy Sales and Purchases,Investments and FOM,Variable Costs,Service Sales,Service Purchases,Investments,FOM,DAI Disc,Customs Disc,SC Disc,VAT-Imports Disc,Total Import Taxes Disc,GE Disc,Vehicle Purchase Disc,Property Tax Disc,IUC Disc,VAT-Electricity Disc,H2 Disc,VKT Disc,Energy Sales and Purchases Disc,Investments and FOM Disc,Variable Costs Disc,Service Sales Disc,Service Purchases Disc,Investments Disc,FOM Disc,Energy Price,Energy Price wTax,Energy Tax,Service Price,U SC,U Total Import Taxes,U Market Price,U CIF,Q Imports,U VKT,Q Total,U Property Tax,FV,GDP
BAU,0,TRMBUSHYD,E4HYD_PUB,Hydrogen for Public Transport,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,128286.40047987984
BAU,0,TRMBUSHYD,E4HYD_PUB,Hydrogen for Public Transport,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,132134.99249427623
BAU,0,TRMBUSHYD,E4HYD_PUB,Hydrogen for Public Transport,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,136099.0422691045
BAU,0,TRMBUSHYD,E4HYD_PUB,Hydrogen for Public Transport,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,140182.01353717764
BAU,0,TRMBUSHYD,E4HYD_PUB,Hydrogen for Public Transport,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,144387.47394329298
BAU,0,TRMBUSHYD,E4HYD_PUB,Hydrogen for Public Transport,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,148719.09816159177
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9129,27.7589,9.846,,,,,,,,,,,62989.20619195722
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.095,25.941,9.846,,,,,,,,,,,64329.70527098113
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4908,21.3368,9.846,,,,,,,,,,,61270.299329722235
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.095,25.941,9.846,,,,,,,,,,,63108.4083096139
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4007,26.2468,9.846,,,,,,,,,,,65001.66055890232
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7123,26.5584,9.846,,,,,,,,,,,66951.71037566938
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0298,26.8759,9.846,,,,,,,,,,,68960.26168693947
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3534,27.1995,9.846,,,,,,,,,,,71029.06953754765
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6831,27.5292,9.846,,,,,,,,,,,73159.94162367408
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0191,27.8652,9.846,,,,,,,,,,,75354.7398723843
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3615,28.2075,9.846,,,,,,,,,,,77615.38206855583
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7103,28.5564,9.846,,,,,,,,,,,79943.8435306125
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0658,28.9118,9.846,,,,,,,,,,,82342.15883653089
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.428,29.274,9.846,,,,,,,,,,,84812.42360162681
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7971,29.6431,9.846,,,,,,,,,,,87356.79630967561
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1732,30.0192,9.846,,,,,,,,,,,89977.50019896588
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5565,30.4025,9.846,,,,,,,,,,,92676.82520493485
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.947,30.7931,9.846,,,,,,,,,,,95457.1299610829
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.345,31.191,9.846,,,,,,,,,,,98320.84385991539
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7505,31.5966,9.846,,,,,,,,,,,101270.46917571285
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1638,32.0098,9.846,,,,,,,,,,,104308.58325098423
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5848,32.4309,9.846,,,,,,,,,,,107437.84074851376
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.014,32.86,9.846,,,,,,,,,,,110660.97597096917
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4513,33.2973,9.846,,,,,,,,,,,113980.80525009824
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8969,33.7429,9.846,,,,,,,,,,,117400.22940760119
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3509,34.1969,9.846,,,,,,,,,,,120922.23628982923
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8135,34.6596,9.846,,,,,,,,,,,124549.90337852412
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.285,35.131,9.846,,,,,,,,,,,128286.40047987984
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7654,35.6115,9.846,,,,,,,,,,,132134.99249427623
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2549,36.101,9.846,,,,,,,,,,,136099.0422691045
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7538,36.5998,9.846,,,,,,,,,,,140182.01353717764
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.261999999999997,37.1081,9.846,,,,,,,,,,,144387.47394329298
BAU,0,TRMBUSPHD,E4DSL_PUB,Fuel for Public Transport,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,37.6261,9.846,,,,,,,,,,,148719.09816159177
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9479,48.5311,5.5832,,,,,,,,,,,62989.20619195722
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1818,48.7954,5.6136,,,,,,,,,,,64329.70527098113
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4237,47.9387,5.5151,,,,,,,,,,,61270.299329722235
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7736,47.2042,5.4306,,,,,,,,,,,63108.4083096139
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4978,46.8925,5.3947,,,,,,,,,,,65001.66055890232
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9247,46.2449,5.3202,,,,,,,,,,,66951.71037566938
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4489,45.7073,5.2584,,,,,,,,,,,68960.26168693947
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0047,45.2053,5.2006,,,,,,,,,,,71029.06953754765
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0504,45.2569,5.2065,,,,,,,,,,,73159.94162367408
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5697,44.7137,5.1441,,,,,,,,,,,75354.7398723843
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4251,44.5504,5.1253,,,,,,,,,,,77615.38206855583
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6536,43.6785,5.025,,,,,,,,,,,79943.8435306125
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.926,43.9864,5.0604,,,,,,,,,,,82342.15883653089
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4016,43.3938,4.9922,,,,,,,,,,,84812.42360162681
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0185,42.9609,4.9424,,,,,,,,,,,87356.79630967561
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8374,42.7562,4.9189,,,,,,,,,,,89977.50019896588
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5682,42.4521,4.8839,,,,,,,,,,,92676.82520493485
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1726,42.0051,4.8324,,,,,,,,,,,95457.1299610829
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7934,41.5765,4.7831,,,,,,,,,,,98320.84385991539
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6408,41.4041,4.7633,,,,,,,,,,,101270.46917571285
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5128,41.2594,4.7467,,,,,,,,,,,104308.58325098423
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.391999999999996,41.123000000000005,4.731,,,,,,,,,,,107437.84074851376
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2786,40.9948,4.7162,,,,,,,,,,,110660.97597096917
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1716,40.8739,4.7023,,,,,,,,,,,113980.80525009824
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0817,40.7723,4.6906,,,,,,,,,,,117400.22940760119
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9873,40.6656,4.6783,,,,,,,,,,,120922.23628982923
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9696,40.6457,4.676,,,,,,,,,,,124549.90337852412
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8871,40.5524,4.6653,,,,,,,,,,,128286.40047987984
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8295,40.4873,4.6578,,,,,,,,,,,132134.99249427623
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8969,40.5634,4.6666,,,,,,,,,,,136099.0422691045
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8532,40.5141,4.6609,,,,,,,,,,,140182.01353717764
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9998,40.6797,4.68,,,,,,,,,,,144387.47394329298
BAU,0,TRMBUSPHD,E4ELE_PUB,Electricity for Public Transport,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9402,40.6124,4.6722,,,,,,,,,,,148719.09816159177
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9129,24.4684,6.5555,,,,,,,,,,,62989.20619195722
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.095,22.6505,6.5555,,,,,,,,,,,64329.70527098113
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4908,18.0463,6.5555,,,,,,,,,,,61270.299329722235
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.095,22.6505,6.5555,,,,,,,,,,,63108.4083096139
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4007,22.9563,6.5555,,,,,,,,,,,65001.66055890232
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7123,23.2679,6.5555,,,,,,,,,,,66951.71037566938
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0298,23.5854,6.5555,,,,,,,,,,,68960.26168693947
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3534,23.909000000000002,6.5555,,,,,,,,,,,71029.06953754765
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6831,24.2386,6.5555,,,,,,,,,,,73159.94162367408
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0191,24.5747,6.5555,,,,,,,,,,,75354.7398723843
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3615,24.916999999999998,6.5555,,,,,,,,,,,77615.38206855583
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7103,25.2659,6.5555,,,,,,,,,,,79943.8435306125
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0658,25.6213,6.5555,,,,,,,,,,,82342.15883653089
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.428,25.9835,6.5555,,,,,,,,,,,84812.42360162681
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7971,26.3526,6.5555,,,,,,,,,,,87356.79630967561
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1732,26.7287,6.5555,,,,,,,,,,,89977.50019896588
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5565,27.112,6.5555,,,,,,,,,,,92676.82520493485
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.947,27.5025,6.5555,,,,,,,,,,,95457.1299610829
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.345,27.9005,6.5555,,,,,,,,,,,98320.84385991539
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7505,28.3061,6.5555,,,,,,,,,,,101270.46917571285
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1638,28.7193,6.5555,,,,,,,,,,,104308.58325098423
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5848,29.1404,6.5555,,,,,,,,,,,107437.84074851376
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.014,29.5695,6.5555,,,,,,,,,,,110660.97597096917
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4513,30.0068,6.5555,,,,,,,,,,,113980.80525009824
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8969,30.4524,6.5555,,,,,,,,,,,117400.22940760119
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3509,30.9064,6.5555,,,,,,,,,,,120922.23628982923
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8135,31.3691,6.5555,,,,,,,,,,,124549.90337852412
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.285,31.8405,6.5555,,,,,,,,,,,128286.40047987984
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7654,32.321,6.5555,,,,,,,,,,,132134.99249427623
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2549,32.8105,6.5555,,,,,,,,,,,136099.0422691045
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7538,33.3093,6.5555,,,,,,,,,,,140182.01353717764
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.261999999999997,33.8176,6.5555,,,,,,,,,,,144387.47394329298
BAU,0,TRTAXDSL,E4DSL_PUB,Fuel for Public Transport,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,34.3356,6.5555,,,,,,,,,,,148719.09816159177
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1492,32.9638,12.8146,,,,,,,,,,,62989.20619195722
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7767,30.5913,12.8146,,,,,,,,,,,64329.70527098113
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7634,24.578000000000003,12.8146,,,,,,,,,,,61270.299329722235
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7767,30.5913,12.8146,,,,,,,,,,,63108.4083096139
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1144,30.9291,12.8146,,,,,,,,,,,65001.66055890232
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4586,31.2732,12.8146,,,,,,,,,,,66951.71037566938
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8093,31.6239,12.8146,,,,,,,,,,,68960.26168693947
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1666,31.9813,12.8146,,,,,,,,,,,71029.06953754765
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5309,32.3455,12.8146,,,,,,,,,,,73159.94162367408
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.902,32.7166,12.8146,,,,,,,,,,,75354.7398723843
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2801,33.0948,12.8146,,,,,,,,,,,77615.38206855583
BAU,0,TRTAXGSL,E4GSL_PUB,Fuel for Public Transport,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6654,33.48,12.8146,,,,,,,,,,,79943.8435306125
