,YEAR,TECHNOLOGY,FUEL,EMISSION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
3919,2036.0,T5FRTAGR,,,1.5405,,,,,,,,,,1.5405,,,1.5405,,,,,,1.5405,1.5405,,1.5405,,
3920,2037.0,T5FRTAGR,,,1.5684,,,,,,,,,,1.5684,,,1.5684,,,,,,1.5684,1.5684,,1.5684,,
3921,2038.0,T5FRTAGR,,,1.5968,,,,,,,,,,1.5968,,,1.5968,,,,,,1.5968,1.5968,,1.5968,,
3922,2039.0,T5FRTAGR,,,1.6255,,,,,,,,,,1.6255,,,1.6255,,,,,,1.6255,1.6255,,1.6255,,
3923,2040.0,T5FRTAGR,,,1.6545999999999998,,,,,,,,,,1.6545999999999998,,,1.6545999999999998,,,,,,1.6545999999999998,1.6545999999999998,,1.6545999999999998,,
3924,2041.0,T5FRTAGR,,,1.6782,,,,,,,,,,1.6782,,,1.6782,,,,,,1.6782,1.6782,,1.6782,,
3925,2042.0,T5FRTAGR,,,1.7021,,,,,,,,,,1.7021,,,1.7021,,,,,,1.7021,1.7021,,1.7021,,
3926,2043.0,T5FRTAGR,,,1.7262,,,,,,,,,,1.7262,,,1.7262,,,,,,1.7262,1.7262,,1.7262,,
3927,2044.0,T5FRTAGR,,,1.7506,,,,,,,,,,1.7506,,,1.7506,,,,,,1.7506,1.7506,,1.7506,,
3928,2045.0,T5FRTAGR,,,1.7752,,,,,,,,,,1.7752,,,1.7752,,,,,,1.7752,1.7752,,1.7752,,
3929,2046.0,T5FRTAGR,,,1.7943,,,,,,,,,,1.7943,,,1.7943,,,,,,1.7943,1.7943,,1.7943,,
3930,2047.0,T5FRTAGR,,,1.8136,,,,,,,,,,1.8136,,,1.8136,,,,,,1.8136,1.8136,,1.8136,,
3931,2048.0,T5FRTAGR,,,1.833,,,,,,,,,,1.833,,,1.833,,,,,,1.833,1.833,,1.833,,
3932,2049.0,T5FRTAGR,,,1.8526,,,,,,,,,,1.8526,,,1.8526,,,,,,1.8526,1.8526,,1.8526,,
3933,2050.0,T5FRTAGR,,,1.8723,,,,,,,,,,1.8723,,,1.8723,,,,,,1.8723,1.8723,,1.8723,,
3934,2018.0,T5OTPAGR,,,2602.0,,,,,,,,,,2602.0,,,2602.0,,,,,,2602.0,2602.0,,2602.0,,
3935,2019.0,T5OTPAGR,,,2645.0,,,,,,,,,,2645.0,,,2645.0,,,,,,2645.0,2645.0,,2645.0,,
3936,2020.0,T5OTPAGR,,,2573.0,,,,,,,,,,2573.0,,,2573.0,,,,,,2573.0,2573.0,,2573.0,,
3937,2021.0,T5OTPAGR,,,2225.0,,,,,,,,,,2225.0,,,2225.0,,,,,,2225.0,2225.0,,2225.0,,
3938,2022.0,T5OTPAGR,,,1.9836,,,,,,,,,,1.9836,,,1.9836,,,,,,1.9836,1.9836,,1.9836,,
3939,2023.0,T5OTPAGR,,,2.0911,,,,,,,,,,2.0911,,,2.0911,,,,,,2.0911,2.0911,,2.0911,,
3940,2024.0,T5OTPAGR,,,2.1571,,,,,,,,,,2.1571,,,2.1571,,,,,,2.1571,2.1571,,2.1571,,
3941,2025.0,T5OTPAGR,,,2.2231,,,,,,,,,,2.2231,,,2.2231,,,,,,2.2231,2.2231,,2.2231,,
3942,2026.0,T5OTPAGR,,,2.2853,,,,,,,,,,2.2853,,,2.2853,,,,,,2.2853,2.2853,,2.2853,,
3943,2027.0,T5OTPAGR,,,2.3483,,,,,,,,,,2.3483,,,2.3483,,,,,,2.3483,2.3483,,2.3483,,
3944,2028.0,T5OTPAGR,,,2.4149,,,,,,,,,,2.4149,,,2.4149,,,,,,2.4149,2.4149,,2.4149,,
3945,2029.0,T5OTPAGR,,,2.4789,,,,,,,,,,2.4789,,,2.4789,,,,,,2.4789,2.4789,,2.4789,,
3946,2030.0,T5OTPAGR,,,2.5424,,,,,,,,,,2.5424,,,2.5424,,,,,,2.5424,2.5424,,2.5424,,
3947,2031.0,T5OTPAGR,,,2.5999,,,,,,,,,,2.5999,,,2.5999,,,,,,2.5999,2.5999,,2.5999,,
3948,2032.0,T5OTPAGR,,,2.6583,,,,,,,,,,2.6583,,,2.6583,,,,,,2.6583,2.6583,,2.6583,,
3949,2033.0,T5OTPAGR,,,2.7178,,,,,,,,,,2.7178,,,2.7178,,,,,,2.7178,2.7178,,2.7178,,
3950,2034.0,T5OTPAGR,,,2.7782,,,,,,,,,,2.7782,,,2.7782,,,,,,2.7782,2.7782,,2.7782,,
3951,2035.0,T5OTPAGR,,,2.8397,,,,,,,,,,2.8397,,,2.8397,,,,,,2.8397,2.8397,,2.8397,,
3952,2036.0,T5OTPAGR,,,2.8914,,,,,,,,,,2.8914,,,2.8914,,,,,,2.8914,2.8914,,2.8914,,
3953,2037.0,T5OTPAGR,,,2.9439,,,,,,,,,,2.9439,,,2.9439,,,,,,2.9439,2.9439,,2.9439,,
3954,2038.0,T5OTPAGR,,,2.997,,,,,,,,,,2.997,,,2.997,,,,,,2.997,2.997,,2.997,,
3955,2039.0,T5OTPAGR,,,3.0509,,,,,,,,,,3.0509,,,3.0509,,,,,,3.0509,3.0509,,3.0509,,
3956,2040.0,T5OTPAGR,,,3.1055,,,,,,,,,,3.1055,,,3.1055,,,,,,3.1055,3.1055,,3.1055,,
3957,2041.0,T5OTPAGR,,,3.1498,,,,,,,,,,3.1498,,,3.1498,,,,,,3.1498,3.1498,,3.1498,,
3958,2042.0,T5OTPAGR,,,3.1946,,,,,,,,,,3.1946,,,3.1946,,,,,,3.1946,3.1946,,3.1946,,
3959,2043.0,T5OTPAGR,,,3.2399,,,,,,,,,,3.2399,,,3.2399,,,,,,3.2399,3.2399,,3.2399,,
3960,2044.0,T5OTPAGR,,,3.2857,,,,,,,,,,3.2857,,,3.2857,,,,,,3.2857,3.2857,,3.2857,,
3961,2045.0,T5OTPAGR,,,3.3319,,,,,,,,,,3.3319,,,3.3319,,,,,,3.3319,3.3319,,3.3319,,
3962,2046.0,T5OTPAGR,,,3.3678,,,,,,,,,,3.3678,,,3.3678,,,,,,3.3678,3.3678,,3.3678,,
3963,2047.0,T5OTPAGR,,,3.4039,,,,,,,,,,3.4039,,,3.4039,,,,,,3.4039,3.4039,,3.4039,,
3964,2048.0,T5OTPAGR,,,3.4404,,,,,,,,,,3.4404,,,3.4404,,,,,,3.4404,3.4404,,3.4404,,
3965,2049.0,T5OTPAGR,,,3.4771,,,,,,,,,,3.4771,,,3.4771,,,,,,3.4771,3.4771,,3.4771,,
3966,2050.0,T5OTPAGR,,,3.5142,,,,,,,,,,3.5142,,,3.5142,,,,,,3.5142,3.5142,,3.5142,,
3967,2018.0,T5LECGAN,,,0.397,,,,,,,,,,0.397,,,0.397,,,,,,0.397,0.397,,0.397,,
3968,2019.0,T5LECGAN,,,0.402,,,,,,,,,,0.402,,,0.402,,,,,,0.402,0.402,,0.402,,
3969,2020.0,T5LECGAN,,,0.399,,,,,,,,,,0.399,,,0.399,,,,,,0.399,0.399,,0.399,,
3970,2021.0,T5LECGAN,,,0.406,,,,,,,,,,0.406,,,0.406,,,,,,0.406,0.406,,0.406,,
3971,2022.0,T5LECGAN,,,0.4109999999999999,,,,,,,,,,0.4109999999999999,,,0.4109999999999999,,,,,,0.4109999999999999,0.4109999999999999,,0.4109999999999999,,
3972,2023.0,T5LECGAN,,,0.4179999999999999,,,,,,,,,,0.4179999999999999,,,0.4179999999999999,,,,,,0.4179999999999999,0.4179999999999999,,0.4179999999999999,,
3973,2024.0,T5LECGAN,,,0.4249999999999999,,,,,,,,,,0.4249999999999999,,,0.4249999999999999,,,,,,0.4249999999999999,0.4249999999999999,,0.4249999999999999,,
3974,2025.0,T5LECGAN,,,0.432,,,,,,,,,,0.432,,,0.432,,,,,,0.432,0.432,,0.432,,
3975,2026.0,T5LECGAN,,,0.438,,,,,,,,,,0.438,,,0.438,,,,,,0.438,0.438,,0.438,,
3976,2027.0,T5LECGAN,,,0.445,,,,,,,,,,0.445,,,0.445,,,,,,0.445,0.445,,0.445,,
3977,2028.0,T5LECGAN,,,0.452,,,,,,,,,,0.452,,,0.452,,,,,,0.452,0.452,,0.452,,
3978,2029.0,T5LECGAN,,,0.458,,,,,,,,,,0.458,,,0.458,,,,,,0.458,0.458,,0.458,,
3979,2030.0,T5LECGAN,,,0.464,,,,,,,,,,0.464,,,0.464,,,,,,0.464,0.464,,0.464,,
3980,2031.0,T5LECGAN,,,0.4699999999999999,,,,,,,,,,0.4699999999999999,,,0.4699999999999999,,,,,,0.4699999999999999,0.4699999999999999,,0.4699999999999999,,
3981,2032.0,T5LECGAN,,,0.4759999999999999,,,,,,,,,,0.4759999999999999,,,0.4759999999999999,,,,,,0.4759999999999999,0.4759999999999999,,0.4759999999999999,,
3982,2033.0,T5LECGAN,,,0.4809999999999999,,,,,,,,,,0.4809999999999999,,,0.4809999999999999,,,,,,0.4809999999999999,0.4809999999999999,,0.4809999999999999,,
3983,2034.0,T5LECGAN,,,0.4869999999999999,,,,,,,,,,0.4869999999999999,,,0.4869999999999999,,,,,,0.4869999999999999,0.4869999999999999,,0.4869999999999999,,
3984,2035.0,T5LECGAN,,,0.4919999999999999,,,,,,,,,,0.4919999999999999,,,0.4919999999999999,,,,,,0.4919999999999999,0.4919999999999999,,0.4919999999999999,,
3985,2036.0,T5LECGAN,,,0.497,,,,,,,,,,0.497,,,0.497,,,,,,0.497,0.497,,0.497,,
3986,2037.0,T5LECGAN,,,0.502,,,,,,,,,,0.502,,,0.502,,,,,,0.502,0.502,,0.502,,
3987,2038.0,T5LECGAN,,,0.507,,,,,,,,,,0.507,,,0.507,,,,,,0.507,0.507,,0.507,,
3988,2039.0,T5LECGAN,,,0.512,,,,,,,,,,0.512,,,0.512,,,,,,0.512,0.512,,0.512,,
3989,2040.0,T5LECGAN,,,0.516,,,,,,,,,,0.516,,,0.516,,,,,,0.516,0.516,,0.516,,
3990,2041.0,T5LECGAN,,,0.52,,,,,,,,,,0.52,,,0.52,,,,,,0.52,0.52,,0.52,,
3991,2042.0,T5LECGAN,,,0.524,,,,,,,,,,0.524,,,0.524,,,,,,0.524,0.524,,0.524,,
3992,2043.0,T5LECGAN,,,0.528,,,,,,,,,,0.528,,,0.528,,,,,,0.528,0.528,,0.528,,
3993,2044.0,T5LECGAN,,,0.533,,,,,,,,,,0.533,,,0.533,,,,,,0.533,0.533,,0.533,,
3994,2045.0,T5LECGAN,,,0.536,,,,,,,,,,0.536,,,0.536,,,,,,0.536,0.536,,0.536,,
3995,2046.0,T5LECGAN,,,0.539,,,,,,,,,,0.539,,,0.539,,,,,,0.539,0.539,,0.539,,
3996,2047.0,T5LECGAN,,,0.542,,,,,,,,,,0.542,,,0.542,,,,,,0.542,0.542,,0.542,,
3997,2048.0,T5LECGAN,,,0.545,,,,,,,,,,0.545,,,0.545,,,,,,0.545,0.545,,0.545,,
3998,2049.0,T5LECGAN,,,0.549,,,,,,,,,,0.549,,,0.549,,,,,,0.549,0.549,,0.549,,
3999,2050.0,T5LECGAN,,,0.552,,,,,,,,,,0.552,,,0.552,,,,,,0.552,0.552,,0.552,,
4000,2018.0,T5CARAVIGAN,,,0.0293,,,,,,,,,,0.0293,,,0.0293,,,,,,0.0293,0.0293,,0.0293,,
4001,2019.0,T5CARAVIGAN,,,0.0393999999999999,,,,,,,,,,0.0393999999999999,,,0.0393999999999999,,,,,,0.0393999999999999,0.0393999999999999,,0.0393999999999999,,
4002,2020.0,T5CARAVIGAN,,,0.0434,,,,,,,,,,0.0434,,,0.0434,,,,,,0.0434,0.0434,,0.0434,,
4003,2021.0,T5CARAVIGAN,,,0.0497,,,,,,,,,,0.0497,,,0.0497,,,,,,0.0497,0.0497,,0.0497,,
4004,2022.0,T5CARAVIGAN,,,0.0502999999999999,,,,,,,,,,0.0502999999999999,,,0.0502999999999999,,,,,,0.0502999999999999,0.0502999999999999,,0.0502999999999999,,
4005,2023.0,T5CARAVIGAN,,,0.0511,,,,,,,,,,0.0511,,,0.0511,,,,,,0.0511,0.0511,,0.0511,,
4006,2024.0,T5CARAVIGAN,,,0.0519999999999999,,,,,,,,,,0.0519999999999999,,,0.0519999999999999,,,,,,0.0519999999999999,0.0519999999999999,,0.0519999999999999,,
4007,2025.0,T5CARAVIGAN,,,0.0528,,,,,,,,,,0.0528,,,0.0528,,,,,,0.0528,0.0528,,0.0528,,
4008,2026.0,T5CARAVIGAN,,,0.0536,,,,,,,,,,0.0536,,,0.0536,,,,,,0.0536,0.0536,,0.0536,,
4009,2027.0,T5CARAVIGAN,,,0.0545,,,,,,,,,,0.0545,,,0.0545,,,,,,0.0545,0.0545,,0.0545,,
4010,2028.0,T5CARAVIGAN,,,0.0553,,,,,,,,,,0.0553,,,0.0553,,,,,,0.0553,0.0553,,0.0553,,
4011,2029.0,T5CARAVIGAN,,,0.056,,,,,,,,,,0.056,,,0.056,,,,,,0.056,0.056,,0.056,,
4012,2030.0,T5CARAVIGAN,,,0.0568,,,,,,,,,,0.0568,,,0.0568,,,,,,0.0568,0.0568,,0.0568,,
4013,2031.0,T5CARAVIGAN,,,0.0575,,,,,,,,,,0.0575,,,0.0575,,,,,,0.0575,0.0575,,0.0575,,
4014,2032.0,T5CARAVIGAN,,,0.0582,,,,,,,,,,0.0582,,,0.0582,,,,,,0.0582,0.0582,,0.0582,,
4015,2033.0,T5CARAVIGAN,,,0.0589,,,,,,,,,,0.0589,,,0.0589,,,,,,0.0589,0.0589,,0.0589,,
4016,2034.0,T5CARAVIGAN,,,0.0596,,,,,,,,,,0.0596,,,0.0596,,,,,,0.0596,0.0596,,0.0596,,
4017,2035.0,T5CARAVIGAN,,,0.0601999999999999,,,,,,,,,,0.0601999999999999,,,0.0601999999999999,,,,,,0.0601999999999999,0.0601999999999999,,0.0601999999999999,,
4018,2036.0,T5CARAVIGAN,,,0.0608,,,,,,,,,,0.0608,,,0.0608,,,,,,0.0608,0.0608,,0.0608,,
4019,2037.0,T5CARAVIGAN,,,0.0614,,,,,,,,,,0.0614,,,0.0614,,,,,,0.0614,0.0614,,0.0614,,
4020,2038.0,T5CARAVIGAN,,,0.062,,,,,,,,,,0.062,,,0.062,,,,,,0.062,0.062,,0.062,,
4021,2039.0,T5CARAVIGAN,,,0.0626,,,,,,,,,,0.0626,,,0.0626,,,,,,0.0626,0.0626,,0.0626,,
4022,2040.0,T5CARAVIGAN,,,0.0631,,,,,,,,,,0.0631,,,0.0631,,,,,,0.0631,0.0631,,0.0631,,
4023,2041.0,T5CARAVIGAN,,,0.0636,,,,,,,,,,0.0636,,,0.0636,,,,,,0.0636,0.0636,,0.0636,,
4024,2042.0,T5CARAVIGAN,,,0.0641,,,,,,,,,,0.0641,,,0.0641,,,,,,0.0641,0.0641,,0.0641,,
4025,2043.0,T5CARAVIGAN,,,0.0646,,,,,,,,,,0.0646,,,0.0646,,,,,,0.0646,0.0646,,0.0646,,
4026,2044.0,T5CARAVIGAN,,,0.0651,,,,,,,,,,0.0651,,,0.0651,,,,,,0.0651,0.0651,,0.0651,,
4027,2045.0,T5CARAVIGAN,,,0.0655,,,,,,,,,,0.0655,,,0.0655,,,,,,0.0655,0.0655,,0.0655,,
4028,2046.0,T5CARAVIGAN,,,0.0659,,,,,,,,,,0.0659,,,0.0659,,,,,,0.0659,0.0659,,0.0659,,
4029,2047.0,T5CARAVIGAN,,,0.0662999999999999,,,,,,,,,,0.0662999999999999,,,0.0662999999999999,,,,,,0.0662999999999999,0.0662999999999999,,0.0662999999999999,,
4030,2048.0,T5CARAVIGAN,,,0.0666999999999999,,,,,,,,,,0.0666999999999999,,,0.0666999999999999,,,,,,0.0666999999999999,0.0666999999999999,,0.0666999999999999,,
4031,2049.0,T5CARAVIGAN,,,0.0671,,,,,,,,,,0.0671,,,0.0671,,,,,,0.0671,0.0671,,0.0671,,
4032,2050.0,T5CARAVIGAN,,,0.0675,,,,,,,,,,0.0675,,,0.0675,,,,,,0.0675,0.0675,,0.0675,,
4033,2018.0,T5CARBOVGAN,,,0.0439999999999999,,,,,,,,,,0.0439999999999999,,,0.0439999999999999,,,,,,0.0439999999999999,0.0439999999999999,,0.0439999999999999,,
4034,2019.0,T5CARBOVGAN,,,0.027,,,,,,,,,,0.027,,,0.027,,,,,,0.027,0.027,,0.027,,
4035,2020.0,T5CARBOVGAN,,,0.0299999999999999,,,,,,,,,,0.0299999999999999,,,0.0299999999999999,,,,,,0.0299999999999999,0.0299999999999999,,0.0299999999999999,,
4036,2021.0,T5CARBOVGAN,,,0.033,,,,,,,,,,0.033,,,0.033,,,,,,0.033,0.033,,0.033,,
4037,2022.0,T5CARBOVGAN,,,0.033,,,,,,,,,,0.033,,,0.033,,,,,,0.033,0.033,,0.033,,
4038,2023.0,T5CARBOVGAN,,,0.034,,,,,,,,,,0.034,,,0.034,,,,,,0.034,0.034,,0.034,,
4039,2024.0,T5CARBOVGAN,,,0.034,,,,,,,,,,0.034,,,0.034,,,,,,0.034,0.034,,0.034,,
4040,2025.0,T5CARBOVGAN,,,0.035,,,,,,,,,,0.035,,,0.035,,,,,,0.035,0.035,,0.035,,
4041,2026.0,T5CARBOVGAN,,,0.035,,,,,,,,,,0.035,,,0.035,,,,,,0.035,0.035,,0.035,,
4042,2027.0,T5CARBOVGAN,,,0.0359999999999999,,,,,,,,,,0.0359999999999999,,,0.0359999999999999,,,,,,0.0359999999999999,0.0359999999999999,,0.0359999999999999,,
4043,2028.0,T5CARBOVGAN,,,0.0359999999999999,,,,,,,,,,0.0359999999999999,,,0.0359999999999999,,,,,,0.0359999999999999,0.0359999999999999,,0.0359999999999999,,
4044,2029.0,T5CARBOVGAN,,,0.0369999999999999,,,,,,,,,,0.0369999999999999,,,0.0369999999999999,,,,,,0.0369999999999999,0.0369999999999999,,0.0369999999999999,,
4045,2030.0,T5CARBOVGAN,,,0.0369999999999999,,,,,,,,,,0.0369999999999999,,,0.0369999999999999,,,,,,0.0369999999999999,0.0369999999999999,,0.0369999999999999,,
4046,2031.0,T5CARBOVGAN,,,0.0379999999999999,,,,,,,,,,0.0379999999999999,,,0.0379999999999999,,,,,,0.0379999999999999,0.0379999999999999,,0.0379999999999999,,
4047,2032.0,T5CARBOVGAN,,,0.0379999999999999,,,,,,,,,,0.0379999999999999,,,0.0379999999999999,,,,,,0.0379999999999999,0.0379999999999999,,0.0379999999999999,,
4048,2033.0,T5CARBOVGAN,,,0.039,,,,,,,,,,0.039,,,0.039,,,,,,0.039,0.039,,0.039,,
4049,2034.0,T5CARBOVGAN,,,0.039,,,,,,,,,,0.039,,,0.039,,,,,,0.039,0.039,,0.039,,
4050,2035.0,T5CARBOVGAN,,,0.04,,,,,,,,,,0.04,,,0.04,,,,,,0.04,0.04,,0.04,,
4051,2036.0,T5CARBOVGAN,,,0.04,,,,,,,,,,0.04,,,0.04,,,,,,0.04,0.04,,0.04,,
4052,2037.0,T5CARBOVGAN,,,0.04,,,,,,,,,,0.04,,,0.04,,,,,,0.04,0.04,,0.04,,
4053,2038.0,T5CARBOVGAN,,,0.041,,,,,,,,,,0.041,,,0.041,,,,,,0.041,0.041,,0.041,,
4054,2039.0,T5CARBOVGAN,,,0.041,,,,,,,,,,0.041,,,0.041,,,,,,0.041,0.041,,0.041,,
4055,2040.0,T5CARBOVGAN,,,0.042,,,,,,,,,,0.042,,,0.042,,,,,,0.042,0.042,,0.042,,
4056,2041.0,T5CARBOVGAN,,,0.042,,,,,,,,,,0.042,,,0.042,,,,,,0.042,0.042,,0.042,,
4057,2042.0,T5CARBOVGAN,,,0.042,,,,,,,,,,0.042,,,0.042,,,,,,0.042,0.042,,0.042,,
4058,2043.0,T5CARBOVGAN,,,0.0429999999999999,,,,,,,,,,0.0429999999999999,,,0.0429999999999999,,,,,,0.0429999999999999,0.0429999999999999,,0.0429999999999999,,
4059,2044.0,T5CARBOVGAN,,,0.0429999999999999,,,,,,,,,,0.0429999999999999,,,0.0429999999999999,,,,,,0.0429999999999999,0.0429999999999999,,0.0429999999999999,,
4060,2045.0,T5CARBOVGAN,,,0.0429999999999999,,,,,,,,,,0.0429999999999999,,,0.0429999999999999,,,,,,0.0429999999999999,0.0429999999999999,,0.0429999999999999,,
4061,2046.0,T5CARBOVGAN,,,0.0429999999999999,,,,,,,,,,0.0429999999999999,,,0.0429999999999999,,,,,,0.0429999999999999,0.0429999999999999,,0.0429999999999999,,
4062,2047.0,T5CARBOVGAN,,,0.0439999999999999,,,,,,,,,,0.0439999999999999,,,0.0439999999999999,,,,,,0.0439999999999999,0.0439999999999999,,0.0439999999999999,,
4063,2048.0,T5CARBOVGAN,,,0.0439999999999999,,,,,,,,,,0.0439999999999999,,,0.0439999999999999,,,,,,0.0439999999999999,0.0439999999999999,,0.0439999999999999,,
4064,2049.0,T5CARBOVGAN,,,0.0439999999999999,,,,,,,,,,0.0439999999999999,,,0.0439999999999999,,,,,,0.0439999999999999,0.0439999999999999,,0.0439999999999999,,
4065,2050.0,T5CARBOVGAN,,,0.0439999999999999,,,,,,,,,,0.0439999999999999,,,0.0439999999999999,,,,,,0.0439999999999999,0.0439999999999999,,0.0439999999999999,,
4066,2018.0,T5CARPORGAN,,,0.04,,,,,,,,,,0.04,,,0.04,,,,,,0.04,0.04,,0.04,,
4067,2019.0,T5CARPORGAN,,,0.055,,,,,,,,,,0.055,,,0.055,,,,,,0.055,0.055,,0.055,,
4068,2020.0,T5CARPORGAN,,,0.065,,,,,,,,,,0.065,,,0.065,,,,,,0.065,0.065,,0.065,,
4069,2021.0,T5CARPORGAN,,,0.057,,,,,,,,,,0.057,,,0.057,,,,,,0.057,0.057,,0.057,,
4070,2022.0,T5CARPORGAN,,,0.057,,,,,,,,,,0.057,,,0.057,,,,,,0.057,0.057,,0.057,,
4071,2023.0,T5CARPORGAN,,,0.058,,,,,,,,,,0.058,,,0.058,,,,,,0.058,0.058,,0.058,,
4072,2024.0,T5CARPORGAN,,,0.0589999999999999,,,,,,,,,,0.0589999999999999,,,0.0589999999999999,,,,,,0.0589999999999999,0.0589999999999999,,0.0589999999999999,,
4073,2025.0,T5CARPORGAN,,,0.0599999999999999,,,,,,,,,,0.0599999999999999,,,0.0599999999999999,,,,,,0.0599999999999999,0.0599999999999999,,0.0599999999999999,,
4074,2026.0,T5CARPORGAN,,,0.0609999999999999,,,,,,,,,,0.0609999999999999,,,0.0609999999999999,,,,,,0.0609999999999999,0.0609999999999999,,0.0609999999999999,,
4075,2027.0,T5CARPORGAN,,,0.062,,,,,,,,,,0.062,,,0.062,,,,,,0.062,0.062,,0.062,,
4076,2028.0,T5CARPORGAN,,,0.063,,,,,,,,,,0.063,,,0.063,,,,,,0.063,0.063,,0.063,,
4077,2029.0,T5CARPORGAN,,,0.064,,,,,,,,,,0.064,,,0.064,,,,,,0.064,0.064,,0.064,,
4078,2030.0,T5CARPORGAN,,,0.065,,,,,,,,,,0.065,,,0.065,,,,,,0.065,0.065,,0.065,,
4079,2031.0,T5CARPORGAN,,,0.065,,,,,,,,,,0.065,,,0.065,,,,,,0.065,0.065,,0.065,,
4080,2032.0,T5CARPORGAN,,,0.066,,,,,,,,,,0.066,,,0.066,,,,,,0.066,0.066,,0.066,,
4081,2033.0,T5CARPORGAN,,,0.067,,,,,,,,,,0.067,,,0.067,,,,,,0.067,0.067,,0.067,,
4082,2034.0,T5CARPORGAN,,,0.068,,,,,,,,,,0.068,,,0.068,,,,,,0.068,0.068,,0.068,,
4083,2035.0,T5CARPORGAN,,,0.068,,,,,,,,,,0.068,,,0.068,,,,,,0.068,0.068,,0.068,,
4084,2036.0,T5CARPORGAN,,,0.069,,,,,,,,,,0.069,,,0.069,,,,,,0.069,0.069,,0.069,,
4085,2037.0,T5CARPORGAN,,,0.07,,,,,,,,,,0.07,,,0.07,,,,,,0.07,0.07,,0.07,,
4086,2038.0,T5CARPORGAN,,,0.0709999999999999,,,,,,,,,,0.0709999999999999,,,0.0709999999999999,,,,,,0.0709999999999999,0.0709999999999999,,0.0709999999999999,,
4087,2039.0,T5CARPORGAN,,,0.0709999999999999,,,,,,,,,,0.0709999999999999,,,0.0709999999999999,,,,,,0.0709999999999999,0.0709999999999999,,0.0709999999999999,,
4088,2040.0,T5CARPORGAN,,,0.0719999999999999,,,,,,,,,,0.0719999999999999,,,0.0719999999999999,,,,,,0.0719999999999999,0.0719999999999999,,0.0719999999999999,,
4089,2041.0,T5CARPORGAN,,,0.0719999999999999,,,,,,,,,,0.0719999999999999,,,0.0719999999999999,,,,,,0.0719999999999999,0.0719999999999999,,0.0719999999999999,,
4090,2042.0,T5CARPORGAN,,,0.0729999999999999,,,,,,,,,,0.0729999999999999,,,0.0729999999999999,,,,,,0.0729999999999999,0.0729999999999999,,0.0729999999999999,,
4091,2043.0,T5CARPORGAN,,,0.0739999999999999,,,,,,,,,,0.0739999999999999,,,0.0739999999999999,,,,,,0.0739999999999999,0.0739999999999999,,0.0739999999999999,,
4092,2044.0,T5CARPORGAN,,,0.0739999999999999,,,,,,,,,,0.0739999999999999,,,0.0739999999999999,,,,,,0.0739999999999999,0.0739999999999999,,0.0739999999999999,,
4093,2045.0,T5CARPORGAN,,,0.0749999999999999,,,,,,,,,,0.0749999999999999,,,0.0749999999999999,,,,,,0.0749999999999999,0.0749999999999999,,0.0749999999999999,,
4094,2046.0,T5CARPORGAN,,,0.0749999999999999,,,,,,,,,,0.0749999999999999,,,0.0749999999999999,,,,,,0.0749999999999999,0.0749999999999999,,0.0749999999999999,,
4095,2047.0,T5CARPORGAN,,,0.0749999999999999,,,,,,,,,,0.0749999999999999,,,0.0749999999999999,,,,,,0.0749999999999999,0.0749999999999999,,0.0749999999999999,,
4096,2048.0,T5CARPORGAN,,,0.0759999999999999,,,,,,,,,,0.0759999999999999,,,0.0759999999999999,,,,,,0.0759999999999999,0.0759999999999999,,0.0759999999999999,,
4097,2049.0,T5CARPORGAN,,,0.0759999999999999,,,,,,,,,,0.0759999999999999,,,0.0759999999999999,,,,,,0.0759999999999999,0.0759999999999999,,0.0759999999999999,,
4098,2050.0,T5CARPORGAN,,,0.0769999999999999,,,,,,,,,,0.0769999999999999,,,0.0769999999999999,,,,,,0.0769999999999999,0.0769999999999999,,0.0769999999999999,,
4099,2018.0,T5OTRCARPROGAN,,,0.0459999999999999,,,,,,,,,,0.0459999999999999,,,0.0459999999999999,,,,,,0.0459999999999999,0.0459999999999999,,0.0459999999999999,,
4100,2019.0,T5OTRCARPROGAN,,,0.0459999999999999,,,,,,,,,,0.0459999999999999,,,0.0459999999999999,,,,,,0.0459999999999999,0.0459999999999999,,0.0459999999999999,,
4101,2020.0,T5OTRCARPROGAN,,,0.0459999999999999,,,,,,,,,,0.0459999999999999,,,0.0459999999999999,,,,,,0.0459999999999999,0.0459999999999999,,0.0459999999999999,,
4102,2021.0,T5OTRCARPROGAN,,,0.0459999999999999,,,,,,,,,,0.0459999999999999,,,0.0459999999999999,,,,,,0.0459999999999999,0.0459999999999999,,0.0459999999999999,,
4103,2022.0,T5OTRCARPROGAN,,,0.0459999999999999,,,,,,,,,,0.0459999999999999,,,0.0459999999999999,,,,,,0.0459999999999999,0.0459999999999999,,0.0459999999999999,,
